sensor_index,time_stamp,pm2.5_alt,pm2.5_atm,pm2.5_cf_1,temperature,humidity,pressure
166331,1695666000,19.1,32.27,34.358000000000004,72,65,1023.476
166331,1695650400,17.7,31.57,32.975,68,67.8,1022.192
166331,1695614400,12.1,21.99,21.991999999999997,66,69,1019.496
166331,1695630600,11.5,21.33,21.326,65,69,1019.188
166331,1695649800,17.4,31.43,32.783,68,68,1022.096
166331,1695606000,16.8,30.72,31.612000000000002,67,69,1020.052
166331,1695691800,20.5,36.02,38.93,63.8,64.8,1027.52
166331,1695694800,41.8,57.52,81.053,63,65,1027.924
166331,1695811800,5.6,9.98,9.978,56,69,1030.736
166331,1695810600,5.9,11.00,11.001999999999999,55.4,69,1030.282
166331,1695628200,10.6,19.28,19.282,64.6,69,1018.572
166331,1695607800,15.9,29.83,30.655,66.4,69,1019.402
166331,1695608400,15.3,28.18,28.53,66.8,69,1019.848
166331,1695618000,12.8,24.36,24.384,65,69.8,1019.174
166331,1695763800,9.4,15.60,15.602,74,45,1028.85
166331,1695735600,12.4,21.14,21.143,69.8,55.8,1031.666
166331,1695743400,10.3,16.96,16.961000000000002,81.2,35.4,1031
166331,1695761400,9,15.10,15.1,74.8,40.8,1028.286
166331,1695741000,10.6,17.61,17.615,78,42,1031.595
166331,1695751200,9.7,15.54,15.540000000000001,83,31.6,1029.706
166331,1695758400,9.2,15.19,15.192,78,37.4,1029.194
166331,1695709800,21,38.58,42.215,59.2,68,1028.87
166331,1695705000,21.5,38.46,42.525,60.8,66.8,1028.312
166331,1695850800,4.3,6.26,6.2565,76.75,40.5,1026.625
166331,1695836400,4.6,6.81,6.8065,86.667,28.333,1027.96
166331,1695816600,6.4,11.56,11.559000000000001,56.2,67.2,1030.918
166331,1695812400,5.7,10.36,10.357,55.8,68.8,1030.636
166331,1695796800,7.7,14.34,14.34,56.4,69,1030.098
166331,1695670200,13.2,22.96,23.083,74.4,60.2,1023.678
166331,1695646800,15.8,29.41,30.082,67,70,1021.704
166331,1695669600,17.8,30.08,31.209000000000003,74,63.2,1023.662
166331,1695644400,14.6,27.47,27.625999999999998,65.8,71,1021.162
166331,1695605400,16.7,30.41,31.392,67,69,1020.082
166331,1695744600,10.3,16.92,16.916,82,33.6,1030.614
166331,1695711000,19.7,37.62,40.528999999999996,58.6,68,1028.724
166331,1695747600,10.9,18.03,18.026,83.2,30.6,1030.846
166331,1695759600,8.9,14.71,14.711,77,38.6,1029.106
166331,1695687000,28.3,42.58,52.066,67,59.8,1026.9
166331,1695856200,19.8,30.59,35.796,70.4,54,1026.854
166331,1695846000,4.3,6.48,6.4755,80.25,35,1026.36
166331,1695807600,5.3,9.20,9.1965,55.75,68.75,1030.385
166331,1695795000,9.2,18.22,18.2225,56.667,67,1030.89
166331,1695651600,18.2,32.42,34.183,67.333,67,1021.383
166331,1695619800,12,22.31,22.311,65,69,1019.5
166331,1695756000,9.3,15.51,15.514,81,33.2,1029.408
166331,1695733200,17.7,33.14,34.316,62.5,65,1031.725
166331,1695699000,26.7,43.61,52.248,61.6,67.2,1028.36
166331,1695739200,10.6,18.21,18.206,72.2,48.6,1031.242
166331,1695854400,5.3,8.56,8.56,72.667,50.333,1026.807
166331,1695838200,4.5,6.53,6.532500000000001,84.5,29.75,1026.625
166331,1695615000,12.2,22.30,22.298,66,69.2,1019.408
166331,1695627000,11.3,20.14,20.136000000000003,65,69,1018.902
166331,1695610800,13.3,25.17,25.219,66,69,1019.362
166331,1695653400,18.5,32.33,34.137,68.5,67.75,1022.197
166331,1695709200,21.1,39.11,43.022000000000006,59.8,67.8,1028.92
166331,1695837600,4.2,5.92,5.9175,85,30,1027.155
166331,1695820200,6.1,11.08,11.08,57.6,67,1030.69
166331,1695810000,5.7,9.99,9.992,56,69,1030.7
166331,1695794400,9.2,17.90,17.899,57,66.75,1031.098
166331,1695776400,29.2,44.33,55.655,64,62,1030.19
166331,1695682800,15.1,25.90,26.048000000000002,69.4,55.2,1024.954
166331,1695625800,11,20.17,20.172,65,69,1018.806
166331,1695681000,12.3,21.16,21.162,72.8,53.4,1025.498
166331,1695668400,19.3,32.45,34.567,73,64,1023.648
166331,1695611400,12.8,24.25,24.2875,65.5,68.75,1019.155
166331,1695757800,9.7,15.91,15.913,78.6,36,1029.052
166331,1695688800,24.6,39.85,46.399,65.2,61.8,1026.796
166331,1695801600,6.7,12.46,12.465,56.6,69,1030.276
166331,1695622200,11.6,20.95,20.949,65,70,1019.094
166331,1695679800,11.7,19.98,19.985,73.8,51.4,1025.016
166331,1695648600,17.1,30.92,32.010000000000005,67.8,67.8,1022.028
166331,1695609600,13.6,25.55,25.612000000000002,66,69,1019.628
166331,1695645000,14.8,27.85,28.11,66,70,1021.3
166331,1695852600,4.7,7.03,7.029999999999999,74.8,46.6,1026.752
166331,1695855600,26.4,38.16,48.518,70.6,53.2,1026.442
166331,1695853200,4.7,7.29,7.2865,73.25,47.75,1026.13
166331,1695838800,4.5,6.69,6.686999999999999,85.6,30,1027.582
166331,1695792000,9.1,17.45,17.447499999999998,57,66,1030.835
166331,1695630000,11.5,21.47,21.468,64.6,69.4,1018.66
166331,1695640800,14,26.88,26.985,64.8,70,1020.222
166331,1695674400,10.4,17.59,17.593,74,49.8,1024.074
166331,1695612000,12.8,23.74,23.762999999999998,66,69,1019.688
166331,1695675000,10.7,17.63,17.634,74,49.8,1024.208
166331,1695685200,16.8,29.17,29.788,67.4,57.8,1025.772
166331,1695715200,18.7,36.03,37.961,57.8,70,1029.194
166331,1695718200,18.3,35.77,37.502,58.6,70,1029.184
166331,1695616200,12.8,24.10,24.136000000000003,66,69.2,1019.234
166331,1695670800,10.1,16.27,16.274,74.8,56.4,1023.7
166331,1695632400,12.6,22.91,22.91,65,69,1019.256
166331,1695621000,11.8,22.31,22.317,64.6,70,1018.878
166331,1695686400,23.5,37.70,43.022999999999996,67.4,56.4,1026.294
166331,1695708600,21.3,39.27,43.278999999999996,60,67.4,1028.956
166331,1695695400,24.7,41.34,48.008,61.8,65,1027.026
166331,1695712800,19.6,36.75,39.202,58.4,69,1028.792
166331,1695699600,22.2,39.34,43.925,61,67.6,1028.382
166331,1695727200,15.3,30.45,30.641,57,70.8,1031.092
166331,1695702600,26.7,43.96,52.99,61,67,1028.368
166331,1695849600,4.4,7.23,7.234999999999999,77,40,1026.63
166331,1695822000,6.3,10.11,10.11,67.6,55.8,1030.874
166331,1695822600,5.8,9.02,9.024000000000001,71,51.2,1030.854
166331,1695817800,6.1,11.26,11.259,57,67,1031.122
166331,1695797400,7,12.86,12.8585,57,69,1030.682
166331,1695684000,16.5,28.88,29.387999999999998,69,57.2,1025.96
166331,1695621600,11.8,21.94,21.938,65,69.8,1019.24
166331,1695625200,11.2,20.92,20.923000000000002,65.4,69,1018.772
166331,1695696600,21.7,38.09,42.299,62,65.8,1028.332
166331,1695749400,10.9,18.52,18.518,83.2,31.6,1030.444
166331,1695690600,22.7,38.58,43.394999999999996,64.2,64,1027.228
166331,1695691200,19.7,34.59,36.837999999999994,63.8,64.6,1027.216
166331,1695750600,10,16.47,16.468,82.4,31.4,1029.39
166331,1695723600,17.2,34.37,35.339,58,70.8,1030.18
166331,1695732600,17.7,32.93,34.29,60.8,65.4,1030.798
166331,1695752400,9.8,15.94,15.937,82.8,31,1029.32
166331,1695840600,4.6,6.72,6.723000000000001,84.6,30.4,1026.854
166331,1695813600,6.3,10.80,10.798,55.6,68.2,1030.586
166331,1695715800,18.4,36.10,38.095,58.4,70,1029.39
166331,1695745200,10.7,17.78,17.781,82.2,32.8,1031.286
166331,1695721800,17.3,34.20,35.337,57,70.4,1029.106
166331,1695736800,11.2,18.53,18.5315,72.5,51,1032.102
166331,1695717600,18.5,36.26,38.397999999999996,58.4,70,1029.474
166331,1695723000,17.1,33.82,34.763000000000005,57.6,71,1029.876
166331,1695805800,5.2,9.17,9.166,56.25,68,1030.265
166331,1695796200,8.3,16.17,16.172,57,68.667,1030.867
166331,1695649200,17.7,31.39,32.826,67.5,67,1021.765
166331,1695628800,11.1,20.83,20.831000000000003,64.4,69.6,1018.342
166331,1695629400,11.2,21.09,21.088,64.8,69.4,1018.77
166331,1695640200,13,24.70,24.723,64.8,70,1019.714
166331,1695744000,10.7,17.50,17.496,82.4,34.8,1031.358
166331,1695760200,9.3,14.99,14.988,76.6,39,1028.756
166331,1695730800,17.8,33.86,35.296,59.6,69.4,1031.536
166331,1695696000,25.6,42.11,49.455,62.4,65.6,1028.188
166331,1695814200,5.8,10.39,10.391,55.6,68,1030.526
166331,1695819000,6.3,11.63,11.632000000000001,56.8,67,1030.79
166331,1695813000,5.9,10.34,10.341000000000001,55.6,68.2,1030.54
166331,1695802800,6.3,12.21,12.21,57,69,1030.58
166331,1695606600,16.6,30.88,31.898000000000003,67,69,1019.916
166331,1695647400,15.9,29.25,29.853,67,69.2,1021.828
166331,1695646200,15.9,29.06,29.442,66,69.4,1021.348
166331,1695679200,11.3,19.20,19.195999999999998,74,52.6,1024.978
166331,1695631200,11.6,22.04,22.04,64.8,69,1019.036
166331,1695726000,15.7,31.36,31.776999999999997,56.6,70.2,1030.372
166331,1695765000,9.5,15.96,15.964,73.4,47,1028.598
166331,1695692400,21.5,37.02,40.672,63.2,65,1027.646
166331,1695716400,18.9,36.25,38.159,58,70,1029.322
166331,1695855000,6,9.30,9.2975,71.25,52,1026.432
166331,1695816000,6,10.72,10.718,56,68,1031.13
166331,1695672000,10.3,17.01,17.013,73.4,52,1023.368
166331,1695636000,12.2,23.39,23.397,64.6,70,1019.306
166331,1695641400,13.8,26.15,26.198,64.4,70,1020.02
166331,1695667800,19.5,32.51,34.71,71.8,64.4,1023.074
166331,1695760800,9.1,14.52,14.52,76,39.4,1029.146
166331,1695700800,22.6,39.64,44.728,61,68,1028.434
166331,1695746400,10.6,17.64,17.644,82.4,32.2,1031.134
166331,1695729600,15.1,30.35,30.631,58.2,70.4,1030.852
166331,1695747000,10.9,18.03,18.0275,83.75,31.25,1030.918
166331,1695710400,20.3,37.83,40.949,59,68,1029.058
166331,1695734400,14.8,27.38,27.6685,65.25,63.75,1032.15
