sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
166331,1688499600,9.10,9.20,101.6,35.6,1012.004
166331,1688464200,16.70,17.90,78.2,72,1011.846
166331,1688440200,20.30,22.90,79.6,70,1012.038
166331,1688496600,9.60,10.70,100,38,1012.198
166331,1688466600,17.30,18.90,78.6,72,1012.654
166331,1688471400,16.20,17.30,79.2,71.6,1012.538
166331,1688445600,15.00,15.50,79,71.8,1012.174
166331,1688482200,9.50,10.40,85.2,63.6,1014.15
166331,1688495400,10.20,11.30,99.4,38.8,1012.142
166331,1688502000,8.00,8.00,101,35.667,1011.813
166331,1688439600,37.80,40.20,80,70,1012.484
166331,1688455200,17.80,19.60,79.8,71,1012.388
166331,1688455800,18.50,19.60,79.8,71.2,1012.272
166331,1688513400,7.90,8.40,90.6,38.2,1013.382
166331,1688402400,6.80,7.50,88.2,54.4,1011.724
166331,1688404800,7.90,8.70,92.2,49.4,1011.504
166331,1688419800,6.20,6.70,90.2,47.4,1010.494
166331,1688425800,8.80,8.90,84,64,1011.16
166331,1688410800,9.70,9.90,98.667,39,1010.617
166331,1688414400,10.70,10.00,98,37,1010.285
166331,1688388000,4.20,4.90,81,68.4,1011.282
166331,1688397000,5.90,6.10,87.6,56,1011.632
166331,1688390400,5.00,5.80,82.4,63.2,1011.036
166331,1688415000,9.80,10.40,98,36.25,1010.283
166331,1688409000,9.80,10.40,96.8,41.6,1010.464
166331,1688401200,6.50,7.30,87.6,56,1011.214
166331,1688567400,17.50,18.40,90.4,49.2,1016.124
166331,1688545200,11.90,13.00,73.8,71,1015.962
166331,1688584200,17.80,19.20,104.2,28.4,1014.35
166331,1688562600,16.20,17.40,80.2,59,1015.692
166331,1688560200,15.20,15.60,79.8,63.8,1016.856
166331,1688545800,11.40,12.30,73.4,71,1015.738
166331,1688535000,18.60,20.10,75.6,70,1015.898
166331,1688556000,9.10,10.40,75,69.8,1016.812
166331,1688520600,83.90,91.30,79.4,66,1014.116
166331,1688576400,17.00,18.20,101.2,35.8,1015.16
166331,1688558400,12.10,13.20,77.6,68,1016.752
