sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
149970,1694652600,11.00,10.40,75.333,62.167,1015.063
149970,1694685000,2.90,2.60,65.6,62,1017.786
149970,1694692800,2.80,2.50,66,62.2,1019.418
149970,1694713800,2.70,2.20,82,35.6,1019.226
149970,1694674800,2.20,1.80,69,59,1017.072
149970,1694696400,3.30,2.90,68.2,59.8,1019.628
149970,1694653800,5.10,4.60,74.8,61,1015.254
149970,1694694000,3.60,3.00,66.8,62,1019.458
149970,1694661000,2.60,2.50,74,54.75,1016.64
149970,1694676600,2.20,1.80,68.6,60,1017.074
149970,1694731200,2.10,1.60,79.4,32.6,1019.168
149970,1694705400,2.60,2.20,76.4,42.4,1019.846
149970,1694698200,3.20,2.80,70,57.4,1019.802
149970,1694662200,2.70,2.30,74,54,1016.865
149970,1694735400,2.30,1.80,75,36.4,1020.106
149970,1694712000,2.80,2.50,80.4,38.2,1019.39
149970,1694727000,1.30,1.10,86.2,27.4,1018.804
149970,1694716200,2.50,2.20,82.4,35.6,1018.978
149970,1694713200,2.20,2.10,81.6,36.2,1019.3
149970,1694715600,2.70,2.30,82.2,35.8,1019.08
149970,1694673600,2.20,2.10,69.8,59.6,1017.048
149970,1694670600,2.60,2.20,71,59.8,1017.066
149970,1694701800,1.70,1.70,73.6,47.4,1019.694
149970,1694687400,3.20,3.10,66,62,1018.628
149970,1694637600,3.40,3.20,85,51.2,1013.2
149970,1694620800,11.50,10.80,77.6,64,1014.468
149970,1694628000,2.80,2.50,78,61.8,1013.968
149970,1694610000,7.40,7.50,76,67,1014.414
149970,1694623200,7.80,7.90,77,65,1014.26
149970,1694620200,18.10,17.70,78,64.8,1014.574
149970,1694647200,5.20,4.80,77.8,59.2,1013.964
149970,1694619000,8.70,8.20,76.6,65,1013.768
149970,1694644200,4.60,4.40,80.6,55,1013.608
149970,1694642400,6.10,5.70,83.6,51.8,1013.368
149970,1694814000,4.60,3.50,75.2,39,1018.134
149970,1694818200,5.10,4.40,74,40.6,1017.85
149970,1694793600,4.60,4.20,69,48,1020.842
149970,1694746800,2.90,2.50,69,48,1021.664
149970,1694752200,3.50,3.00,67,52,1021.944
149970,1694792400,6.00,5.50,68.2,50.6,1021.068
149970,1694806200,4.60,3.80,76,38,1019.014
149970,1694804400,4.40,3.60,75.8,38.2,1019.218
149970,1694817000,4.90,3.90,74,40,1018.018
149970,1694753400,3.30,3.00,66,53,1021.764
149970,1694817600,4.80,4.30,73.6,40,1017.696
149970,1694786400,6.40,5.80,64,56,1022.512
149970,1694766000,2.60,2.20,63,57,1022.152
149970,1694745000,2.90,2.40,69.8,47,1021.28
149970,1694809800,4.30,3.70,75.8,36.8,1018.5
149970,1694776200,3.00,2.90,61,58,1022.59
149970,1694797800,4.80,4.30,72.6,43.2,1019.816
149970,1694740800,2.60,2.50,72,42,1020.97
149970,1694778600,3.60,3.00,61.2,58,1022.56
149970,1694841600,6.60,6.00,66.6,53.8,1016.132
149970,1694832000,5.80,5.10,67.4,51,1017.2
149970,1694842800,6.70,6.00,67,53.2,1015.82
149970,1694848200,5.60,5.30,66,54,1015.562
149970,1694843400,6.60,6.00,66,53.8,1015.726
149970,1694836200,6.00,5.60,67,52.2,1016.378
