sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
149970,1674944400,6.50,6.20,50.4,37.4,1024.604
149970,1674916200,7.10,6.40,45,40.4,1021.504
149970,1674949800,8.20,7.50,46,45,1026.248
149970,1674942600,6.20,5.50,51.4,36.8,1024.352
149970,1674911400,7.20,6.20,43,41,1020.012
149970,1674916800,7.80,6.70,45.6,40,1021.6
149970,1674937200,5.10,4.40,57.2,29,1023.152
149970,1674909600,7.60,6.70,43,41,1019.692
149970,1674936000,2.90,2.60,58.8,26.6,1022.644
149970,1674934200,2.90,2.40,57,27,1022.284
149970,1674910800,7.50,6.50,43,41,1019.83
149970,1675132800,8.70,8.30,40,59.8,1022.362
149970,1675164000,7.30,6.50,40,51.8,1022.93
149970,1675138800,5.10,4.60,40,58,1021.702
149970,1675149600,6.30,5.90,39.8,54.6,1022.122
149970,1675159200,6.80,6.20,40,54.2,1022.472
149970,1675165200,7.40,6.60,40,51.6,1023.158
149970,1675145400,5.60,5.10,40,53.6,1021.658
149970,1675156800,6.30,5.40,40,55,1021.874
149970,1675124400,14.10,13.10,40.8,59,1021.616
149970,1675134600,10.70,10.10,41,59,1022.198
149970,1675147200,6.50,6.10,40,53,1022.034
149970,1675135800,8.20,7.80,40.8,59,1021.954
149970,1675139400,4.90,4.60,40,57.2,1021.592
149970,1675138200,5.20,4.80,39.8,58,1021.804
149970,1675158000,6.10,5.90,40,54,1022.178
149970,1675134000,9.70,8.90,41,59.8,1022.29
149970,1675126200,14.80,13.80,41,59,1021.628
149970,1675104600,11.10,10.20,44,45,1021.152
149970,1675083600,8.40,7.60,39,52,1024.452
149970,1675106400,11.60,10.50,44,45.2,1020.722
149970,1675050000,9.50,7.40,48,51,1020.117
149970,1675060800,4.60,4.10,48,55,1021.574
149970,1675101000,15.70,13.10,43.8,46.4,1022.008
149970,1675070400,5.60,5.10,43,50.8,1022.93
149970,1675107000,11.30,10.30,44,45.6,1020.666
149970,1675040400,8.50,6.20,50.4,45.8,1018.522
149970,1675048800,8.80,6.60,48,50.6,1019.748
149970,1675074600,7.40,6.80,41.8,51,1023.678
149970,1675122600,13.50,12.80,40.8,58,1021.592
149970,1675038600,9.10,6.70,51,45,1018.61
149970,1675095600,9.00,8.10,42,47,1024.094
149970,1675113600,9.70,9.30,41.2,52,1021.476
149970,1674969600,14.70,14.30,38,53.6,1027.658
149970,1674999000,16.00,15.40,39,55,1023.658
149970,1675014600,8.80,7.80,48,48.2,1018.996
149970,1675021200,9.50,7.10,52.8,43,1017.766
149970,1675027200,7.10,5.50,53,41,1018.012
149970,1675002600,14.60,13.80,42,53,1023.29
149970,1674961800,16.50,15.60,40,51.4,1027.71
149970,1675002000,14.60,13.60,41,53.6,1023.45
149970,1674984600,14.80,14.20,36.4,55,1026.81
149970,1675016400,9.30,7.10,49.4,47,1018.462
149970,1675017000,9.20,6.70,50,46.2,1018.176
149970,1675003200,15.20,13.70,42,53,1023.124
149970,1675028400,7.20,6.00,52,42,1018.166
149970,1675029600,8.00,5.50,52,42,1018.458
149970,1675005000,14.70,13.50,42.4,53.2,1022.746
149970,1674982800,16.40,15.70,36,55,1027.118
149970,1675011600,10.20,9.30,46.8,50.4,1020.464
149970,1675000200,14.30,13.70,40,54.8,1023.748
149970,1675026000,7.10,5.30,53,41,1017.734
149970,1675003800,14.80,14.30,42,53,1022.92
149970,1674955800,13.50,12.10,42,49.8,1026.896
149970,1675027800,7.90,5.70,52.2,41.6,1018.044
149970,1675032600,7.90,6.00,52,42.75,1018.405
149970,1675017600,9.40,6.50,50.6,45.2,1018.102
149970,1674999600,15.10,14.60,39.2,55,1023.644
149970,1674925200,3.80,3.40,52,34,1021.868
149970,1674947400,8.40,7.80,47,43,1025.58
149970,1674939600,5.90,5.30,54,32,1023.822
149970,1674923400,5.90,5.00,51.6,35,1021.88
149970,1674925800,3.50,2.90,52.8,33,1021.662
149970,1674918000,7.70,6.40,46,39.8,1021.846
149970,1674909000,7.20,6.60,43,41,1019.632
149970,1674932400,2.80,2.40,56.8,27.4,1022.04
149970,1674948000,8.30,7.10,46.6,43,1025.888
149970,1674938400,5.60,5.10,55.8,30.8,1023.618
149970,1674939000,5.70,5.10,55,31.4,1023.736
149970,1674941400,5.90,5.40,53,34.4,1024.246
149970,1674921000,6.30,5.70,49.2,37.2,1021.772
149970,1674922200,6.30,5.80,50.6,36,1021.91
149970,1675129800,9.00,8.60,40,59,1022.08
149970,1675140000,4.50,4.20,40,57,1021.554
149970,1675126800,14.60,14.20,41,59,1021.672
149970,1675125000,14.10,13.70,40.6,59,1021.654
149970,1675152000,6.30,5.90,39.8,56,1022.452
149970,1675162200,8.40,7.60,40,53,1022.764
149970,1675152600,6.40,5.90,39.8,56,1022.178
149970,1675137600,5.70,5.00,40,58,1021.998
149970,1675158600,6.80,5.90,39.4,54.2,1021.802
149970,1675163400,7.30,6.70,40,52.2,1022.92
149970,1675045200,8.90,6.10,48.2,49.6,1019.852
149970,1675090800,7.90,7.70,40,50.6,1024.382
149970,1675081200,6.60,6.40,40.4,51,1024.244
149970,1675041600,8.50,6.30,50.4,45.6,1018.466
149970,1675108800,12.70,11.90,43.8,48,1020.46
149970,1675067400,5.80,5.10,45.6,49.8,1022.738
149970,1675121400,14.10,13.20,40.4,57.8,1021.646
149970,1675103400,34.10,30.70,44.75,45.25,1021.35
149970,1675046400,8.80,6.40,49,49,1019.708
149970,1675060200,3.90,3.60,48,55,1021.466
149970,1675061400,6.20,5.40,47.6,54,1021.872
149970,1675093800,7.90,7.00,41,48,1024.026
149970,1675059600,3.90,3.50,48.2,55,1021.232
149970,1675036800,8.40,6.20,51,44.6,1018.524
149970,1675117200,11.00,10.40,41,55,1021.036
149970,1675122000,13.30,12.40,40.6,58,1021.662
149970,1675069800,5.90,5.00,43.2,50.2,1022.89
149970,1675094400,7.70,7.00,41.4,47.8,1023.954
149970,1675108200,39.50,35.00,43.8,47.8,1020.634
149970,1675081800,6.50,5.40,40,50.2,1024.082
149970,1675065600,6.20,5.50,46,49.4,1022.54
149970,1674987600,13.70,13.60,36.8,55,1026.222
149970,1674973800,16.90,15.80,37,54,1027.606
149970,1674989400,13.60,13.90,37,55,1026.09
149970,1674996000,17.30,16.80,37,56,1024.722
149970,1675006800,15.00,14.20,43,53,1022.016
149970,1675013400,8.90,8.40,47.4,49.4,1019.492
149970,1674980400,15.50,15.10,36,55,1027.438
149970,1675014000,8.90,7.90,47.6,49,1018.602
149970,1674968400,16.20,15.10,39,53,1027.674
149970,1675022400,8.10,5.80,53,42.6,1017.686
149970,1675008600,13.20,11.70,44.2,53.2,1021.446
149970,1674990000,14.20,13.80,36.2,54.8,1025.944
149970,1675006200,14.10,13.10,43,54,1022.178
149970,1675015200,9.10,8.50,48.8,48,1018.898
149970,1674997800,17.80,17.60,38,55,1023.684
149970,1674979800,15.30,15.20,36.6,55,1027.576
149970,1674982200,17.40,17.10,36,55,1027.224
149970,1674962400,17.00,16.30,40,51.6,1027.808
149970,1674957000,14.10,13.40,42,50,1027.142
149970,1674984000,16.70,15.70,36.2,55,1026.874
149970,1674951000,9.40,7.70,45,45.2,1026.302
149970,1674993600,16.90,16.60,36.8,55.6,1025.538
149970,1675011000,10.30,9.30,46,51,1020.654
149970,1674977400,15.20,15.10,36.8,55,1027.768
149970,1674978600,16.00,15.40,36.6,55,1027.618
149970,1674973200,17.20,16.40,37,54.8,1027.504
149970,1675034400,8.30,6.10,51.8,43.2,1018.54
149970,1675035600,8.00,5.60,51,44,1018.302
149970,1674953400,8.30,7.30,44,47.6,1026.334
149970,1674981000,15.60,15.20,36,55,1027.408
149970,1674958800,13.00,11.90,41,50.4,1027.386
149970,1675020000,9.50,6.60,52.2,43.6,1018.09
149970,1674979200,15.50,14.80,36.2,55,1027.586
149970,1675008000,15.40,14.00,44,53,1021.616
149970,1675012200,9.90,9.40,47,50,1020.09
149970,1674929400,2.80,2.60,54.6,30,1021.8
149970,1674948600,9.20,8.60,46,44,1026.082
149970,1674945000,6.60,6.00,49.6,39,1024.84
149970,1674937800,5.00,4.70,56.8,30,1023.418
149970,1674919200,7.50,6.10,47.6,39,1021.6
149970,1675155600,5.70,5.30,40,55.8,1021.936
149970,1675160400,7.10,7.00,40,54,1022.532
149970,1675131000,8.60,7.80,40,59.2,1022.136
149970,1675125600,14.20,13.90,41,59,1021.64
149970,1675162800,8.10,7.70,40,53,1022.834
149970,1675144800,5.30,5.00,40,54,1021.562
149970,1675123200,13.20,11.80,41,58.6,1021.532
149970,1675148400,6.10,5.90,40,54,1022.142
149970,1675164600,7.10,6.20,40,51.8,1023.004
149970,1675143000,4.20,4.00,40,55,1021.516
149970,1675037400,8.80,6.20,51,45,1018.578
149970,1675114800,10.70,9.80,41.4,53,1021.608
149970,1675074000,5.50,5.20,41.4,51,1023.412
149970,1675104000,10.80,9.80,44,45,1021.174
149970,1675038000,8.20,6.30,51,45,1018.584
149970,1675087800,8.40,8.20,39,51,1024.278
149970,1675045800,9.20,6.50,48.8,49.4,1020.034
149970,1675071600,6.90,6.30,43,51,1023.118
149970,1675119000,11.60,10.80,41,55.2,1021.19
149970,1675107600,10.90,10.80,43.4,46.2,1020.588
149970,1675102800,21.90,20.40,44.4,45.4,1021.548
149970,1675084800,8.10,7.40,39.2,51.4,1024.326
149970,1675089000,7.50,7.00,39,50.8,1024.578
149970,1675063200,6.90,6.00,47,51.2,1022.25
149970,1675111200,9.40,8.80,42.6,49,1020.91
149970,1675110600,9.50,9.00,43,48.8,1020.912
149970,1675057800,6.70,6.10,48,55,1020.352
149970,1675114200,11.50,10.50,41.6,53,1021.436
149970,1675099800,9.50,8.60,43.4,46,1022.502
149970,1675077000,5.50,5.30,41.2,50,1024.156
149970,1675063800,7.20,6.20,47,50.75,1022.365
149970,1675066200,6.10,5.30,46,50,1022.624
149970,1675091400,7.40,7.00,40,50,1024.362
149970,1675068600,5.30,4.60,44.2,49.8,1022.938
149970,1675089600,7.60,7.30,38.8,51,1024.528
