id,time_stamp,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b,temperature,humidity,pressure
149970,1701629400,4.40,3.80,6.58,5.62,6.58,5.62,50.4,63,1009.478
149970,1701595200,6.40,5.70,10.35,8.65,10.35,8.65,49,61,1016.016
149970,1701615600,6.60,5.60,10.45,8.73,10.45,8.73,49,62,1014.132
149970,1701604800,5.70,4.60,9.35,7.26,9.35,7.26,48.8,60,1014.538
149970,1701619200,7.10,5.80,11.41,8.74,11.41,8.74,49,62.2,1012.542
149970,1701717000,1.50,1.30,1.89,1.04,1.89,1.04,55,52,1007.588
149970,1701714000,2.50,1.70,3.47,2.08,3.47,2.08,55,54,1007.498
149970,1701700800,5.10,4.40,8.19,6.63,8.19,6.63,53,62.4,1007.476
149970,1701655800,1.00,0.80,0.90,0.66,0.90,0.66,50,63,1005.406
149970,1701622200,7.50,5.80,11.94,9.29,11.94,9.29,48.8,63,1011.9
149970,1701589200,8.20,7.70,14.09,12.73,14.09,12.73,50.4,60,1017.454
149970,1701727800,2.40,2.00,3.14,2.57,3.14,2.57,50,58,1008.52
149970,1701710400,3.90,3.10,5.92,4.65,5.92,4.65,54.8,56.8,1007.212
149970,1701602400,5.60,4.60,9.35,7.21,9.35,7.21,49,60,1015.21
149970,1701595800,6.80,5.80,11.34,9.26,11.34,9.26,49.2,61,1015.764
149970,1701598800,6.90,5.80,11.45,9.41,11.45,9.41,49,61,1015.94
149970,1701594600,6.00,5.10,9.50,8.11,9.50,8.11,49,61,1016.216
149970,1701619800,7.00,6.00,11.58,10.00,11.58,10.00,49,62.6,1012.256
149970,1701676200,1.20,1.00,1.20,0.97,1.20,0.97,49.4,63,1004.034
149970,1701721200,1.60,1.30,1.82,1.33,1.82,1.33,53,53,1008.046
149970,1701696000,2.70,2.20,3.58,2.64,3.58,2.64,51,64,1006.852
149970,1701652800,1.50,1.40,1.55,1.48,1.55,1.48,51,62,1005.984
149970,1701660000,0.90,0.80,0.58,0.31,0.58,0.31,50,63,1005.662
149970,1701656400,1.00,0.80,0.82,0.63,0.82,0.63,50,63,1005.414
149970,1701591000,7.50,6.30,12.71,10.24,12.71,10.24,50,60,1017.118
149970,1701718800,1.60,1.10,1.88,0.86,1.88,0.86,54.4,52.4,1007.926
149970,1701699600,2.80,2.60,4.39,3.41,4.39,3.41,53,63.4,1007.374
149970,1701680400,0.60,0.40,0.28,0.07,0.28,0.07,49.2,62.6,1004.568
149970,1701657000,1.10,0.70,0.91,0.34,0.91,0.34,50,63,1005.44
149970,1701651000,3.30,2.80,5.13,3.79,5.13,3.79,51,63,1006.146
149970,1701593400,5.70,5.20,9.44,8.23,9.44,8.23,48.8,61,1016.386
149970,1701637800,5.40,4.70,9.13,7.56,9.13,7.56,50.4,63.6,1008.008
149970,1701645600,4.80,4.30,7.85,6.54,7.85,6.54,51,63.4,1005.982
149970,1701732000,4.20,3.90,6.79,5.34,6.79,5.34,50.6,58,1009.306
149970,1701723600,1.80,1.50,2.12,1.63,2.12,1.63,52.6,53.6,1007.588
149970,1701694800,3.00,2.30,4.53,3.30,4.53,3.30,50,64,1006.728
149970,1701690000,2.20,1.80,3.09,2.24,3.09,2.24,50,64,1006.478
149970,1701663000,1.70,1.40,2.51,1.83,2.53,1.87,50,62,1004.83
149970,1701723000,1.60,1.40,1.93,1.29,1.93,1.29,53,53,1007.922
149970,1701664200,0.80,0.50,0.37,0.11,0.37,0.11,50,62,1004.694
149970,1701707400,1.60,1.30,1.96,1.08,1.96,1.08,55.6,55,1007.024
149970,1701658800,1.00,0.70,0.79,0.33,0.79,0.33,50,63,1006.144
149970,1701683400,0.80,0.70,0.59,0.25,0.59,0.25,49,63,1005.158
149970,1701640800,5.10,4.80,8.62,7.26,8.62,7.26,50.6,63,1007.22
149970,1701639000,6.20,5.80,10.50,9.05,10.50,9.05,51,64,1007.874
149970,1701644400,4.70,4.00,7.41,5.96,7.41,5.96,50.6,63.2,1006.034
149970,1701672600,0.70,0.50,0.28,0.10,0.28,0.10,50,62,1004.096
149970,1701651600,3.10,2.50,4.57,3.34,4.57,3.34,51,63,1006.228
149970,1701627600,4.80,3.90,7.48,5.78,7.48,5.78,50,63,1010.586
149970,1701613800,6.20,4.90,9.68,7.77,9.68,7.77,48.6,62,1013.678
149970,1701633000,4.20,3.60,6.51,5.47,6.51,5.47,51,63,1008.596
149970,1701618000,6.50,5.50,10.56,8.45,10.56,8.45,49,62,1013.342
149970,1701624000,7.90,7.00,13.56,11.21,13.56,11.21,49,63.8,1012.478
149970,1701604200,6.20,4.70,9.58,7.20,9.58,7.20,49,60,1014.958
149970,1701603600,6.00,4.80,9.69,7.48,9.69,7.48,48.8,60.2,1015.272
149970,1701626400,5.80,5.20,9.44,7.66,9.44,7.66,49.2,64,1011.774
149970,1701698400,4.70,3.90,7.53,6.04,7.53,6.04,52,64,1007.176
149970,1701728400,2.70,2.60,3.88,3.36,3.88,3.36,49.6,58,1008.342
149970,1701720600,1.30,1.00,1.28,0.91,1.28,0.91,53.4,52,1008.164
149970,1701687600,1.80,1.40,2.07,1.29,2.07,1.29,49.2,63.2,1006.016
149970,1701673800,1.20,0.70,0.98,0.28,0.98,0.28,50,62.2,1004.438
149970,1701630000,4.60,3.90,7.08,5.85,7.08,5.85,50.8,63,1009.234
149970,1701705600,1.20,1.00,1.00,0.63,1.00,0.63,55.8,56.2,1007.068
149970,1701689400,2.50,2.30,3.58,2.85,3.58,2.85,50,64,1006.344
149970,1701670800,0.60,0.40,0.17,0.03,0.17,0.03,50,62,1003.58
149970,1701638400,6.20,5.60,10.33,8.86,10.33,8.86,51,64,1008.02
149970,1701616800,7.50,5.70,11.91,8.99,11.91,8.99,49,62.2,1013.286
149970,1701670200,0.60,0.30,0.09,0.00,0.09,0.00,49.8,62,1003.562
149970,1701724200,1.80,1.40,2.30,1.48,2.30,1.48,52.8,54,1007.928
149970,1701730800,3.90,3.40,6.31,4.94,6.31,4.94,50,57.4,1009.252
149970,1701676800,0.70,0.40,0.16,0.03,0.16,0.03,50,63.4,1004.51
149970,1701681000,0.50,0.40,0.12,0.04,0.12,0.04,49,62,1004.626
149970,1701653400,1.70,1.30,1.76,1.29,1.76,1.29,50.8,62.2,1005.76
149970,1701685200,1.40,1.30,1.58,1.13,1.58,1.13,49,63.2,1005.512
149970,1701654000,1.20,0.90,0.91,0.67,0.91,0.67,50,63,1005.726
149970,1701734400,2.10,1.70,2.75,1.85,2.75,1.85,50,52.8,1010.132
149970,1701642000,4.90,4.20,7.98,6.46,7.98,6.46,51,63,1007.364
149970,1701612600,6.20,5.20,10.20,8.22,10.20,8.22,48.4,61.4,1013.382
149970,1701601800,6.00,4.90,9.41,7.76,9.41,7.76,49,61,1015.474
149970,1701612000,5.80,5.00,9.19,8.02,9.19,8.02,48.8,61,1013.716
149970,1701691800,1.80,1.50,1.96,1.61,1.96,1.61,50,64,1006.594
149970,1701697800,2.50,2.30,3.81,2.90,3.81,2.90,51.4,64,1007.126
149970,1701684600,1.30,1.10,1.49,0.83,1.49,0.83,49,63.2,1005.384
149970,1701666000,1.00,0.50,0.39,0.16,0.39,0.16,50,61,1004.372
149970,1701679200,0.70,0.40,0.18,0.04,0.18,0.04,49.6,63,1004.11
149970,1701674400,1.20,0.50,0.69,0.08,0.69,0.08,50,62.4,1004.48
149970,1701607200,6.00,5.10,10.04,8.02,10.04,8.02,48.6,60.6,1014.856
149970,1701625200,6.20,5.50,9.81,8.40,9.81,8.40,49.2,64,1012.214
149970,1701590400,7.90,7.00,13.40,11.34,13.40,11.34,50,60,1017.052
149970,1701621000,7.00,6.20,11.53,9.60,11.53,9.60,49,63,1011.56
149970,1701621600,7.00,5.90,11.22,9.46,11.22,9.46,49,63,1011.704
149970,1701661800,0.80,0.70,0.42,0.27,0.42,0.27,50,62.6,1005.064
149970,1701685800,1.40,1.20,1.48,0.95,1.48,0.95,49,63.2,1005.644
149970,1701721800,1.20,1.00,1.19,0.92,1.19,0.92,53,52.6,1008.078
149970,1701668400,0.70,0.50,0.30,0.04,0.30,0.04,50,61,1003.894
149970,1701703800,1.60,1.30,1.87,1.00,1.87,1.00,54,58.6,1007.474
