sensor_index,time_stamp,pm2.5_alt,pm2.5_atm,pm2.5_cf_1,temperature,humidity,pressure
166327,1695649800,19.7,32.48,34.676,68,67.6,1017.422
166327,1695667800,18.8,31.37,32.815,73,64.4,1018.872
166327,1695625200,9.7,16.49,16.487000000000002,65,72,1014.162
166327,1695682800,11.2,18.80,18.805,67.6,66,1021.124
166327,1695611400,14.4,25.33,25.349,65,72,1014.998
166327,1695752400,10.4,17.16,17.159,80.6,33.8,1025.098
166327,1695721200,18.1,34.04,35.607,56,74,1024.97
166327,1695730200,17.5,32.09,32.844,59.4,71.6,1026.6
166327,1695695400,14.5,26.06,26.064,60,72,1023.358
166327,1695755400,10.3,17.00,16.997,75.8,38.6,1024.7
166327,1695810600,7.2,12.95,12.951,55,73,1025.868
166327,1695805800,7.8,14.41,14.414,54.2,72.8,1025.868
166327,1695793800,7.3,13.26,13.262,53.8,71,1026.386
166327,1695796800,7.2,13.38,13.382000000000001,53.6,71,1026.126
166327,1695792000,7.5,13.98,13.984,54,71,1026.356
166327,1695858600,6.9,11.53,11.531,63.4,65.2,1022.38
166327,1695684600,11.3,19.86,19.857,65.6,69.6,1021.418
166327,1695652200,19,31.91,33.624,69,68,1017.628
166327,1695708600,18.4,33.73,35.112,57,72.8,1024.182
166327,1695700200,17.4,31.83,32.595,59,72.4,1023.778
166327,1695702600,17.9,32.98,34.121,58,72,1023.724
166327,1695761400,9.2,15.08,15.077,75,43.2,1024.304
166327,1695690000,13.2,23.01,23.008000000000003,62,71.8,1022.588
166327,1695819000,14.2,26.83,26.845,58,70.2,1026.206
166327,1695814200,13.2,25.46,25.489,55.8,73,1026.122
166327,1695807000,7.5,13.75,13.754999999999999,54.2,72.2,1025.758
166327,1695787800,9,16.57,16.573,55.2,71,1026.178
166327,1695768000,9.2,15.26,15.264,67,56.8,1024.656
166327,1695697200,16.6,29.88,30.353,60,72.2,1023.764
166327,1695726000,17.4,32.38,33.125,57,74,1025.946
166327,1695745200,10.5,17.52,17.521,81.2,34.8,1026.38
166327,1695738000,11.3,18.54,18.542,74.6,45.2,1026.992
166327,1695833400,5.4,8.24,8.241,82.4,33,1024.248
166327,1695830400,6.4,10.14,10.141,80.8,36,1025.022
166327,1695825600,9.4,14.99,14.991,85.2,32.2,1025.804
166327,1695785400,11,20.62,20.619,56,71,1026.008
166327,1695781200,9.7,17.39,17.395,58,70.8,1026
166327,1695858000,4.9,7.63,7.63,64,64.4,1022.33
166327,1695625800,9.9,17.36,17.363,65,71.6,1014.19
166327,1695607200,15.8,27.68,27.874000000000002,65.8,71,1015.08
166327,1695749400,10.2,16.90,16.898000000000003,76.4,38.4,1025.754
166327,1695719400,18.5,34.30,35.942,56,74,1024.766
166327,1695716400,19.3,35.10,37.165000000000006,56,73.8,1024.692
166327,1695739800,10.8,18.07,18.069000000000003,76.2,44.2,1026.938
166327,1695689400,13.2,23.18,23.177,63,71.4,1022.556
166327,1695746400,10.6,16.98,16.984,82.6,32,1026.164
166327,1695703800,18.4,33.13,34.322,58,72.4,1023.81
