sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
87173,1669300200,15.80,15.10,42,54.4,1028.938
87173,1669251000,6.00,5.40,50,44.4,1026.158
87173,1669288200,10.80,10.20,40,53,1029.254
87173,1669269600,12.20,10.80,45,50,1027.964
87173,1669288800,11.30,11.00,40,53,1029.23
87173,1669296600,15.90,15.00,40.6,54.4,1029.452
87173,1669304400,11.40,10.50,46,50.6,1027.72
87173,1669320000,7.60,7.00,57,35,1023.49
87173,1669329000,8.80,7.70,53,39.4,1022.542
87173,1669324200,7.60,7.00,54.8,36.8,1022.35
87173,1669263000,8.60,7.60,47.4,47,1027.316
87173,1669276800,10.50,9.70,42,52,1028.558
87173,1669253400,6.30,5.30,51,44.8,1026.656
87173,1669265400,8.50,8.00,46,48,1027.63
87173,1669299000,18.90,17.90,41,55,1029.155
87173,1669312800,6.60,6.00,55,37,1024.882
87173,1669263600,8.80,7.30,47,47,1027.404
87173,1669290600,12.40,11.40,40,54,1029.182
87173,1669262400,8.50,7.80,48,47,1027.332
87173,1669293000,12.50,12.10,39,54,1029.496
87173,1669268400,11.70,10.20,45,50,1027.85
87173,1669266600,10.10,8.40,45,48.2,1027.672
87173,1669284000,11.40,10.30,40.8,53,1029.036
87173,1669377600,15.00,12.80,52.8,51.8,1011.512
87173,1669419000,1.40,1.60,48,52.2,1009.652
87173,1669398000,16.50,14.40,53,59,1005.856
87173,1669408800,1.40,1.30,53,45.6,1008.12
87173,1669360200,15.00,13.00,50.8,49,1016.616
87173,1669380600,16.70,13.70,52,55.8,1010.88
87173,1669366800,12.80,11.20,52,48,1013.72
87173,1669353000,13.30,11.40,48,49,1018.774
87173,1669404600,2.60,2.50,54.2,49,1007.226
87173,1669342800,10.70,9.80,49,46.8,1021.212
87173,1669368600,12.40,10.40,52.2,49,1013.298
87173,1669374000,15.10,13.10,52,51,1012.214
87173,1669363800,13.30,11.40,52,48,1014.882
87173,1669357200,14.40,12.50,48.6,49.8,1017.428
87173,1669370400,14.10,11.50,52,50,1012.764
87173,1669247400,5.70,4.90,50,42.6,1025.684
87173,1669227600,11.10,9.50,55.8,34.2,1022.356
87173,1669234200,5.20,4.70,53,36,1023.038
87173,1669207800,9.60,8.70,41.4,50,1022.294
87173,1669235400,3.90,3.60,53,36,1023.402
87173,1669228200,11.90,10.30,55.2,34.8,1022.46
87173,1669233600,6.50,5.60,53.6,36,1022.958
87173,1669213800,16.70,14.40,44.2,47,1023.05
87173,1669245000,5.60,4.80,50,40.8,1025.128
87173,1669453800,1.50,1.60,46.8,41.8,1013.896
87173,1669422000,1.70,1.70,47.6,52.8,1010.04
87173,1669449000,0.90,1.10,47,42,1014.068
87173,1669427400,2.40,2.20,46.667,52,1011.147
87173,1669444200,0.80,0.90,47,43,1013.126
87173,1669461000,2.20,2.20,46,43.8,1014.968
87173,1669431600,0.90,0.90,47,47,1011.697
87173,1669431000,0.90,1.10,47,47.333,1011.573
87173,1669441800,0.60,0.70,46,42.25,1013.14
87173,1669428600,2.00,2.10,47,50.667,1011.287
87173,1669432200,1.20,1.40,47,46,1011.745
87173,1669458600,2.50,2.40,45,42.8,1014.262
87173,1669447200,0.80,0.90,47.6,43,1013.946
87173,1669462200,2.10,2.30,46.2,45,1015.208
87173,1669420800,1.60,1.80,48,54,1009.876
87173,1669257000,9.90,8.50,50.6,45,1026.532
87173,1669252800,6.70,5.70,50,45,1026.626
87173,1669298400,18.40,17.50,40.8,55,1029.07
87173,1669323000,7.90,7.00,55.8,36,1022.9
87173,1669321800,8.40,7.10,56,35,1023.258
87173,1669276200,10.10,9.00,42,52,1028.404
87173,1669269000,12.50,11.20,44.8,50,1027.85
87173,1669311600,6.50,5.50,54,38,1025.256
87173,1669282200,10.10,9.10,41,52.4,1028.994
87173,1669273200,10.30,9.50,42.8,51,1028.332
87173,1669251600,5.40,5.00,50,45,1026.22
87173,1669258800,10.60,9.10,49.75,46,1026.918
87173,1669324800,7.60,6.70,55,37,1022.84
87173,1669285800,10.40,9.90,40,53,1029.106
87173,1669325400,7.80,6.50,54.4,37,1023.042
87173,1669305600,7.20,6.60,47.8,47.2,1027.332
87173,1669327200,8.10,6.90,53.6,38,1022.778
87173,1669302000,14.20,12.80,43,53.4,1028.596
87173,1669330200,9.40,7.70,52,40,1022.608
87173,1669283400,10.10,9.50,41,53.6,1029.034
87173,1669323600,8.00,6.80,55,36,1022.83
87173,1669249200,6.00,5.30,49,44,1026.086
87173,1669299600,16.30,15.60,41.4,55,1029.074
87173,1669248600,5.80,5.20,49.2,43.6,1025.936
87173,1669297200,17.10,16.00,41,54.8,1029.37
87173,1669258200,10.60,8.00,50,45.5,1026.875
87173,1669314000,7.30,6.50,55.4,36,1024.64
87173,1669301400,15.00,13.90,42.8,53.8,1028.686
87173,1669319400,7.90,6.70,56.6,35,1023.616
87173,1669271400,9.80,8.50,44,50,1028.2
87173,1669335000,9.00,7.80,51,42.4,1022.266
87173,1669350000,13.00,11.20,48,49,1018.71
87173,1669400400,17.00,14.40,54,59,1005.976
87173,1669414800,1.60,1.40,50,51,1009.026
87173,1669358400,15.70,12.80,49,50,1017.156
87173,1669364400,13.20,11.50,52,48,1014.638
87173,1669404000,3.10,2.50,53.333,50,1007.17
87173,1669413600,1.40,1.40,50,50.2,1009.006
87173,1669347600,12.80,10.90,48,48.6,1019.366
87173,1669339800,12.40,11.30,49,45.2,1021.19
87173,1669362600,13.50,11.80,51,48,1015.44
