id,time_stamp,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b,temperature,humidity,pressure
87173,1681256400,6.20,5.20,10.35,9.02,10.35,9.02,75,24,1010.058
87173,1681321200,2.20,2.00,3.07,1.92,3.07,1.92,80,16.75,1008.115
87173,1681300800,3.80,3.60,6.24,6.08,6.24,6.08,64,32.8,1010.702
87173,1681277400,8.20,6.80,13.73,11.95,13.73,11.95,71.6,29,1007.992
87173,1681286400,7.50,6.00,12.49,10.44,12.49,10.44,67.6,33.4,1007.878
87173,1681299600,4.40,3.90,7.14,6.74,7.14,6.74,63,34,1010.37
87173,1681281600,8.20,6.80,13.59,11.91,13.59,11.91,70,31,1007.352
87173,1681330800,4.80,4.30,7.96,6.98,7.96,6.98,83.8,19,1006.42
87173,1681290600,5.30,4.90,9.03,8.37,9.03,8.37,66,31.2,1008.652
87173,1681331400,4.60,4.00,7.56,6.76,7.56,6.76,83.4,19.4,1006.4
87173,1681326000,3.70,3.10,5.77,4.43,5.77,4.43,83,17,1007.194
87173,1681275000,8.30,6.60,13.88,12.56,13.88,12.56,72,28,1008.374
87173,1681258200,6.20,5.30,10.11,8.94,10.11,8.94,74.6,25,1009.978
87173,1681333200,4.20,3.70,6.80,5.65,6.80,5.65,83.2,20.4,1006.406
87173,1681335600,4.30,3.50,7.07,5.75,7.07,5.75,82.2,22.2,1006.468
87173,1681276800,8.20,6.80,13.92,11.48,13.92,11.48,72,29,1008.128
87173,1681339800,5.30,4.50,8.88,7.20,8.88,7.20,82,24,1006.646
87173,1681262400,6.00,5.10,9.88,9.31,9.88,9.31,74,25,1009.26
87173,1681338000,5.10,4.40,8.50,6.66,8.50,6.66,81.8,23,1006.436
87173,1681290000,5.20,4.60,8.42,7.72,8.42,7.72,66.2,31,1008.54
87173,1681269600,7.90,6.40,13.15,11.46,13.15,11.46,73.4,26,1008.622
87173,1681289400,5.20,4.50,8.87,7.86,8.87,7.86,66.6,31,1008.428
87173,1681261200,6.60,5.50,11.13,10.00,11.13,10.00,74,26,1009.602
87173,1681381800,10.70,8.20,18.23,15.47,18.23,15.47,61,48.4,1009.038
87173,1681344000,6.70,5.40,11.35,8.80,11.35,8.80,79.8,26.2,1006.928
87173,1681363200,12.10,9.50,20.03,18.39,20.03,18.39,65.8,42.8,1008.5
87173,1681365000,10.10,8.40,17.11,15.47,17.11,15.47,66,42.75,1008.808
87173,1681372200,9.70,7.60,16.44,13.52,16.44,13.52,64,44.8,1008.534
87173,1681398000,8.70,7.40,15.11,12.61,15.11,12.61,85.4,24.8,1008.992
87173,1681389600,9.80,7.90,16.89,14.39,16.89,14.39,69.4,40.4,1009.46
87173,1681407000,9.10,7.50,15.12,12.02,15.12,12.02,93.6,19.8,1007.382
87173,1681386600,11.30,9.50,18.94,17.91,18.94,17.91,63.8,46.6,1009.308
87173,1681391400,8.90,7.20,15.14,13.52,15.14,13.52,73.8,35.4,1009.418
87173,1681414800,7.10,6.40,11.81,9.29,11.81,9.29,97,16.6,1005.938
87173,1681399200,9.70,8.20,16.18,13.40,16.18,13.40,86,23.8,1008.836
87173,1681389000,10.40,8.40,17.64,15.36,17.64,15.36,68.2,41.6,1009.488
87173,1681349400,7.70,6.20,12.82,11.10,12.82,11.10,75,31.2,1007.906
87173,1681387800,12.00,9.70,20.64,18.03,20.64,18.03,65.6,45.2,1009.174
87173,1681383000,10.10,8.20,16.90,15.87,16.90,15.87,61,48.6,1009.096
87173,1681353000,9.20,7.80,15.37,14.40,15.37,14.40,71.8,35,1008.116
87173,1681379400,10.10,8.00,16.86,14.43,16.86,14.43,62,48,1008.612
87173,1681396200,7.70,6.70,12.95,10.64,12.95,10.64,82.4,26.4,1009.28
87173,1681363800,10.90,8.80,18.73,16.35,18.73,16.35,66,42.4,1008.842
87173,1681401600,9.30,7.80,16.01,13.14,16.01,13.14,88.2,22.2,1008.484
87173,1681419000,6.00,5.30,10.15,8.14,10.15,8.14,96,17,1005.576
87173,1681414200,7.80,6.80,13.20,10.56,13.20,10.56,97,17,1006.064
87173,1681408200,8.90,7.40,15.09,11.79,15.09,11.79,94,19,1007.27
87173,1681429200,7.60,6.30,12.88,10.61,12.88,10.61,89.6,22,1006.714
87173,1681393800,7.60,6.30,12.79,10.95,12.79,10.95,79.2,28.6,1009.508
87173,1681410000,9.00,7.80,15.39,11.91,15.39,11.91,95.8,18,1006.912
