sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
87173,1673457000,5.80,5.80,35.75,42,1024.855
87173,1673460600,7.70,7.10,39.8,38.8,1024.178
87173,1673453400,4.50,4.90,33.6,44.4,1025.792
87173,1673418600,3.10,3.50,31.8,48,1022.6
87173,1673415000,2.70,3.20,31.6,48,1022.764
87173,1673397000,3.40,3.30,39,46.2,1019.662
87173,1673410200,3.00,3.20,32,46.6,1022.194
87173,1673436600,3.60,4.00,30.8,47.8,1024.81
87173,1673475600,5.40,5.40,41,42,1024.178
87173,1673451000,7.80,7.90,32.8,45.8,1026.296
87173,1673467200,10.30,9.80,41.8,38.2,1023.32
87173,1673479800,5.20,5.50,40,42,1024.44
87173,1673424000,3.20,3.40,31,49,1023.846
87173,1673476200,5.20,5.00,41,42,1024.148
87173,1673418000,3.10,3.40,32,48,1022.436
87173,1673414400,2.80,3.20,31.4,48,1022.6
87173,1673400000,4.50,4.90,36.8,45,1020.174
87173,1673439600,4.10,4.30,30,49,1025.168
87173,1673430600,3.90,4.00,31.6,48,1025.168
87173,1673480400,5.10,5.10,40,42,1024.372
87173,1673438400,3.40,4.00,30,48.8,1024.98
87173,1673415600,3.00,2.90,32,48.75,1022.68
87173,1673474400,7.70,7.00,40.2,41,1024.108
87173,1673421600,3.30,3.50,31,48.8,1023.236
87173,1673446800,12.40,13.40,31.6,47,1026.194
87173,1673456400,7.40,7.20,35,42.6,1025.078
87173,1673382000,2.00,2.20,43,39,1016.896
87173,1673388000,1.90,2.20,41.6,42.8,1017.744
87173,1673376600,2.10,2.20,44,40,1016.275
87173,1673387400,2.20,2.40,41.8,42.2,1017.724
87173,1673362200,3.20,3.20,43,49.4,1016.284
87173,1673389200,1.90,2.00,40.8,42.6,1017.994
87173,1673359800,4.50,4.60,43,52,1015.842
87173,1673359200,4.70,4.60,42.6,52,1015.784
87173,1673385000,2.90,3.10,42,41.6,1017.348
87173,1673357400,5.70,5.40,43,53,1015.612
87173,1673373000,2.30,2.10,43.2,40,1014.656
87173,1673353800,6.40,6.70,43,54,1015.076
87173,1673361600,4.10,3.80,43,50.2,1016.186
87173,1673535600,7.00,7.10,42,60,1021.394
87173,1673522400,4.90,4.80,42,49.4,1021.818
87173,1673515200,4.90,4.90,42,47,1022.084
87173,1673546400,9.40,8.70,42,63,1017.426
87173,1673500800,5.30,5.20,39.6,42,1023.25
87173,1673565000,17.40,14.70,44.6,57.8,1012.9
87173,1673529600,8.20,7.10,41.6,54.2,1021.096
87173,1673544000,9.60,9.20,41,63.8,1018.514
87173,1673484000,7.40,6.90,40,41.6,1023.878
87173,1673567400,12.90,11.60,43.8,59,1011.686
87173,1673533200,5.50,5.40,41,59.4,1021.346
87173,1673526000,5.20,5.50,41.4,53,1021.678
87173,1673531400,4.80,4.70,41,56.2,1021.302
87173,1673494200,9.40,8.70,39.6,43.8,1023.936
87173,1673543400,9.10,8.80,41,64,1018.828
87173,1673496000,9.40,9.40,38.4,46,1023.99
87173,1673534400,6.60,6.30,41,60,1021.682
87173,1673485800,7.90,6.90,41,42.8,1023.71
87173,1673523600,5.70,5.10,42,51,1021.798
87173,1673512800,5.10,5.00,41,46,1022.286
87173,1673557800,10.60,9.40,46,56.4,1014.77
87173,1673539800,5.60,5.60,42,60,1020.172
87173,1673500200,5.20,5.00,39.4,42.8,1023.38
87173,1673548800,9.70,9.00,43.8,61.6,1016.712
87173,1673554200,25.30,23.30,46,57.4,1015.048
87173,1673502600,5.50,5.30,40,43,1022.96
87173,1673484600,6.60,6.40,41,43,1023.84
87173,1673512200,5.10,4.90,41,46,1022.198
87173,1673561400,11.00,9.50,44.4,57.8,1013.966
87173,1673513400,5.10,5.10,41,46,1022.346
87173,1673521200,5.30,5.00,42,48.6,1021.578
87173,1673483400,7.00,6.30,40.2,41.6,1024.1
87173,1673554800,17.50,14.90,46,57,1015.204
87173,1673605200,4.10,3.70,46,64.2,998.28
87173,1673592000,15.10,13.60,45,65,1001.552
87173,1673608800,2.00,2.10,46,65,997.886
87173,1673596200,11.00,10.30,45,64.6,1000.09
87173,1673583000,18.20,15.70,44,64,1004.538
87173,1673568000,12.70,11.00,43.8,59,1011.392
87173,1673608200,2.20,2.10,46,65,998.098
87173,1673575200,14.80,13.80,43,62.6,1007.544
87173,1673574000,15.10,13.50,43.2,61.6,1008.37
87173,1673571000,13.50,12.20,44,59,1009.792
87173,1673586600,17.10,15.10,44,64.8,1003.064
87173,1673611800,2.50,2.60,46,65.8,997.53
87173,1673587800,16.10,14.70,44,64.4,1002.56
87173,1673610600,2.50,2.50,45.75,65.75,997.577
87173,1673580000,15.50,14.10,45,62,1005.292
87173,1673581200,15.90,14.10,45,62,1005.042
87173,1673591400,15.40,14.10,44.4,65,1001.768
87173,1673612400,2.60,2.70,46,65.4,997.44
87173,1673594400,13.60,12.10,45,64.2,1000.806
87173,1673610000,2.40,2.30,46,65,997.678
87173,1673577600,15.00,13.40,43.6,63,1006.434
87173,1673592600,14.90,13.20,45,65,1001.258
87173,1673593800,13.60,12.40,45,64,1000.94
87173,1673568600,13.10,11.70,43.6,58.4,1011
87173,1673428800,3.50,3.80,31,49,1024.938
87173,1673454600,20.10,21.40,34.8,43.6,1025.35
87173,1673425800,3.50,3.60,31,49.2,1024.328
87173,1673449800,7.40,7.30,31.8,46,1026.078
87173,1673447400,43.00,50.40,31,46.6,1026.24
87173,1673409000,3.00,3.40,32.6,45.8,1022.136
87173,1673464200,10.10,9.10,40.8,37.8,1023.66
87173,1673463600,16.10,16.00,40.8,39,1023.82
87173,1673450400,5.60,5.60,32,45.25,1026.325
87173,1673465400,6.20,6.00,41,37.6,1023.446
87173,1673416800,2.80,3.30,32,48.25,1022.678
87173,1673442600,45.10,47.50,30.8,49.8,1025.466
87173,1673436000,3.70,4.00,31.167,48,1024.483
87173,1673458800,6.10,6.30,38.5,40.75,1024.435
87173,1673470200,15.30,14.30,39.5,39,1023.298
87173,1673416200,2.90,3.30,32,48.2,1022.754
87173,1673457600,6.30,6.70,36.25,42,1024.817
87173,1673431200,3.50,4.10,32,48,1025.028
87173,1673469000,6.50,6.20,40.2,38.4,1023.114
87173,1673472600,46.30,44.70,41,40.4,1023.542
87173,1673431800,3.90,4.00,32,47.8,1024.89
87173,1673395800,3.20,3.10,39,45,1019.298
87173,1673422200,3.20,3.60,31,49,1023.422
87173,1673473200,49.00,46.70,41,39.4,1023.796
87173,1673395200,3.20,3.10,39.8,45.2,1019.21
87173,1673435400,3.70,3.60,31,48.75,1024.325
87173,1673429400,3.50,3.50,31.8,49.6,1024.996
87173,1673407200,3.00,3.20,33.8,45.2,1021.606
87173,1673475000,6.20,6.00,40.4,41.4,1024.198
87173,1673410800,2.90,3.00,31.8,47,1022.184
87173,1673413200,2.70,3.30,31.6,48,1022.514
87173,1673402400,3.90,4.20,36,45.6,1020.552
87173,1673471400,6.90,6.60,40,40.4,1023.522
87173,1673417400,2.90,3.10,31.4,48,1021.908
87173,1673451600,7.60,8.20,33,44.8,1026.16
87173,1673404800,3.60,3.80,34.8,45.6,1020.958
87173,1673407800,3.00,3.20,33,45.6,1021.91
87173,1673379600,3.80,3.70,44,39,1016.59
87173,1673363400,2.70,2.80,44,47.4,1016.312
87173,1673386800,3.10,3.40,42,43,1017.606
87173,1673368200,1.90,1.80,44.2,40.4,1015.696
87173,1673388600,1.90,2.00,41.6,43,1017.884
87173,1673383800,4.20,4.20,42.4,41,1017.132
87173,1673356200,5.80,5.30,43,53,1015.35
87173,1673364600,1.80,1.80,44.4,45.8,1016.172
87173,1673394000,3.20,3.30,40,46,1018.872
87173,1673370600,1.70,1.70,44.2,39.2,1015.742
87173,1673378400,2.90,3.00,44,40.4,1016.344
87173,1673545800,9.60,9.30,42,64,1017.622
87173,1673535000,7.10,7.00,41.8,60,1021.566
87173,1673538600,4.00,4.00,43,59,1020.522
87173,1673506200,5.90,5.50,40,45.8,1023.152
87173,1673501400,5.20,5.30,40,42,1023.072
87173,1673562000,12.20,10.80,44,58.4,1014.014
87173,1673551800,8.40,7.70,45.2,59,1016.012
87173,1673524800,5.40,5.40,41.8,52,1021.83
87173,1673530200,5.60,5.30,41.8,55,1021.06
87173,1673489400,8.40,8.00,40,43,1024.024
87173,1673532000,5.10,4.80,41,57.4,1021.514
87173,1673557200,10.60,8.90,46,57,1015.104
87173,1673481600,6.30,5.40,40,41.2,1024.302
