sensor_index,time_stamp,pm2.5_alt,pm2.5_atm,pm2.5_cf_1,temperature,humidity,pressure
87173,1695627000,9.8,16.11,16.109,64,62,1017.318
87173,1695610200,13,22.14,22.14,65.4,63,1018.03
87173,1695624600,9.3,15.37,15.365,65,62,1017.228
87173,1695645600,13.3,22.60,22.603,65,62.4,1019.868
87173,1695672600,8.5,13.71,13.709,74.4,48,1022.188
87173,1695814200,5.5,8.94,8.940999999999999,55.6,63,1029.41
87173,1695790800,6.2,10.19,10.193,59,57.4,1029.526
87173,1695792000,6,9.79,9.791,59,58,1029.534
87173,1695724800,14.6,24.49,24.538,57,64,1028.862
87173,1695717600,15.7,26.29,26.375999999999998,59,61.6,1027.852
87173,1695713400,15.9,26.27,26.4065,59,61,1027.673
87173,1695760200,8.2,13.02,13.021,74,38,1027.528
87173,1695710400,16.5,27.61,27.853,60,60.2,1027.546
87173,1695742800,9.7,15.97,15.969000000000001,70.6,43,1029.916
87173,1695712800,16,27.18,27.3075,60,61,1027.687
87173,1695698400,16.9,28.71,29.115000000000002,63,58,1026.758
87173,1695631800,9.9,16.71,16.711,65,62.8,1017.644
87173,1695684600,11.6,18.94,18.936,70,54.4,1024.492
87173,1695680400,16.5,26.59,27.463,74,50.6,1023.762
87173,1695640800,11.4,19.25,19.250999999999998,64.8,62.4,1018.648
87173,1695681000,9.9,16.42,16.417,73.6,51,1023.938
87173,1695627600,8.9,14.71,14.707,64.4,62,1017.326
87173,1695615600,11.2,19.33,19.33,65,62.8,1017.632
87173,1695852000,3.8,6.15,6.152,74,40.8,1025.104
87173,1695811800,4.8,8.19,8.187,55,63.8,1029.194
87173,1695777000,7.9,13.01,13.014,65.2,54,1028.694
87173,1695771000,8.4,14.01,14.01,69.2,50,1028.038
87173,1695699000,16.8,28.27,28.630000000000003,63,58,1026.802
87173,1695753600,8.5,13.53,13.530999999999999,75,35.2,1028.07
87173,1695708600,17,28.64,29.012,60.8,60,1027.386
87173,1695607800,14.3,23.98,24,65.2,63,1018.282
87173,1695637800,10.7,17.56,17.558,65,62,1018.298
87173,1695672000,10.6,17.85,17.852,74,47.8,1022.134
87173,1695636600,9.8,16.02,16.023,65,62.4,1018.082
87173,1695856200,4,6.19,6.193,71,47,1025.392
87173,1695825000,5.5,8.99,8.991,61.6,58,1029.344
87173,1695841800,3.8,5.97,5.968,78.8,34.2,1025.474
87173,1695832800,4.9,7.63,7.628,70,43.8,1027.808
87173,1695826200,5.8,9.47,9.466000000000001,63.2,55,1029.234
87173,1695808800,4.3,6.80,6.805,56,62,1029.038
87173,1695805200,5.8,9.30,9.302,58,61.4,1028.97
87173,1695777600,8,13.20,13.204,65,54,1028.74
87173,1695696600,16.4,27.59,27.777,64,58,1026.79
87173,1695749400,9.8,15.79,15.792,72.8,37.8,1028.928
87173,1695735600,12.2,20.21,20.212,62.8,59.2,1030.408
87173,1695711600,17.1,28.39,28.8795,60,60.667,1027.66
87173,1695740400,9.6,15.81,15.812000000000001,67.4,52,1030.188
87173,1695837000,3.9,5.96,5.961,75,37,1026.576
87173,1695751800,8.9,14.77,14.767,74.8,36.4,1028.44
87173,1695765000,8,13.50,13.497,72,42.2,1027.646
87173,1695727200,13.9,23.38,23.412,57.8,64,1029.5
87173,1695772800,7.8,12.41,12.415,68,51,1028.306
87173,1695647400,14.4,24.75,24.781,66,62.2,1020.146
87173,1695628800,10,16.56,16.557000000000002,64.2,63,1017.43
87173,1695620400,9.8,16.57,16.567,64,64,1017.782
87173,1695666600,16.7,27.55,27.72,71,59.2,1021.816
87173,1695844200,3.8,5.96,5.958,77.8,35,1025.124
87173,1695827400,5.8,9.12,9.118,65,53,1028.974
87173,1695809400,4.8,7.69,7.688000000000001,56,62.2,1029.07
87173,1695733200,16,26.75,26.892,60,62.8,1030.366
87173,1695703800,17,28.48,28.869,61.8,59,1026.704
87173,1695771600,7.9,13.10,13.1,69,50.6,1028.16
87173,1695726600,13.7,23.50,23.523,57.6,64,1029.374
87173,1695862200,4.9,8.02,8.016,67,52,1026
87173,1695667200,18.5,30.39,31.474,71,59,1021.914
87173,1695624000,9.5,15.66,15.657,65,62.6,1017.26
87173,1695669600,16,26.84,26.981,72.8,57.6,1022.124
87173,1695642000,11.5,19.30,19.297,64.6,63.4,1018.954
87173,1695635400,10,16.45,16.447000000000003,65,63,1017.902
87173,1695639600,10.4,17.27,17.269,65,62.4,1018.5
87173,1695839400,3.9,6.10,6.102,76.8,35.4,1025.862
87173,1695724200,14.2,23.82,23.84,57,64,1028.66
87173,1695766200,8.3,13.36,13.359,72,43.2,1027.766
87173,1695768600,8.1,13.24,13.241,71.6,47,1027.918
87173,1695743400,9.5,16.03,16.027,70.8,42,1029.888
87173,1695693000,14.6,25.12,25.147,65,57,1026.144
87173,1695640200,10.3,17.00,16.995,65,62.2,1018.594
87173,1695641400,11.7,19.73,19.729,65,63,1018.812
87173,1695653400,17,28.14,28.526,67.8,61.8,1020.874
87173,1695645000,13,22.13,22.131,65,63,1019.732
87173,1695850800,3.9,6.46,6.459,74.6,39.4,1025.094
87173,1695841200,3.8,5.79,5.787,78.4,34.8,1025.546
87173,1695828000,5.7,9.29,9.293,65.6,51.4,1028.89
87173,1695792600,6.5,10.68,10.68,58.4,58,1029.582
87173,1695711000,16.7,28.12,28.4835,60,60.25,1027.602
