sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
87173,1685823600,1.70,1.50,73.2,45,1016.624
87173,1685832600,0.70,0.80,74,40,1017.924
87173,1685835000,0.80,1.00,73,41,1018.298
87173,1685826600,1.40,1.30,74,44,1017.08
87173,1685813400,2.90,2.60,69,50.8,1017.45
87173,1685833200,0.80,0.80,74,39.8,1018.022
87173,1685809200,3.30,3.00,68,52,1017.206
87173,1685820000,2.30,2.00,72,46.6,1017.238
87173,1685825400,1.80,1.70,74.4,44.4,1016.966
87173,1685797200,4.00,3.30,66,57,1016.018
87173,1685817000,2.60,2.40,70,48.4,1017.284
87173,1685807400,3.90,3.30,66.8,54.8,1017.186
87173,1685815800,2.90,2.30,69.6,49.8,1017.364
87173,1685830800,0.70,0.80,74,41.6,1017.712
87173,1685799600,3.90,3.30,65,59.8,1016.404
87173,1685830200,0.60,0.80,73.6,42,1017.492
87173,1685998200,4.00,3.30,83,25.8,1007.686
87173,1685946600,1.60,1.60,64,44.4,1014.084
87173,1685994000,3.30,2.90,84.4,25,1007.988
87173,1685982600,2.80,2.50,79.8,28,1010.53
87173,1685947200,1.60,1.50,63.6,44.2,1013.754
87173,1685944800,1.60,1.50,64,44.2,1014.318
87173,1685945400,1.70,1.50,64,44.6,1014.278
87173,1685956800,2.30,2.00,59.4,51.4,1013.824
87173,1685967000,2.20,1.90,63.6,50.2,1013.594
87173,1685959200,2.00,1.70,60,52.4,1013.934
87173,1685949600,1.90,1.60,62,47.4,1013.722
87173,1685965200,2.20,2.00,62,53,1013.826
87173,1685985000,3.10,2.90,81.6,26.2,1009.902
87173,1685988000,3.20,3.10,83,25.8,1008.986
87173,1685996400,3.70,3.20,83.8,25,1007.952
87173,1685936400,1.80,1.70,65,42.2,1015.234
87173,1685962800,2.10,1.90,60.4,53.2,1014.034
87173,1685983200,2.70,2.40,80.2,28,1010.312
87173,1685975400,2.30,1.90,70.8,41.4,1012.428
87173,1685935800,1.90,1.80,65,42,1015.314
87173,1685990400,2.90,2.60,83.2,25.8,1008.532
87173,1685938800,1.50,1.70,64,42.2,1014.846
87173,1686005400,10.00,7.80,79.8,29,1007.726
87173,1685941200,1.60,1.60,64,44,1014.598
87173,1686004200,10.70,8.90,80.6,28,1007.548
87173,1685943600,1.70,1.50,64,44.4,1014.57
87173,1685960400,2.20,1.80,60,53,1013.99
87173,1685974800,2.30,2.00,69.6,42.8,1012.632
87173,1685968200,2.00,2.00,65.4,48.4,1013.5
87173,1686001200,9.20,7.70,83,25.6,1007.772
87173,1685938200,1.70,1.80,64.2,42,1014.438
87173,1685842200,2.00,1.80,69.4,43.6,1019.472
87173,1685871000,2.40,2.20,58,53,1017.748
87173,1685889000,5.10,4.30,67.8,34.8,1016.186
87173,1685890800,3.90,3.40,67.4,34.6,1016.458
87173,1685913000,1.80,1.50,70.75,32,1015.477
87173,1685894400,1.60,1.50,70.6,30.2,1016.426
87173,1685907000,1.50,1.40,73.2,28.8,1015.164
87173,1685920200,1.90,1.60,68.25,35.75,1015.527
87173,1685852400,2.00,2.10,64,49,1019.4
87173,1685918400,1.90,1.50,69.75,34.5,1015.572
87173,1685882400,8.30,6.70,64,46.2,1017.266
87173,1685892000,2.80,2.50,69.2,32.4,1016.302
87173,1685862600,2.80,2.30,60,51,1018.31
87173,1685866800,2.50,2.20,58,53.4,1018.05
87173,1685890200,4.60,3.40,67.8,35.2,1016.432
87173,1685851800,2.20,2.00,64,48.8,1019.376
87173,1685920800,1.90,1.50,68,36,1015.798
87173,1685870400,2.50,2.00,58,53,1017.806
87173,1685921400,1.90,1.60,68,36,1016.14
87173,1686012600,15.00,12.30,76,33,1008.402
87173,1686034800,46.30,38.70,66,40.8,1006.51
87173,1686021000,42.70,35.60,71,34,1008.402
87173,1686013200,26.20,21.70,75.6,32.6,1008.52
87173,1686052200,60.00,51.90,65.8,43.8,1005.228
87173,1686009600,10.80,8.60,77.2,32,1007.884
87173,1685821800,2.00,1.80,73,46,1017.132
87173,1685833800,0.90,1.00,73.6,40,1018.148
87173,1685836200,1.00,1.10,72,41,1018.546
87173,1685808000,3.60,3.40,67,54,1017.29
87173,1685811600,3.00,2.40,68.6,51.4,1017.306
87173,1685814600,3.00,2.70,69,50.4,1017.358
87173,1685835600,1.00,1.10,72.8,41,1018.47
87173,1685819400,2.10,2.00,71.6,46.6,1017.312
87173,1685818200,2.80,2.30,71,47,1017.342
87173,1685808600,3.50,3.00,68,52.8,1017.17
87173,1685940000,1.50,1.50,64,44.2,1014.8
87173,1685950800,1.70,1.80,62,47,1013.758
87173,1686007200,10.10,8.40,79,30,1007.822
87173,1685978400,1.60,1.50,74.2,35.2,1011.522
87173,1685954400,2.00,1.90,60,50.4,1013.782
87173,1685955000,2.10,1.80,60,51.6,1013.83
87173,1685963400,2.10,2.00,60.4,53.4,1013.918
87173,1686006600,10.00,8.40,79,30,1007.786
87173,1685977800,1.80,1.70,74.4,35.8,1011.708
87173,1685932200,1.90,1.60,67,38.75,1015.803
87173,1685949000,1.80,1.50,63,46,1013.738
87173,1685992800,3.00,2.70,84,25.2,1007.916
