id,time_stamp,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b,temperature,humidity,pressure
164351,1681948200,3.00,3.60,5.63,6.27,5.63,6.27,48.4,47,1023.004
164351,1681942200,2.80,2.80,4.59,4.48,4.59,4.48,50,48,1021.998
164351,1681923000,1.20,1.30,1.26,1.48,1.26,1.48,53.2,43.6,1019.608
164351,1681920000,1.20,1.40,1.19,1.48,1.19,1.48,50.8,51,1019.46
164351,1681936200,1.80,1.80,2.61,2.52,2.61,2.52,52,45.4,1020.688
164351,1681929600,1.70,1.70,2.35,2.25,2.35,2.25,51.2,43.6,1019.704
164351,1681919400,0.70,0.80,0.18,0.60,0.18,0.60,50,52.4,1019.662
164351,1682037600,5.40,6.00,8.66,10.17,8.66,10.17,65,34.4,1021.23
164351,1682113200,4.50,5.20,6.59,7.77,6.59,7.77,88.8,18,1012.962
164351,1682046000,2.80,2.90,3.93,4.02,3.93,4.02,60,39,1022.242
164351,1682096400,5.70,6.10,8.53,9.01,8.53,9.01,81.4,25,1016.122
164351,1682086200,2.80,2.90,3.76,3.90,3.76,3.90,65.8,35.4,1019.778
164351,1682081400,1.80,1.80,2.14,2.08,2.14,2.08,60.8,39.8,1020.578
164351,1682088600,2.60,3.10,3.95,4.22,3.95,4.22,68.8,32.2,1019.164
164351,1682101800,5.50,5.90,8.50,8.68,8.50,8.68,85.8,22.8,1014.768
164351,1682043000,5.50,5.90,9.26,8.81,9.26,8.81,61,40,1022.032
164351,1682115600,4.50,4.90,6.76,7.21,6.76,7.21,85.4,20,1013.422
164351,1682084400,2.60,2.70,3.57,3.83,3.57,3.83,62.6,36,1020.296
164351,1682037000,4.20,4.90,6.83,7.60,6.83,7.60,65,32.8,1021.1
164351,1682038200,4.70,5.10,7.69,8.57,7.69,8.57,64,34.2,1021.376
164351,1682112000,4.90,5.10,7.19,7.74,7.19,7.74,90.4,17.2,1013.062
164351,1682111400,4.80,5.20,7.05,7.64,7.05,7.64,91,17.4,1013.022
164351,1682110800,5.00,5.40,7.41,7.97,7.41,7.97,90.4,18,1013.086
164351,1682103600,5.50,6.70,8.75,9.74,8.75,9.74,86.8,21.6,1014.288
164351,1682052000,1.70,1.90,2.30,2.11,2.30,2.11,56.2,40.2,1022.338
164351,1682101200,5.80,5.70,8.39,8.43,8.39,8.43,85.6,22.8,1014.99
164351,1682046600,2.70,2.70,3.77,3.88,3.77,3.88,60,38.6,1022.13
164351,1682044800,3.30,3.60,5.03,5.31,5.03,5.31,61,39.4,1022.254
164351,1682064600,1.10,1.30,1.06,1.16,1.06,1.16,55,41,1021.858
164351,1682104200,5.50,6.10,8.31,9.20,8.31,9.20,87,21.4,1014.14
164351,1682094600,5.00,5.90,8.13,8.66,8.13,8.66,80,25,1016.75
164351,1682121000,4.80,5.20,7.17,7.67,7.17,7.67,76,30.8,1014.178
164351,1682095800,5.10,5.60,7.67,8.53,7.67,8.53,81,24.8,1016.244
164351,1682056200,1.40,1.60,1.55,1.59,1.55,1.59,56,40,1022.354
164351,1682100000,5.50,6.10,8.84,9.25,8.84,9.25,84.6,23.2,1015.166
164351,1682025000,2.90,3.10,4.03,4.17,4.03,4.17,82.4,13.2,1020.768
164351,1682034000,3.50,3.90,5.04,5.39,5.04,5.39,69.8,24,1020.504
164351,1681977600,2.50,2.60,4.01,4.04,4.01,4.04,47,48,1025.928
164351,1682003400,2.60,3.00,3.62,4.46,3.62,4.46,58.6,33.6,1026.072
164351,1681957200,2.50,2.60,3.59,4.14,3.59,4.14,46,54,1024.582
164351,1682027400,3.00,3.40,4.08,4.69,4.08,4.69,82.8,13,1020.67
164351,1682002200,2.20,2.70,2.99,3.83,2.99,3.83,58,35.6,1026.358
164351,1681949400,2.80,3.00,4.95,5.10,4.95,5.10,48,46.6,1023.538
164351,1682010600,2.80,2.80,4.10,4.03,4.10,4.03,67.6,25.4,1023.244
164351,1682013000,2.60,2.80,3.41,3.64,3.41,3.64,71.4,23,1022.83
164351,1682020800,2.80,3.00,3.77,3.92,3.77,3.92,80.4,16,1021.564
164351,1681998000,1.90,2.60,2.67,3.70,2.67,3.70,54.2,38,1027.08
164351,1681978200,2.30,2.80,3.35,4.24,3.35,4.24,47,48,1026.098
164351,1682007000,3.10,3.40,5.03,5.15,5.03,5.15,62.8,29.2,1024.518
164351,1681975200,1.40,1.80,1.65,2.42,1.65,2.42,48,47.8,1025.63
164351,1681990200,2.30,2.60,3.36,3.98,3.36,3.98,49,49,1026.752
164351,1681962000,3.20,3.40,6.01,6.46,6.01,6.46,47,54,1025.056
164351,1682034600,4.90,5.30,7.50,8.21,7.50,8.21,68.6,26.2,1020.544
164351,1681972200,2.30,2.80,3.69,4.58,3.69,4.58,48,47.6,1025.348
164351,1682022000,2.70,3.20,3.74,4.23,3.74,4.23,81.8,15.6,1021.274
164351,1682155200,3.70,4.10,5.40,6.17,5.40,6.17,59,58.6,1016.918
164351,1682138400,2.70,2.90,3.75,4.29,3.75,4.29,63,38.8,1017.268
164351,1682137200,2.50,2.80,3.36,3.78,3.36,3.78,63.6,37,1017.2
164351,1682143200,3.30,3.80,4.99,5.58,4.99,5.58,62,47.8,1017.072
164351,1682151600,3.70,4.10,5.45,6.16,5.45,6.16,59.8,57,1016.792
164351,1682136000,2.20,2.60,2.88,3.50,2.88,3.50,64,35.8,1017.088
164351,1682140200,3.20,3.20,4.44,4.54,4.44,4.54,63,42.6,1017.34
164351,1682163000,3.80,4.30,5.74,6.09,5.74,6.09,60,56.2,1016.818
164351,1682145000,3.70,4.10,5.50,6.14,5.50,6.14,61,50.6,1016.832
164351,1682164800,3.70,4.00,5.42,5.96,5.42,5.96,61,55,1016.724
164351,1682129400,3.20,3.60,4.60,5.15,4.60,5.15,67.2,36,1016.154
164351,1682166000,3.80,4.10,5.61,5.77,5.61,5.77,62,53.8,1016.784
164351,1682139600,2.80,3.20,4.04,4.47,4.04,4.47,62.8,41.2,1017.35
164351,1682127600,3.40,3.80,4.82,5.24,4.82,5.24,68.8,35.4,1015.864
164351,1682160600,3.70,4.30,5.64,6.34,5.64,6.34,59.2,57,1016.988
164351,1682135400,2.40,2.90,3.20,3.70,3.20,3.70,64,35,1017.15
164351,1681918800,1.30,1.50,1.52,1.84,1.52,1.84,49.8,53.4,1019.694
164351,1681926000,1.50,1.80,1.98,2.15,1.98,2.15,55.2,39.4,1019.572
164351,1681931400,0.80,0.90,0.49,0.66,0.49,0.66,51.2,43.8,1020.062
164351,1681943400,3.00,3.50,5.25,5.67,5.25,5.67,50,47,1022.2
164351,1681927800,1.10,1.30,1.32,1.35,1.32,1.35,54,40.4,1019.748
164351,1681944000,3.40,3.60,5.61,6.21,5.61,6.21,50,47,1022.334
164351,1681925400,1.70,1.80,2.31,2.21,2.31,2.21,54.6,40.4,1019.506
164351,1681921200,1.50,1.70,1.65,1.97,1.65,1.97,51.6,47,1019.494
164351,1681917600,2.10,2.40,3.10,3.16,3.10,3.16,50.4,54.8,1019.462
164351,1681920600,1.50,1.60,1.87,2.12,1.87,2.12,51,48.8,1019.522
164351,1681938600,2.60,3.00,4.30,4.81,4.30,4.81,50.6,47.4,1021.308
164351,1681933200,1.30,1.70,1.36,1.92,1.36,1.92,51.4,43.6,1020.182
164351,1681935000,2.30,2.60,3.61,4.01,3.61,4.01,51.6,45,1020.508
164351,1682103000,5.60,6.30,8.84,9.58,8.84,9.58,87,22,1014.454
164351,1682039400,5.80,6.70,9.98,10.54,9.98,10.54,63,36,1021.584
164351,1682080800,1.80,2.00,2.16,2.57,2.16,2.57,59.8,40.4,1020.646
164351,1682102400,5.80,6.40,9.23,9.63,9.23,9.63,86.4,22,1014.57
164351,1682035200,4.30,4.60,6.83,7.27,6.83,7.27,67.4,29.4,1020.81
164351,1682054400,1.50,1.60,1.55,1.56,1.55,1.56,56,40,1022.094
164351,1682089200,2.80,3.00,3.84,3.85,3.84,3.85,70.2,31.8,1018.97
164351,1682115000,4.50,4.60,6.59,6.98,6.59,6.98,86.6,19,1013.192
164351,1682053200,1.60,1.80,2.00,2.10,2.00,2.10,56,40.2,1022.05
164351,1682097000,5.50,6.00,8.37,9.26,8.37,9.26,81.8,25,1015.95
164351,1682051400,1.90,2.00,2.20,2.61,2.20,2.61,56.6,40.2,1022.35
164351,1682095200,5.10,5.80,8.13,8.68,8.13,8.68,80.2,24.8,1016.44
164351,1682067000,1.10,1.10,0.98,0.96,0.98,0.96,55,41,1021.66
164351,1682119800,5.00,5.70,7.60,8.27,7.60,8.27,77.2,29.2,1013.968
164351,1682083800,2.40,2.80,3.14,3.59,3.14,3.59,62,36.6,1020.218
164351,1682077200,2.10,2.30,2.67,3.13,2.67,3.13,56,42.2,1021.354
164351,1682053800,1.50,1.80,1.84,2.27,1.84,2.27,56,40.2,1022.09
164351,1682107800,5.00,5.80,7.74,8.61,7.74,8.61,91.2,18,1013.392
164351,1682070600,1.20,1.20,1.06,1.18,1.06,1.18,54,42,1021.836
164351,1682092800,4.60,4.60,6.79,6.72,6.79,6.72,76.4,26.4,1017.516
164351,1681960200,2.00,2.10,2.61,3.01,2.61,3.01,46,55.2,1024.83
164351,1682020200,2.70,3.00,3.50,3.65,3.50,3.65,79.8,17,1021.65
164351,1682019600,2.80,2.90,3.55,3.67,3.55,3.67,77.6,17.8,1021.734
164351,1682002800,2.20,2.70,3.25,3.59,3.25,3.59,58,34,1026.27
164351,1682026800,3.10,3.40,4.39,4.44,4.39,4.44,83,13.8,1020.59
164351,1681994400,1.90,2.00,2.13,2.72,2.13,2.72,52,41.2,1027.148
164351,1681983000,2.20,2.20,3.14,3.01,3.14,3.01,47.8,48.4,1025.944
164351,1682007600,3.20,3.40,4.86,5.10,4.86,5.10,64.4,28.8,1024.352
164351,1681999200,2.10,2.80,2.88,4.00,2.88,4.00,54.4,37.2,1026.824
164351,1681960800,2.00,2.40,2.82,3.39,2.82,3.39,46.4,55,1024.806
164351,1682001600,2.90,3.30,4.45,4.76,4.45,4.76,56.8,37,1026.536
164351,1681980000,2.10,2.50,2.86,3.66,2.86,3.66,47.8,47.8,1026.116
164351,1681953000,2.20,2.50,2.83,3.62,2.83,3.62,47.6,48.2,1024.216
164351,1681957800,2.30,2.70,3.22,3.94,3.22,3.94,46,54,1024.624
164351,1681965000,2.20,2.50,3.38,3.60,3.38,3.60,47.8,53,1024.712
164351,1681971600,2.00,2.10,3.13,3.08,3.13,3.08,48,48.6,1025.356
164351,1682009400,2.50,2.70,3.24,3.51,3.24,3.51,67.6,26.2,1023.672
164351,1681989600,2.40,2.50,3.54,3.76,3.54,3.76,48.8,48.4,1026.848
164351,1681987800,2.20,2.50,3.13,3.88,3.13,3.88,48,49.4,1026.796
164351,1682130000,3.00,3.40,4.43,4.89,4.43,4.89,66.2,37,1016.202
164351,1682125200,3.90,4.20,6.03,5.98,6.03,5.98,72,33.4,1015.264
164351,1682172600,4.10,4.80,5.92,7.11,5.92,7.11,66.2,48,1016
164351,1682139000,2.70,3.00,3.87,4.10,3.87,4.10,63,40,1017.418
164351,1682161200,3.80,4.50,5.69,6.39,5.69,6.39,59,57,1016.928
164351,1682149800,4.00,4.50,5.91,6.80,5.91,6.80,60.2,56,1016.632
164351,1682158200,3.90,4.10,5.86,6.16,5.86,6.16,58.6,59,1016.996
164351,1682174400,3.50,4.00,5.12,5.80,5.12,5.80,68.2,45,1015.718
164351,1682125800,3.70,4.50,5.64,6.53,5.64,6.53,71.6,34,1015.334
164351,1682169600,4.20,4.80,6.26,7.30,6.26,7.30,64.6,50.4,1016.328
164351,1682148600,4.10,4.80,6.10,7.03,6.10,7.03,60.6,54.8,1016.63
164351,1682172000,4.40,4.70,6.93,7.09,6.93,7.09,65.6,48.4,1016.02
164351,1682137800,2.60,2.90,3.41,3.91,3.41,3.91,63,37.4,1017.246
164351,1682148000,4.00,4.60,6.28,7.21,6.28,7.21,61,54,1016.652
164351,1682159400,3.80,4.00,5.33,5.78,5.33,5.78,59,58,1017.032
164351,1682142600,3.30,3.60,4.99,5.24,4.99,5.24,61.8,47.4,1017.068
164351,1681945200,3.90,4.10,7.33,7.00,7.33,7.00,49,46.8,1022.596
164351,1681932600,1.30,1.20,1.33,1.05,1.33,1.05,52,43,1020.178
164351,1681939800,2.40,2.80,3.85,4.50,3.85,4.50,50,48,1021.728
164351,1681939200,2.30,2.70,3.27,3.83,3.27,3.83,50,47.8,1021.47
164351,1681930800,1.00,1.30,0.95,1.46,0.95,1.46,52,43.6,1019.898
164351,1681923600,1.10,1.20,1.05,1.16,1.05,1.16,54.2,44.2,1019.536
164351,1681940400,2.70,3.10,4.46,5.09,4.46,5.09,50,47.8,1021.834
164351,1681941000,3.10,3.60,5.31,6.28,5.31,6.28,50,48.2,1022.012
164351,1682104800,5.70,6.30,8.48,9.27,8.48,9.27,88,20.8,1013.958
164351,1682055000,1.50,1.60,1.48,1.97,1.48,1.97,56,40,1022.144
164351,1682085000,2.70,3.00,4.11,4.14,4.11,4.14,63.2,36.4,1020.108
164351,1682062200,1.20,1.30,1.15,1.31,1.15,1.31,55,41,1022.256
164351,1682041200,5.20,5.60,8.36,8.86,8.36,8.86,61.8,38.2,1021.812
164351,1682071800,1.20,1.30,1.02,1.35,1.02,1.35,54,43,1021.914
164351,1682060400,1.20,1.30,1.08,1.44,1.08,1.44,55,40.6,1022.372
164351,1682113800,4.60,4.90,6.65,7.07,6.65,7.07,88.8,17.8,1013.008
164351,1682049600,2.10,2.40,2.90,2.98,2.90,2.98,58,39,1022.29
164351,1682050200,2.00,2.20,2.34,2.99,2.34,2.99,57.8,39.2,1022.312
164351,1682047200,2.60,2.80,3.69,3.82,3.69,3.82,59.8,38.2,1022.098
164351,1682110200,5.00,5.60,7.69,8.39,7.69,8.39,90.2,17.8,1013.152
164351,1682092200,3.50,3.70,5.21,5.34,5.21,5.34,75.8,27,1017.702
164351,1682056800,1.40,1.40,1.59,1.52,1.59,1.52,56,40,1022.33
164351,1682082000,1.60,1.90,1.94,2.21,1.94,2.21,61,38.4,1020.468
164351,1682097600,5.70,5.90,8.60,8.67,8.60,8.67,82.6,24.4,1015.706
164351,1682041800,6.00,6.60,10.35,11.07,10.35,11.07,61.6,38.6,1021.892
164351,1682068800,1.00,1.30,0.93,1.36,0.93,1.36,54.8,41,1021.806
164351,1682066400,1.00,1.20,0.91,1.02,0.91,1.02,55,41,1021.742
164351,1682047800,2.40,3.20,3.26,4.18,3.26,4.18,59.4,39,1022.356
164351,1682070000,1.10,1.30,1.11,1.17,1.11,1.17,54,41.6,1021.956
164351,1682093400,5.60,5.90,8.65,9.13,8.65,9.13,77.8,26,1017.292
164351,1682057400,1.30,1.40,1.34,1.59,1.34,1.59,56,40,1022.082
164351,1682048400,2.30,2.50,3.17,3.40,3.17,3.40,59,39,1022.296
164351,1682112600,4.30,4.80,6.36,7.00,6.36,7.00,89.8,17.4,1012.994
164351,1682062800,1.20,1.40,1.15,1.43,1.16,1.43,55,41,1022.216
164351,1682074800,1.50,1.70,1.85,2.01,1.86,2.01,55,42.6,1021.368
164351,1682040600,5.30,5.70,8.61,9.17,8.61,9.17,62.8,37,1021.794
164351,1682055600,1.50,1.60,1.64,1.80,1.64,1.80,56,40.4,1022.246
164351,1682038800,5.70,5.90,9.55,9.79,9.55,9.79,64,35,1021.5
164351,1681993800,2.00,2.10,2.44,2.60,2.44,2.60,51.4,42.8,1027.074
164351,1682001000,2.60,2.80,3.72,4.00,3.72,4.00,56,37,1026.665
164351,1682023200,3.00,3.40,4.38,4.78,4.38,4.78,82.2,14.6,1021.056
164351,1682000400,2.10,2.30,2.55,2.95,2.55,2.95,55,37.2,1026.792
164351,1682028600,2.90,3.40,4.11,4.86,4.11,4.86,80.8,13,1020.724
164351,1681977000,2.40,2.70,4.25,4.80,4.25,4.80,47,48,1025.882
164351,1682016600,2.70,3.00,3.30,4.20,3.30,4.20,75,20.4,1022.408
164351,1681970400,2.00,2.30,2.69,3.37,2.69,3.37,47.6,50,1025.284
164351,1681983600,2.10,2.50,3.54,3.86,3.54,3.86,48,49,1025.954
164351,1682011800,2.50,2.90,3.36,3.80,3.36,3.80,70.2,25.2,1022.994
164351,1681990800,2.20,2.40,2.67,3.30,2.67,3.30,49.8,49,1026.792
164351,1682023800,3.40,3.90,4.72,5.45,4.72,5.45,82.8,14,1020.902
164351,1682013600,2.90,3.20,3.88,4.16,3.88,4.16,71.4,22.2,1022.782
164351,1682004000,3.20,3.70,4.89,6.14,4.89,6.14,59,33,1025.894
164351,1681993200,2.00,2.20,2.71,2.84,2.71,2.84,51.6,44,1027.082
164351,1681969200,2.00,2.20,2.87,3.16,2.87,3.16,47,50,1024.928
164351,1681978800,2.30,2.30,3.46,3.30,3.46,3.30,47,48,1026.048
164351,1681948800,2.60,2.80,3.93,4.48,3.93,4.48,48,46.8,1023.232
164351,1682017200,2.50,2.70,2.86,3.31,2.86,3.31,75,20.2,1022.244
164351,1682025600,2.90,3.20,3.87,4.18,3.87,4.18,82,13.4,1020.692
164351,1681967400,2.00,2.50,2.50,3.12,2.50,3.12,47.6,51.6,1025.006
164351,1681988400,2.20,2.50,2.97,3.68,2.97,3.68,48,49,1026.894
164351,1681956000,3.30,3.50,6.35,6.27,6.35,6.27,46,53,1024.414
164351,1681964400,2.20,2.70,3.36,4.34,3.36,4.34,47.2,54,1024.72
164351,1681966800,2.00,2.10,2.56,3.16,2.56,3.16,47.6,53,1024.918
164351,1681991400,2.30,2.30,3.37,3.12,3.37,3.12,50,48.6,1026.866
164351,1681981800,2.10,2.60,2.92,4.09,2.92,4.09,48,48,1026.184
164351,1681985400,2.30,2.70,3.42,4.10,3.42,4.10,48,49.8,1026.252
164351,1682014800,2.80,3.10,3.49,3.87,3.49,3.87,73.4,22.2,1022.566
164351,1681984200,2.30,2.50,3.30,3.96,3.30,3.96,48,49,1026.044
164351,1681999800,2.10,2.40,2.96,3.51,2.96,3.51,54.6,37.2,1026.826
164351,1682122800,4.20,5.10,6.26,7.63,6.26,7.63,74.2,32.6,1014.602
164351,1682164200,3.60,4.10,5.09,5.84,5.09,5.84,60.8,55.6,1016.77
164351,1682134800,2.50,3.00,3.43,4.06,3.43,4.06,64,35.6,1017.036
164351,1682153400,3.80,4.40,5.92,6.34,5.92,6.34,59.6,58,1016.742
164351,1682168400,3.50,3.90,5.01,5.57,5.01,5.57,63,52,1016.534
164351,1682150400,4.30,4.10,6.05,6.23,6.05,6.23,60,56.8,1016.654
164351,1682169000,4.10,4.50,6.33,6.70,6.33,6.70,63.8,51.2,1016.382
164351,1682173800,3.80,4.40,5.60,6.31,5.60,6.31,67.6,45.6,1015.786
164351,1682146800,4.20,4.80,6.43,6.78,6.43,6.78,61,53.4,1016.724
164351,1682131800,2.80,3.10,3.87,4.33,3.87,4.33,65,36.2,1016.464
164351,1682161800,3.60,4.20,5.46,6.23,5.46,6.23,59.4,57,1016.958
164351,1682124600,4.00,4.50,5.68,6.62,5.68,6.62,72.6,33,1015.118
164351,1682167200,3.50,3.90,5.30,5.83,5.30,5.83,62.6,52.6,1016.658
164351,1682123400,4.30,4.90,6.39,7.11,6.39,7.11,74,32.4,1014.828
164351,1682149200,3.90,4.60,5.88,6.92,5.88,6.92,60.2,55.6,1016.594
164351,1682132400,2.70,3.00,3.83,4.26,3.83,4.26,64.8,36.2,1016.586
164351,1682140800,3.30,3.30,4.85,4.63,4.85,4.63,63,43.4,1017.3
164351,1681930200,1.40,1.60,1.57,1.76,1.57,1.76,52,43.6,1019.898
164351,1681944600,3.00,3.40,5.11,5.50,5.11,5.50,49.8,47,1022.396
164351,1681947000,2.70,3.30,4.41,5.69,4.41,5.69,48.2,46.4,1022.864
164351,1681929000,0.60,0.80,0.22,0.37,0.22,0.37,51.4,42.2,1019.712
164351,1681926600,0.80,0.80,0.63,0.55,0.63,0.55,54.2,39.4,1019.682
164351,1681935600,2.20,2.40,3.29,3.31,3.29,3.31,52.2,45,1020.648
164351,1682098200,5.20,6.00,7.98,8.75,7.98,8.75,83,24.4,1015.506
164351,1682075400,1.40,1.50,1.74,1.60,1.74,1.60,54.8,42.2,1021.11
164351,1682119200,4.90,5.40,7.36,7.76,7.36,7.76,78.2,28,1013.792
164351,1682117400,4.60,5.10,7.17,7.32,7.17,7.32,81.4,24.4,1013.634
164351,1682087400,2.70,2.70,3.73,3.85,3.73,3.85,67.2,33.8,1019.6
164351,1682106600,5.50,5.70,8.28,8.58,8.28,8.58,90.2,18.8,1013.548
164351,1682040000,5.80,6.00,9.41,9.55,9.41,9.55,63,36.4,1021.644
164351,1682073000,1.10,1.20,1.02,1.26,1.02,1.26,54,43,1021.678
164351,1682079000,2.10,2.40,2.89,3.26,2.89,3.26,58,41,1021.212
164351,1682076600,2.20,2.50,3.11,3.38,3.11,3.38,55.8,42,1021.264
164351,1682061000,1.30,1.20,1.20,1.18,1.20,1.18,55,40.8,1022.376
164351,1682086800,2.60,2.90,3.49,4.01,3.49,4.01,66.4,34.2,1019.648
164351,1682085600,2.90,3.20,4.19,4.46,4.19,4.46,64.6,35.8,1019.874
164351,1682099400,5.20,5.90,8.20,8.73,8.20,8.73,84.6,23,1015.132
164351,1682090400,3.00,3.00,3.88,3.96,3.88,3.96,72.2,29.4,1018.626
164351,1682105400,5.40,6.00,8.20,9.29,8.20,9.29,90,19.6,1013.708
164351,1682114400,4.40,4.80,6.69,6.92,6.69,6.92,88,18.2,1013.094
164351,1682043600,5.40,6.20,9.07,10.08,9.07,10.08,61,40.4,1022.34
164351,1682088000,2.80,3.10,4.13,4.41,4.13,4.41,67.6,33.2,1019.358
164351,1682065200,1.20,1.30,1.17,1.25,1.17,1.25,55,40.4,1021.92
164351,1682052600,1.50,1.70,2.09,1.96,2.09,1.96,56,40,1022.252
164351,1682044200,5.20,5.80,8.76,9.13,8.76,9.13,61,40.8,1022.272
164351,1682107200,5.50,6.60,8.45,9.70,8.45,9.70,89.4,19,1013.448
164351,1682069400,1.20,1.20,1.19,1.31,1.19,1.31,54,41.2,1021.786
164351,1682067600,1.00,1.20,0.88,0.93,0.88,0.93,54.6,40.8,1021.746
164351,1681951200,2.20,2.20,2.77,3.54,2.77,3.54,48,47.4,1023.976
164351,1681975800,1.80,1.90,2.08,2.30,2.08,2.30,47.8,47.2,1025.668
164351,1681961400,2.20,2.60,3.32,3.86,3.32,3.86,46.2,54.2,1024.936
164351,1681974000,3.10,3.50,5.57,6.12,5.57,6.12,47.8,47,1025.466
164351,1681968000,1.90,2.20,2.68,3.07,2.68,3.07,47.4,51,1024.996
164351,1681954200,2.40,2.60,3.71,4.03,3.71,4.03,47,50.2,1024.374
164351,1681969800,1.90,2.20,2.55,3.18,2.55,3.18,47.2,49.8,1025.092
164351,1681959000,1.90,2.10,2.79,2.94,2.79,2.94,45.4,55,1024.77
164351,1681995000,2.00,2.10,2.83,2.83,2.83,2.83,52.2,41.6,1027.152
164351,1681971000,1.90,2.30,2.48,2.81,2.48,2.81,48,50,1025.292
164351,1681980600,2.40,2.40,3.41,4.03,3.41,4.03,48,48,1026.344
164351,1681979400,2.10,2.30,2.90,3.60,2.90,3.60,48,48,1026.128
164351,1682021400,3.00,3.30,3.84,4.33,3.84,4.33,79.8,15.6,1021.418
164351,1681984800,2.40,2.60,3.70,4.05,3.70,4.05,48,49.4,1026.068
164351,1681982400,2.00,2.50,3.24,4.01,3.24,4.01,48,48,1026.1
164351,1682016000,2.60,2.50,3.52,3.17,3.52,3.17,74.4,20.6,1022.476
164351,1681968600,1.90,2.00,2.56,2.71,2.56,2.71,47,50.4,1024.974
164351,1681995600,2.40,2.50,3.63,3.34,3.63,3.34,52.6,40.8,1027.174
164351,1681966200,2.10,2.10,2.66,3.20,2.66,3.20,48,53,1024.968
164351,1682005200,2.50,2.70,3.30,3.43,3.30,3.43,60.2,31.8,1025.478
164351,1681950000,2.20,2.40,3.03,3.22,3.03,3.22,48,47,1023.726
164351,1681992000,2.20,2.20,2.98,2.86,2.98,2.86,50.6,47,1026.93
164351,1681954800,2.60,2.90,4.35,4.93,4.35,4.93,47,51.2,1024.41
164351,1682026200,2.90,3.30,3.90,4.18,3.90,4.18,82.6,13.2,1020.598
164351,1682131200,2.90,3.50,3.85,4.89,3.85,4.89,65.2,37,1016.342
164351,1682154600,3.80,4.00,5.32,5.96,5.32,5.96,59.4,58,1016.888
164351,1682126400,3.90,4.40,5.84,6.26,5.84,6.26,70.6,34.8,1015.504
164351,1682124000,4.10,4.50,6.34,6.82,6.34,6.82,73.2,33,1015.01
164351,1682127000,3.50,4.10,4.91,5.57,4.91,5.57,69.6,35,1015.692
164351,1682142000,3.20,3.80,4.62,5.45,4.62,5.45,62,45.8,1017.156
