sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
164351,1689449400,7.80,8.00,95.8,43,1013.576
164351,1689432600,6.40,7.10,86.4,56,1016.118
164351,1689437400,5.50,6.30,91.4,48,1015.618
164351,1689436200,5.90,6.60,89.8,50.2,1015.67
164351,1689427800,7.60,8.40,82.6,61.4,1016.042
164351,1689430200,6.80,7.60,84.8,58.8,1016.104
164351,1689445200,7.60,8.00,95,44.8,1014.448
164351,1689434400,6.20,7.20,88.2,53,1015.904
164351,1689453600,7.40,8.30,101,36.6,1012.752
164351,1689454800,7.30,7.60,101.2,35.6,1012.502
164351,1689448200,7.40,8.20,96.2,41.2,1013.694
164351,1689559200,3.90,4.20,80.2,67.6,1010.748
164351,1689627600,64.40,68.70,95.8,38.8,1012.742
164351,1689614400,59.70,63.90,93,42.8,1013.828
164351,1689556200,2.60,3.30,81,67,1010.156
164351,1689578400,5.00,5.20,77,72,1012.026
164351,1689598200,9.20,9.70,80,69,1014.322
164351,1689585000,6.20,6.10,76.4,72,1013.05
164351,1689632400,65.40,69.80,93.4,41.6,1012.706
164351,1689561000,4.30,4.80,80,68.8,1010.896
164351,1689628200,63.60,67.60,96.4,38.2,1012.712
164351,1689610200,45.70,48.40,89.8,49,1014.014
164351,1689606600,37.50,38.50,87.6,52,1014.404
164351,1689597000,7.10,7.60,79.8,69.8,1014.142
164351,1689562800,4.90,5.10,79,70,1010.8
164351,1689619200,61.60,65.30,95.8,39,1013.394
164351,1689631200,65.90,69.50,94.4,40.4,1012.55
164351,1689571200,4.60,5.00,78,71.4,1011.568
164351,1689600000,14.20,15.30,81.2,66.4,1014.192
164351,1689556800,2.70,3.00,81,66.8,1010.29
164351,1689582000,4.50,5.10,76,72.8,1012.38
164351,1689592800,4.30,4.70,77,73.4,1013.768
164351,1689613200,56.10,58.60,92.8,44.2,1013.93
164351,1689570600,4.60,5.10,78.2,71,1011.556
164351,1689596400,6.60,7.20,79.4,70,1014.106
164351,1689617400,61.90,66.40,94.2,42,1013.612
164351,1689487200,12.40,14.10,84,64,1011.962
164351,1689478200,13.90,14.70,86.2,60.2,1012.78
164351,1689508800,2.20,2.20,80,73.4,1010.092
164351,1689474000,13.40,14.20,87.4,58.6,1013.19
164351,1689526800,2.50,2.80,85.6,65.4,1009.722
164351,1689539400,4.80,4.90,92.6,51.8,1008.124
164351,1689469200,8.80,9.30,90,54.2,1012.392
164351,1689472200,11.60,12.90,87.4,57.8,1013.142
164351,1689506400,2.50,2.60,78.2,75.2,1010.134
164351,1689492600,10.50,11.40,84.6,64,1011.294
164351,1689549600,1.80,1.90,82.4,63.4,1009.068
164351,1689535800,4.20,4.30,89,56.8,1008.316
164351,1689550800,1.90,2.10,82.6,63.2,1009.384
164351,1689658800,58.60,63.60,81,61.6,1014.898
164351,1689657000,57.70,63.10,81,62.4,1014.834
164351,1689660600,59.10,64.10,81,61.8,1014.714
164351,1689667200,49.50,54.40,81,64.2,1013.99
164351,1689659400,58.90,64.30,81,60.8,1014.838
164351,1689643800,55.20,59.80,86,56.8,1013.774
164351,1689666000,51.70,56.50,81,64,1014.104
164351,1689673200,45.60,49.20,81,66.2,1014.318
164351,1689657600,57.80,62.70,81,62.8,1014.916
164351,1689665400,51.90,56.40,81,64,1014.228
164351,1689682800,38.90,43.10,82.2,59.4,1015.376
164351,1689679200,40.80,44.30,80.8,62.6,1015.372
164351,1689426600,8.00,9.10,82.4,63,1016.178
164351,1689462600,7.40,8.60,97.4,40.8,1012.386
164351,1689454200,7.50,8.10,100.4,36.6,1012.622
164351,1689444000,7.50,7.90,94.8,43.8,1014.67
164351,1689460200,7.40,8.10,100.8,35.8,1012.048
164351,1689440400,5.50,6.10,93.8,43.8,1015.06
164351,1689453000,7.80,8.30,100.4,37.6,1012.864
