sensor_index,time_stamp,pm2.5_alt,pm2.5_atm,pm2.5_cf_1,temperature,humidity,pressure
164327,1695678600,10.5,18.07,18.073,73,56.4,1023.84
164327,1695670800,10.3,17.56,17.560000000000002,75,57.4,1022.648
164327,1695643800,18.1,32.66,34.45099999999999,64.8,71.6,1020.07
164327,1695662400,18.7,31.88,33.664,72,63.4,1022.216
164327,1695647400,19,33.55,35.921,66.6,70,1020.86
164327,1695676800,10.7,18.22,18.221,75.2,51.4,1023.648
164327,1695673800,9.9,16.11,16.108,75,54.4,1023.006
164327,1695716400,19,36.98,39.400999999999996,56.4,72,1028.574
164327,1695719400,18,35.27,36.733999999999995,56,73,1028.654
164327,1695759000,11.6,19.17,19.944000000000003,74.6,41.8,1028.146
164327,1695751800,10.2,17.03,17.034,76.8,39.4,1029.098
164327,1695747600,10.8,18.59,18.595,73.8,43.4,1029.942
164327,1695699600,20.7,37.05,40.565,60,69.8,1027.548
164327,1695853200,5.1,8.08,8.077,69.4,54.4,1025.816
164327,1695850200,4.2,6.47,6.471,74.6,44.8,1025.68
164327,1695846600,4.2,6.22,6.223,78,38.4,1025.462
164327,1695820200,10,19.32,19.322,59,65.8,1030.208
164327,1695616800,10.6,19.33,19.33,65,70,1018.206
164327,1695646800,19.1,33.02,35.077,66,70,1020.78
164327,1695629400,13.5,25.02,25.046999999999997,63,71.6,1018.11
164327,1695632400,14.9,28.24,28.427,63,72.8,1018.308
164327,1695760200,9.5,15.78,15.78,73,44,1028.136
164327,1695728400,15.7,30.54,30.781,58,72,1030.282
164327,1695726000,15.5,31.06,31.267,56,72,1029.952
164327,1695703200,20.8,38.02,41.647,59,71.2,1027.642
164327,1695860400,7,12.38,12.381,62.4,65.2,1026.31
164327,1695838800,4.2,6.54,6.539,77.2,38.2,1026.78
164327,1695844200,4.2,6.16,6.16,80,37,1025.67
164327,1695819600,8.7,16.56,16.555999999999997,59,65.8,1030.124
164327,1695780600,11.7,22.88,22.875,59.2,69.2,1029.928
164327,1695774600,11.2,20.34,20.34,62,67.2,1029.138
164327,1695637800,16.8,31.92,32.96,64,71,1018.968
164327,1695619800,9.7,17.48,17.477,64.8,70.8,1018.576
164327,1695667800,19.9,33.14,35.715999999999994,72,65.6,1022.62
164327,1695670200,13.6,23.57,23.595,75,60.8,1022.672
164327,1695658800,18.1,31.16,32.385000000000005,71.4,61,1022.046
164327,1695765000,9.2,15.25,15.251000000000001,71,49.6,1028.284
164327,1695686400,17.1,30.49,31.296999999999997,64.6,64.8,1025.808
164327,1695700800,20.5,36.68,39.834,59.8,69.4,1027.624
164327,1695703800,21.1,38.32,42.230000000000004,59,71.2,1027.73
164327,1695736800,12.6,22.03,22.026,67,58.2,1030.93
164327,1695833400,4.5,7.04,7.0440000000000005,75.8,43.2,1028.182
164327,1695818400,7,12.78,12.776,59,65.6,1030.202
164327,1695824400,6.8,10.97,10.972,63.4,61.4,1029.926
164327,1695821400,9.4,17.55,17.553,60.2,64.8,1030.02
164327,1695801600,10.7,21.45,21.447000000000003,56.6,73,1029.874
164327,1695777600,12.3,22.95,22.946,60.6,68.4,1029.438
164327,1695837000,4.5,6.58,6.579000000000001,76.8,38.2,1027.218
164327,1695834600,27,34.83,48.878,77,40.8,1027.772
164327,1695831600,6,9.43,9.429,72.2,47.6,1028.776
164327,1695814800,7,12.62,12.617,56.2,69,1030.168
164327,1695802800,10.4,21.44,21.439,56.6,72.8,1029.736
164327,1695638400,17.5,32.61,33.925,64,71,1019.09
164327,1695642000,18.2,33.30,35.082,64,71.2,1019.652
164327,1695673200,9.8,16.15,16.151,74,54.8,1022.93
164327,1695671400,9.8,15.96,15.963999999999999,75,54.6,1022.732
164327,1695663000,19.4,32.51,34.666,72,64,1022.324
164327,1695645600,18.5,33.06,35.216,65.6,70.4,1020.552
164327,1695690600,17.5,31.81,32.714,62.4,67.8,1026.502
164327,1695699000,21.2,37.67,41.635000000000005,60,69.6,1027.562
164327,1695737400,11.9,20.71,20.715,67.4,57.2,1031
164327,1695748800,11.3,18.83,18.825000000000003,75.4,41,1029.598
164327,1695849000,4.6,7.29,7.292999999999999,76,42.8,1025.6
164327,1695843000,4.1,6.14,6.145,79.6,35.8,1025.946
164327,1695790800,12.9,26.39,26.426000000000002,56.6,70.6,1030.21
164327,1695712800,20,38.14,41.387,57,71.4,1028.446
164327,1695727200,17,33.98,34.986000000000004,57,72.2,1030.216
164327,1695759600,9.4,15.26,15.258,73.8,41.6,1028.12
164327,1695717000,18.2,36.21,38.202,56,72.2,1028.638
164327,1695705000,20.8,38.31,42.149,58,71.8,1027.814
164327,1695723600,16,33.27,33.799,56,71.8,1029.266
164327,1695722400,16.4,32.57,33.05,56,72.2,1029.236
164327,1695750600,11,17.75,17.753999999999998,76,39,1029.31
164327,1695718800,18,35.41,36.951,56,73,1028.71
164327,1695853800,4.2,6.59,6.585000000000001,68.4,56.6,1025.84
164327,1695832800,5.1,7.78,7.776,74.6,45.6,1028.366
164327,1695835800,6,9.52,9.516,77.8,39.2,1027.534
164327,1695831000,6.1,9.40,9.396999999999998,71.4,50,1028.87
164327,1695805200,10.9,22.60,22.6,58,71,1029.682
164327,1695790200,15.4,31.58,32.301,56.6,71,1030.288
164327,1695787800,10.6,20.78,20.781,56.8,70.2,1030.022
164327,1695789000,15.4,30.25,32.103,56.2,70.8,1030.14
164327,1695778800,12.3,23.94,23.995,60,69.4,1029.652
164327,1695729000,15.1,29.65,29.787,58.6,71.6,1030.34
164327,1695769200,9.4,15.68,15.681000000000001,65.2,60.6,1028.526
164327,1695845400,4,6.08,6.078,79.4,36,1025.6
164327,1695850800,4.1,6.24,6.239000000000001,73.75,47.25,1025.717
164327,1695840600,4.3,6.61,6.605,77.8,37.8,1026.386
164327,1695846000,4.2,6.47,6.4670000000000005,78.4,37.8,1025.56
164327,1695813600,6.7,12.37,12.369,56,69,1030.186
164327,1695793800,9,17.91,17.905,55.6,70.2,1030.37
164327,1695635400,16.7,31.22,32.042,64,71,1018.606
164327,1695652200,20,33.57,36.339,68,67,1021.284
164327,1695649200,19,33.00,35.332,67,68.8,1021.066
164327,1695659400,18.1,30.79,32.062,71,61.8,1022.106
164327,1695724800,17.6,34.59,35.805,56,72.2,1029.64
164327,1695692400,18.2,34.19,36.1475,62,69,1026.775
164327,1695709800,20.2,37.46,40.525,57.8,70.4,1028.17
164327,1695861600,6.2,10.49,10.487,61.8,66.8,1026.622
164327,1695852600,4.9,7.42,7.425,70.4,52.8,1025.778
164327,1695814200,6.8,12.16,12.155000000000001,56,69.8,1030.132
164327,1695798000,10.6,20.65,20.646,56.6,73.2,1029.832
