id,time_stamp,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b,temperature,humidity,pressure
156051,1703673600,16.20,14.90,29.08,32.27,29.15,32.45,53,58.2,1020.326
156051,1703680800,19.80,17.30,35.95,36.53,37.80,38.15,53.6,59.2,1020.224
156051,1703668800,18.10,16.50,32.94,34.83,33.37,35.64,53.6,58,1020.362
156051,1703635800,10.80,10.20,19.59,21.46,19.59,21.46,52,55.6,1023.158
156051,1703672400,17.10,15.50,31.47,33.18,31.73,33.68,54,58,1020.24
156051,1703710800,20.70,19.10,34.15,36.07,36.18,38.56,59.4,55,1016.078
156051,1703655600,14.60,13.40,26.24,28.25,26.24,28.26,54,57,1021.034
156051,1703697000,20.90,19.20,34.74,36.31,37.21,39.00,58,56.6,1017.682
156051,1703704200,22.40,20.60,36.75,38.48,40.56,42.57,58.8,56.6,1016.484
156051,1703669400,19.00,16.50,34.40,34.88,35.29,35.77,53,58,1020.3
156051,1703675400,15.20,14.40,28.35,30.76,28.37,30.85,53,59,1020.492
156051,1703706000,22.80,20.70,36.55,37.61,40.03,41.41,59,56,1016.296
156051,1703682000,20.70,18.00,36.63,37.77,39.02,40.41,53.8,59,1020.094
156051,1703638800,11.60,10.30,20.62,21.87,20.62,21.87,53,55,1022.608
156051,1703712600,20.20,18.40,33.36,36.02,34.76,38.57,58.2,56.2,1015.798
156051,1703660400,15.20,13.80,27.47,29.40,27.50,29.42,54.2,56.8,1020.798
156051,1703664000,17.60,16.50,32.53,35.03,32.99,35.86,54,57,1020.92
156051,1703676000,15.40,13.80,28.43,29.57,28.45,29.60,53,59,1020.448
156051,1703653800,14.40,13.20,25.86,27.67,25.86,27.67,54,56.4,1021.032
156051,1703713200,19.70,17.90,33.44,34.86,34.78,36.71,58,57,1015.764
156051,1703642400,12.80,11.70,23.46,25.46,23.46,25.46,53,56,1022.632
156051,1703720400,13.40,12.10,23.80,24.76,23.80,24.76,55.6,57.6,1014.924
156051,1703719800,12.80,12.10,23.07,24.48,23.07,24.48,55.6,57.2,1015.08
156051,1703698800,26.50,23.50,41.17,42.60,47.42,49.43,57.8,57,1017.392
156051,1703667600,17.80,16.10,32.68,34.55,33.10,35.21,54,58,1020.51
156051,1703705400,23.10,21.00,36.99,38.76,40.79,43.19,59,56.2,1016.264
156051,1703715000,17.60,16.20,30.56,31.98,30.92,32.46,57.6,57.2,1015.668
156051,1703853000,6.50,6.20,11.10,12.24,11.10,12.24,52.4,58,1004.27
156051,1703836800,4.50,4.60,6.93,8.55,6.93,8.55,53.8,56,1004.994
156051,1703835600,4.40,4.60,6.47,8.23,6.47,8.23,54,56,1004.998
156051,1703872800,1.10,1.20,1.08,1.43,1.08,1.43,57.4,56,1002.598
156051,1703812800,2.10,2.10,2.81,3.10,2.81,3.10,53.2,61,1006.7
156051,1703853600,6.70,6.10,11.13,12.24,11.13,12.24,53,58,1004.344
156051,1703837400,5.00,4.90,7.86,9.02,7.86,9.02,53.6,56,1004.968
156051,1703844000,5.20,4.90,8.35,9.44,8.35,9.44,53,56.4,1004.38
156051,1703826600,2.80,2.90,4.25,4.69,4.25,4.69,54,57.8,1005.2
156051,1703859600,7.90,7.30,13.26,14.42,13.26,14.42,55,57.6,1004.356
156051,1703869200,3.80,3.90,5.63,6.30,5.63,6.30,56.8,59,1003.272
156051,1703820600,2.30,2.30,3.03,3.59,3.03,3.59,54,58,1006.132
156051,1703848800,6.80,6.40,11.01,12.05,11.01,12.05,52.8,57,1004.162
156051,1703843400,5.00,5.20,7.90,9.54,7.90,9.54,53,56,1004.358
156051,1703818800,2.10,2.10,2.83,3.29,2.83,3.29,54,59,1006.41
156051,1703877600,1.20,1.30,1.32,1.72,1.32,1.72,57,52,1002.528
156051,1703871600,1.10,1.30,1.00,1.38,1.00,1.38,57,57.4,1002.754
156051,1703808000,1.70,1.80,2.17,2.39,2.17,2.39,54,60.2,1007.22
156051,1703858400,7.50,6.90,12.58,13.83,12.58,13.83,54,57,1004.262
156051,1703834400,4.20,4.00,6.48,7.66,6.48,7.66,54,56.4,1005.026
156051,1703875800,0.80,0.90,0.49,0.98,0.49,0.98,56.4,53.2,1002.43
156051,1703874000,0.70,0.80,0.36,0.59,0.36,0.59,57,55,1002.356
156051,1703854200,5.80,5.60,9.88,10.85,9.88,10.85,52.8,58,1004.308
156051,1703812200,2.20,2.10,3.18,3.18,3.18,3.18,53,61,1006.724
156051,1703822400,2.70,2.70,3.94,4.23,3.94,4.23,54,58,1005.612
156051,1703838000,5.30,5.20,8.89,9.66,8.89,9.66,53.4,56,1004.99
156051,1703859000,7.50,6.90,12.72,13.97,12.72,13.97,55,57,1004.306
156051,1703835000,4.50,4.20,6.61,8.10,6.61,8.10,53.8,56,1004.904
156051,1703881200,1.60,1.90,1.99,2.55,1.99,2.55,57,51.8,1002.754
156051,1703631600,9.80,9.40,17.58,19.81,17.58,19.81,53,55,1023.436
156051,1703633400,10.30,9.50,18.28,19.85,18.28,19.85,52.6,55,1023.18
