sensor_index,time_stamp,pm2.5_alt,pm2.5_atm,pm2.5_cf_1,temperature,humidity,pressure
156051,1695846600,4.7,7.18,7.183,75,38.4,1025.346
156051,1695823800,9.3,16.05,16.053,62.2,57,1029.714
156051,1695820800,10.7,19.25,19.253999999999998,57.8,61,1029.834
156051,1695820200,12.5,23.30,23.305999999999997,57.4,61,1029.89
156051,1695700200,23,37.28,41.644999999999996,62,59,1027.252
156051,1695718200,18.9,33.66,34.964,58.4,61,1028.268
156051,1695759000,10.6,17.58,17.576999999999998,72,39.4,1027.98
156051,1695680400,12.9,21.73,21.726,71.8,54,1024.206
156051,1695624000,10.3,17.31,17.314,64.6,60.8,1017.438
156051,1695793200,11.2,20.37,20.374,58,59,1029.932
156051,1695837000,4.8,7.55,7.548,73.2,38,1027.078
156051,1695819600,9.7,17.35,17.348,56.8,61.6,1029.816
156051,1695766200,9.4,15.58,15.583,70,48,1028.128
156051,1695754200,11.1,18.59,18.704,72.2,36.8,1028.01
156051,1695728400,16.4,30.33,30.564,58,62,1029.934
156051,1695769800,10.4,17.20,17.2,66,55,1028.198
156051,1695771000,10.4,17.14,17.143,65,56,1028.432
156051,1695809400,6.8,12.13,12.129,57,61.8,1029.406
156051,1695805200,11.8,21.60,21.601999999999997,59,61,1029.262
156051,1695672600,10,16.06,16.064999999999998,73,47.8,1022.68
156051,1695616200,11.5,19.41,19.411,65,61,1017.92
156051,1695651600,20.6,33.08,35.601,67.6,61,1021.068
156051,1695660000,18.5,30.57,31.738,69.6,55,1021.722
156051,1695615000,12.2,20.76,20.759,65.2,60.6,1017.88
156051,1695787200,10.9,19.70,19.7,58.2,59.4,1029.66
156051,1695785400,11.2,20.03,20.026,59,59,1029.516
156051,1695855000,5.2,8.35,8.354,68,51.8,1025.676
156051,1695849600,4.7,6.95,6.95,73.8,40.6,1025.494
156051,1695825000,7.9,12.87,12.865,62.8,55.2,1029.466
156051,1695826200,7.8,12.57,12.571,64.6,53,1029.652
156051,1695720600,18.3,32.83,33.849000000000004,58.4,60.2,1028.442
156051,1695716400,20,35.05,37.254,58.8,61,1028.21
156051,1695699600,22.4,36.64,40.486000000000004,62,59,1027.206
156051,1695750000,12.6,21.09,21.191,72,39,1029.344
156051,1695713400,21,36.51,39.675,58,59.6,1028.056
156051,1695687600,17.5,29.54,30.122999999999998,65.6,57.8,1025.862
156051,1695610200,12.5,21.07,21.073,66,60.2,1018.456
156051,1695786000,11.1,20.58,20.582,59,59,1029.604
156051,1695831600,6.3,9.75,9.753,69.4,44.8,1028.344
156051,1695825600,7.2,11.52,11.522,64.2,53.6,1029.738
156051,1695627000,13.5,23.56,23.561999999999998,64,61.8,1017.776
156051,1695663600,20,31.91,33.711,71,58,1022.19
156051,1695669600,16.6,27.53,27.887,72,55.6,1022.564
156051,1695648600,20.1,32.45,34.53,66.6,61.2,1020.8
156051,1695604800,16.5,28.35,28.646,66,60.6,1018.932
156051,1695667200,20.8,33.23,35.846000000000004,71,58.8,1022.436
156051,1695798600,11.6,21.26,21.258,58,61.4,1029.396
156051,1695783600,11.4,20.40,20.401,60,59,1029.518
156051,1695848400,4.9,7.50,7.497999999999999,74,39,1025.378
156051,1695840600,4.9,7.66,7.658,74,37.2,1025.818
156051,1695836400,5,7.48,7.484,72.8,38.4,1027.234
156051,1695826800,7.8,12.79,12.786999999999999,65,52.2,1029.512
156051,1695729600,16,29.11,29.284,59.2,61.8,1030.02
156051,1695811800,6.5,11.44,11.437999999999999,55.2,61.2,1029.596
156051,1695633600,16.4,28.09,28.258,65,61.4,1018.13
156051,1695682800,12.4,20.91,20.915,68.4,57,1024.68
156051,1695640200,18.5,31.27,32.237,65,63,1019.094
156051,1695835200,4.4,6.47,6.475,72.2,38,1027.504
156051,1695821400,13.1,23.66,23.656,58.8,60.2,1029.738
156051,1695754800,12.2,20.37,20.641,73,36.6,1028.358
156051,1695742200,11.8,19.33,19.326,68,45.2,1030.392
156051,1695704400,21.3,35.91,39.262,60.8,59.6,1027.4
156051,1695758400,10.7,17.91,17.919,71.6,39.2,1027.778
156051,1695731400,16.5,29.74,29.994,60,61.2,1030.342
156051,1695639000,18.7,31.71,32.921,65,63,1018.93
156051,1695645000,19,31.31,32.792,66,62,1020.24
156051,1695801600,12.1,22.33,22.332,59,61,1029.456
156051,1695861600,7.5,12.39,12.388000000000002,63.4,57.8,1026.256
156051,1695850800,5,7.86,7.862,73.6,41.2,1025.556
156051,1695762600,10.1,16.62,16.624,70.8,42.6,1027.74
156051,1695750600,13.2,21.32,22.046,71.6,38.2,1028.896
156051,1695694200,19.9,32.98,35.09,63,59.8,1026.736
156051,1695745800,12.2,20.20,20.262,70,42.4,1030.18
156051,1695693600,20.3,33.29,35.668,62.6,59,1026.45
156051,1695734400,15.2,26.37,26.409,62,59,1030.83
156051,1695813600,7.8,14.09,14.086,55,62.4,1029.824
156051,1695807600,8,13.97,13.972000000000001,57,61.6,1029.032
156051,1695801000,11.3,20.51,20.512,59,61.2,1029.482
156051,1695666600,20.5,32.86,35.297,70.6,58.2,1022.09
156051,1695673800,10.3,16.51,16.509999999999998,73,47,1022.822
156051,1695667800,20.9,33.35,35.983000000000004,70.8,58.4,1022.182
156051,1695664200,20.5,32.66,34.993,71,58,1022.258
156051,1695665400,20.8,33.18,35.751,71,58.4,1022.268
156051,1695653400,21,33.62,36.462,68,60,1021.332
156051,1695621600,10.2,17.06,17.061,65,59.8,1018.06
156051,1695619200,10.4,17.12,17.115000000000002,65,60.8,1018.216
156051,1695775200,11.3,19.10,19.098,62.8,58,1028.652
156051,1695774600,11,18.58,18.582,63.2,58,1028.602
156051,1695844200,5.1,8.17,8.17,75,37.8,1025.49
156051,1695847200,4.5,6.94,6.943,74.4,38.2,1025.368
156051,1695846000,4.7,7.05,7.047,74.4,38,1025.418
156051,1695823200,9.9,16.86,16.855,61.4,58,1029.712
156051,1695835800,4.6,7.06,7.061999999999999,73,37.6,1027.374
156051,1695828000,7.8,12.87,12.881,66,51.2,1029.066
156051,1695733800,15.4,27.04,27.097,61.8,59.6,1030.77
156051,1695727800,17.2,31.77,32.336,58.2,61.6,1029.948
156051,1695710400,22.2,37.56,41.471000000000004,59,59,1027.936
156051,1695691800,18.3,30.96,31.814,63,59,1026.33
156051,1695765000,10.2,16.74,16.741,71,43.4,1028.068
156051,1695711600,23.5,39.74,45.296,59,60,1028.058
156051,1695812400,8.3,15.48,15.479,54.8,62,1029.64
156051,1695810000,7.9,14.17,14.169,56,61.6,1029.234
156051,1695808200,7.5,13.37,13.368,57,62,1029.366
156051,1695654600,20.8,33.43,36.203,69,60.4,1021.524
156051,1695606600,16,27.42,27.578,66,60.8,1018.686
156051,1695612000,12.2,20.83,20.834,66,61.4,1018.49
156051,1695799200,11.6,21.59,21.587,58.4,61.2,1029.298
156051,1695852000,4.7,7.24,7.236,72.333,44.5,1025.522
156051,1695741000,11.6,19.49,19.494,67,49.2,1030.542
156051,1695737400,11.7,20.03,20.032,64,53.6,1030.808
156051,1695772200,10.3,17.40,17.4,64.6,57,1028.586
156051,1695723000,17.3,32.07,32.703,58,60,1028.864
156051,1695729000,16.2,29.88,30.101,58.8,62,1029.988
156051,1695724800,17.1,31.77,32.2,58,60.2,1029.31
156051,1695649200,20.2,32.76,35.051,66.4,61,1020.864
156051,1695629400,14.3,24.99,24.993000000000002,64.8,63,1017.896
156051,1695670800,10.9,17.66,17.657,73,51.6,1022.55
156051,1695640800,18.6,31.64,33.03,64.8,62.6,1019.158
156051,1695664800,20.9,33.02,35.498,70.8,59,1022.304
156051,1695631800,15.8,27.62,27.729,65,62,1018.112
156051,1695607200,15.8,26.87,26.939999999999998,65.8,60.2,1018.716
156051,1695611400,11.9,20.35,20.351,66,61.2,1018.508
156051,1695637200,18.1,31.17,32.2,64.8,62.4,1018.58
156051,1695792600,13.5,25.45,25.461,58.2,59,1029.918
156051,1695795000,10.4,18.95,18.950000000000003,57.4,60,1029.792
156051,1695790800,15.6,29.20,29.32,59,60,1029.84
156051,1695784800,10.9,19.67,19.665999999999997,58.6,59,1029.258
