sensor_index,time_stamp,pm2.5_alt,pm2.5_atm,pm2.5_cf_1,temperature,humidity,pressure
151502,1695703200,16.6,33.25,34.376000000000005,58,68,1025.218
151502,1695687600,12,22.23,22.236,64,66.8,1023.908
151502,1695750000,10.3,18.08,18.084,71.2,40,1027.45
151502,1695745200,10.7,18.74,18.740000000000002,70.2,46,1028.278
151502,1695760800,9.3,16.53,16.534,72.6,40.2,1026.134
151502,1695709800,17.6,34.83,36.658,57,68.6,1025.808
151502,1695625200,10.3,19.18,19.179000000000002,64,66.4,1015.586
151502,1695633600,13.2,26.12,26.177,63,67,1016.046
151502,1695680400,11.3,20.86,20.86,69,61.4,1022.308
151502,1695685800,12.3,22.63,22.634,64.6,67,1023.378
151502,1695620400,9.6,18.01,18.008,64,67.8,1016.094
151502,1695681000,11.7,21.53,21.539,68.8,62.6,1022.384
151502,1695651600,18.3,32.61,34.900000000000006,68,65.4,1019.056
151502,1695801000,8.4,17.98,17.979,54,69.4,1027.494
151502,1695691200,15.2,28.46,28.832,63,64.8,1024.098
151502,1695689400,13.3,24.80,24.897,63,66.8,1024.04
151502,1695744600,10.6,19.14,19.139,69.2,45.2,1028.326
151502,1695616200,10.3,19.78,19.777,64,67,1015.804
151502,1695652800,18.7,32.76,35.07899999999999,68.4,62.6,1019.252
151502,1695657000,18,32.58,34.785,70,58.8,1019.59
151502,1695676800,10.1,17.95,17.948,71,54,1021.69
151502,1695667800,18.7,32.80,35.114000000000004,72,63.8,1020.464
151502,1695814800,9.7,20.48,20.485,55,69,1027.792
151502,1695805200,7.1,13.53,13.532,54.4,69,1027.22
151502,1695799800,7.1,14.72,14.719999999999999,53,69,1027.372
151502,1695786600,11.1,23.71,23.723,56,67,1027.718
151502,1695786000,9.2,18.43,18.426000000000002,56,67,1027.656
151502,1695778200,10.6,21.25,21.249000000000002,59,66,1027.294
151502,1695772800,17.6,32.86,34.618,61.6,65.6,1026.636
151502,1695701400,16.6,32.69,33.878,58.4,68,1025.166
151502,1695733800,13.8,26.55,26.617,61,64.4,1028.552
151502,1695752400,10.2,18.08,18.075000000000003,74.2,38,1026.944
151502,1695699000,16.5,31.73,32.5,59,68,1025.174
151502,1695733200,13.2,25.79,25.817999999999998,61,65,1028.488
151502,1695714600,16.1,33.11,34.086,56,67.2,1025.966
151502,1695645000,16.6,30.87,31.975,64.2,67,1018.194
151502,1695666600,18.3,32.31,34.402,71.2,64,1020.38
151502,1695643800,16.9,31.55,33.001000000000005,64,67.8,1017.796
151502,1695615600,10.4,20.14,20.143,64,67,1015.816
151502,1695625800,10,19.47,19.466,64,66.6,1015.608
151502,1695628200,11.8,22.89,22.926000000000002,63.2,65.8,1015.8
151502,1695790200,8.9,18.77,18.773,54.8,67,1027.79
151502,1695771600,12.4,23.93,23.973,62.6,64.6,1026.628
151502,1695706800,17.5,34.63,36.345,57,68,1025.626
151502,1695749400,10.7,19.68,19.68,72,39.6,1027.59
151502,1695604200,14.7,28.43,28.817,65.4,66,1016.768
151502,1695633000,13.2,26.77,26.857999999999997,63,66,1015.992
151502,1695616800,10.3,19.42,19.418,63,67.2,1015.786
151502,1695629400,13.9,27.80,28.006,63,66,1015.856
151502,1695853800,5.6,9.34,9.341999999999999,69.2,54.6,1023.788
151502,1695856200,6.8,11.85,11.849,65,62.2,1023.958
151502,1695833400,5.1,8.44,8.443999999999999,71,42.4,1026.126
151502,1695832200,6.2,10.21,10.210999999999999,70,45.6,1026.554
151502,1695828600,9.3,16.92,16.924999999999997,66,56,1027.176
151502,1695803400,7.7,16.18,16.182,54,70,1027.258
151502,1695711600,16.8,33.85,35.066,57,67.8,1025.85
151502,1695690600,15,28.76,29.044,63,65.6,1024.092
151502,1695719400,17.8,35.24,37.502,57,70.2,1026.126
151502,1695622200,9.8,18.08,18.084,64,67,1015.952
151502,1695661200,18.6,33.08,35.614000000000004,70.8,62.2,1020.158
151502,1695664800,18.8,32.90,35.441,72,64,1020.28
151502,1695609000,13.9,26.60,26.796,64.8,66.4,1016.514
151502,1695607800,14.8,28.45,28.9,64.8,67,1016.426
151502,1695681600,10.7,19.26,19.256,68.8,59.6,1022.5
151502,1695859800,6.7,11.55,11.555,63,64.4,1024.218
151502,1695856800,10.1,18.51,18.506,64.4,63,1024.03
151502,1695855600,7,12.43,12.43,66,60.4,1023.822
151502,1695835800,4.8,7.80,7.798,72.8,40.4,1025.49
151502,1695736800,11.7,21.56,21.559,64,59.2,1028.8
151502,1695756000,10.3,18.53,18.534,72,40.8,1026.474
151502,1695655800,18.2,32.38,34.525,70,58.8,1019.536
151502,1695667200,18.2,32.26,34.367999999999995,72,64,1020.45
151502,1695605400,14.9,28.03,28.354,65,66,1016.718
151502,1695624600,10.8,21.36,21.356,64,67,1015.61
151502,1695658200,18.7,32.91,35.351,70,59,1019.814
151502,1695855000,5.1,8.19,8.187,67,59.2,1023.856
151502,1695822000,10.7,21.28,21.278,59,64.6,1027.702
151502,1695857400,9.5,17.08,17.075000000000003,64,64,1024.026
151502,1695788400,9.6,20.39,20.387999999999998,55,67,1027.724
151502,1695776400,10.5,20.09,20.085,60.4,65.6,1027.036
151502,1695766200,8.9,15.94,15.936,70,45.8,1026.342
151502,1695702000,17,33.81,35.235,58,68,1025.1
151502,1695640200,16.7,31.42,32.447,63,68.4,1016.958
151502,1695604800,15,28.02,28.326999999999998,65,66,1016.756
151502,1695660000,18.1,32.10,34.069,70,59,1020.056
151502,1695639600,16.3,31.61,32.777,63,68.4,1016.83
151502,1695635400,13.8,26.90,27.099,63,67.4,1016.262
151502,1695613200,12.1,23.56,23.601,65,67,1016.26
151502,1695652200,18.6,33.12,35.655,68,63.6,1019.172
151502,1695823200,11,20.86,20.86,60.2,62.4,1027.786
151502,1695813000,9.2,19.16,19.165,54.2,69.2,1027.646
151502,1695805800,7.5,14.93,14.929,54.8,69,1027.334
151502,1695791400,9.3,19.25,19.252000000000002,54,67,1027.828
151502,1695779400,10.3,21.17,21.168,58,67,1027.448
151502,1695686400,12,21.99,21.992,64,68,1023.596
151502,1695720600,18,34.96,36.953,57,70.2,1026.242
151502,1695606600,15,28.37,28.854,65,66.4,1016.594
151502,1695672000,8.9,16.06,16.057,71.2,52.4,1020.762
151502,1695619200,9.6,18.22,18.219,64,68,1016.052
151502,1695682200,11.4,20.62,20.622,68,64,1022.654
151502,1695822600,11.6,22.87,22.87,59.4,64,1027.732
151502,1695699600,17.3,33.23,34.678,59,67.8,1025.156
151502,1695648000,18.9,33.26,35.766000000000005,66,66,1018.626
151502,1695659400,17.9,31.77,33.532,70,58.6,1019.976
151502,1695648600,18.9,33.48,36.166,66,65.4,1018.736
151502,1695637800,15.7,30.70,31.470000000000002,63,67.8,1016.576
151502,1695837600,4.4,7.20,7.2010000000000005,73.6,39.2,1025.178
151502,1695836400,4.9,7.86,7.856,73,39.6,1025.386
151502,1695819000,13.4,27.87,27.95,57,66.6,1027.718
151502,1695798600,7.6,15.41,15.405999999999999,53,67.8,1027.388
151502,1695774600,12.5,24.97,24.978,61,65.8,1026.842
151502,1695773400,13.9,27.54,27.733,61,66,1026.736
151502,1695765000,9,15.52,15.52,71,43.6,1026.2
151502,1695693000,14,26.86,26.933,62,65.2,1024.546
151502,1695772200,15.5,29.55,30.320999999999998,62,65,1026.666
151502,1695757800,9.7,17.34,17.344,72.6,39.8,1026.156
151502,1695705000,17.1,33.75,35.213,58,68,1025.484
151502,1695698400,15.8,30.74,31.293,59,68,1025.176
151502,1695644400,17,31.69,33.254,64,67.4,1017.994
151502,1695655200,18.6,33.09,35.702,70,59.4,1019.524
151502,1695679800,10.3,18.57,18.566000000000003,69.2,58.2,1022.184
151502,1695683400,11.6,21.11,21.113,66.6,66,1022.73
151502,1695861600,7,12.35,12.346,62,64.6,1024.316
151502,1695838800,4.8,7.65,7.6530000000000005,74,38.2,1024.884
151502,1695820200,12.4,25.88,25.898,57.6,65.6,1027.77
151502,1695811200,8.2,17.23,17.235,55,69.2,1027.396
151502,1695793200,11,23.52,23.528,53.8,67.4,1027.904
151502,1695780600,10.1,19.88,19.878999999999998,58,67,1027.54
151502,1695738000,11.6,21.06,21.064999999999998,65.2,57,1028.778
151502,1695618600,10.2,19.78,19.778,64,68,1015.996
151502,1695637200,15.6,30.36,31.039,63,67.2,1016.502
151502,1695684000,11,21.02,21.025,66,66,1022.778
151502,1695632400,13,26.51,26.564999999999998,63,66.2,1015.992
