sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
151502,1683470400,1.50,1.70,73.4,33.6,1014.652
151502,1683501600,2.60,2.90,78,25,1005.698
151502,1683491400,1.60,1.70,81.8,21,1007.604
151502,1683475800,2.30,2.10,77.8,25.6,1012.516
151502,1683496800,1.90,1.90,80.2,22.8,1006.516
151502,1683474000,1.40,1.40,76.8,28.2,1013.396
151502,1683490200,1.50,1.40,82,21.2,1007.896
151502,1683475200,1.80,2.00,77.2,26.8,1012.79
151502,1683469800,1.70,1.70,72.8,35.6,1014.826
151502,1683545400,2.00,2.40,63.6,52.6,1007.184
151502,1683554400,2.20,2.60,71.4,39.4,1006.73
151502,1683544200,2.70,3.40,65.2,51.4,1006.996
151502,1683537600,2.20,2.50,62.4,61,1006.024
151502,1683570000,2.10,2.20,75.6,25,1005.888
151502,1683585000,1.40,1.50,72,18,1006.342
151502,1683511200,4.10,4.20,68,44.4,1007.392
151502,1683588600,2.10,2.20,70,23.8,1007.158
151502,1683583200,1.70,1.70,73.8,18,1005.98
151502,1683523200,2.80,3.00,64,66,1006.616
151502,1683547800,1.90,2.20,64.8,51,1007.688
151502,1683564600,1.80,2.00,74.2,28.6,1006.092
151502,1683555600,2.30,2.50,71,37,1006.65
151502,1683556200,2.00,2.20,71.4,36.6,1006.664
151502,1683558000,2.40,2.60,72.4,35.6,1006.87
151502,1683563400,1.80,2.00,74.4,30,1006.554
151502,1683522600,2.80,3.10,64,65.4,1006.56
151502,1683587400,1.70,1.80,71,20,1006.94
151502,1683566400,1.90,2.10,75.6,29,1005.938
151502,1683578400,1.70,1.90,75,23,1005.71
151502,1683571800,1.80,1.90,75.8,24.4,1005.736
151502,1683529200,3.30,3.50,63,66,1005.43
151502,1683523800,3.00,3.30,64,66,1006.574
151502,1683546600,1.90,2.20,63,52.8,1007.374
151502,1683556800,2.10,2.40,71.6,36.4,1006.828
151502,1683547200,2.10,2.10,63.8,52.4,1007.552
151502,1683567000,1.80,2.30,76,27.8,1005.924
151502,1683522000,2.80,2.80,64,64.4,1006.46
151502,1683705600,2.60,3.00,46.8,59.4,1018.882
151502,1683711000,2.60,3.30,44.8,63,1019.284
151502,1683698400,2.40,3.10,49.4,55.6,1018.31
151502,1683699000,2.60,3.00,49,56.8,1018.332
151502,1683697800,2.50,2.80,50,54.8,1018.35
151502,1683676800,1.80,2.10,65.6,29.8,1013.922
151502,1683679200,5.00,5.50,62,34.6,1014.56
151502,1683680400,3.10,3.80,61,34.6,1014.982
151502,1683717000,5.40,6.60,54,52.6,1020.368
151502,1683696000,2.70,2.60,51.6,51.4,1018.304
151502,1683720600,5.10,5.70,56.8,47,1020.498
151502,1683706200,2.70,2.90,45.8,60.8,1018.858
151502,1683686400,2.60,2.90,59,37,1016.418
151502,1683687600,3.10,3.00,58.4,38.2,1016.76
151502,1683681000,3.80,3.90,61,34,1015.194
151502,1683690600,3.00,3.10,55,46,1017.408
151502,1683603000,2.70,2.90,61,40,1010.54
151502,1683642000,1.60,1.70,63.8,27.8,1014.414
151502,1683656400,1.50,1.70,71,20,1013.98
151502,1683640200,1.50,1.70,61,30.6,1014.216
151502,1683590400,2.80,3.10,69,25.4,1007.602
151502,1683611400,2.60,2.70,54,53.2,1011.222
151502,1683619800,3.10,3.40,51.8,56.6,1011.808
151502,1683608400,2.10,2.60,56.2,47.6,1011.26
151502,1683631800,3.30,4.00,55,51.6,1013.628
151502,1683645600,1.10,1.40,65,23.6,1014.84
151502,1683619200,3.00,3.20,51.6,57,1011.75
151502,1683646800,1.00,1.30,66,22,1014.672
151502,1683651000,1.60,1.60,68,21.2,1014.354
151502,1683614400,2.50,3.00,53,54,1011.338
151502,1683674400,1.70,1.70,68.8,22.6,1013.282
151502,1683652200,1.40,1.50,68.6,20.2,1014.232
151502,1683661200,1.60,1.60,70.2,20,1013.378
151502,1683639600,1.60,1.70,60.2,31.8,1014.274
151502,1683616200,3.40,4.10,53.4,53.2,1011.476
151502,1683654600,1.70,2.00,70.8,20.4,1014.086
151502,1683618600,2.90,3.30,52,56.8,1011.672
151502,1683646200,1.30,1.30,65,23,1014.754
151502,1683601800,2.70,2.80,61.4,39.6,1010.468
151502,1683598800,2.20,2.60,65,32.6,1010.008
151502,1683664200,1.50,1.70,70,20,1013.11
151502,1683500400,2.70,2.80,79,24,1005.918
151502,1683465000,1.80,2.00,66.8,41.4,1015.598
151502,1683493800,4.30,4.40,81,21,1007.008
151502,1683497400,2.10,2.20,80,23,1006.466
151502,1683481200,1.40,1.50,81,21,1010.878
