time_stamp,humidity,temperature,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-12-28T00:00:00Z,52.534,34,988.66,10.9,9.6,28.179,26.523,28.179,26.523
2024-12-28T01:00:00Z,54.867,34.966,988.157,9.8,8.7,25.401,23.774,25.401,23.774
2024-12-28T02:00:00Z,55.933,35.3,988.028,10.6,9.7,27.258,25.878,27.258,25.878
2024-12-28T03:00:00Z,56.9,36.633,987.179,15.7,14.5,35.114,34.991,40.297,40.28
2024-12-28T04:00:00Z,56.433,37.966,986.782,22.9,21.5,48.513,49.223,59.026,60.013
2024-12-28T05:00:00Z,57.1,39.166,986.502,15.6,14.7,33.758,33.389,38.242,37.931
2024-12-28T06:00:00Z,58.4,41.267,985.88,11.1,10.1,26.259,24.713,26.343,24.744
2024-12-28T07:00:00Z,62.633,41.834,986.528,10.5,9.6,24.802,23.204,24.802,23.204
2024-12-28T08:00:00Z,66.966,41.534,985.732,9.9,9.1,22.904,22.058,22.904,22.058
2024-12-28T09:00:00Z,69.466,41.766,985.187,9.3,8.6,21.404,20.877,21.404,20.877
2024-12-28T10:00:00Z,70.9,41.966,984.906,8.8,8.4,20.208,20.026,20.208,20.026
2024-12-28T11:00:00Z,71.7,42.4,984.813,6.5,6,13.87,13.775,13.87,13.775
2024-12-28T12:00:00Z,72.066,43.267,984.957,16.3,15.5,30.397,31.652,38.166,39.929
2024-12-28T13:00:00Z,71.834,44.5,985.163,12.6,11.7,22.349,22.192,28.928,28.614
2024-12-28T14:00:00Z,71.4,45.733,985.574,0.7,0.5,0.495,0.203,0.495,0.203
2024-12-28T15:00:00Z,72.067,46.333,985.441,0.4,0.2,0.123,0.059,0.123,0.059
2024-12-28T16:00:00Z,70.867,47.6,984.666,0.3,0.1,0.028,0,0.028,0
2024-12-28T17:00:00Z,70.133,48.633,983.806,0.3,0.1,0.024,0.005,0.024,0.005
2024-12-28T18:00:00Z,68.966,49.9,983.186,0.5,0.3,0.164,0.038,0.164,0.038
2024-12-28T19:00:00Z,67.233,50.834,983.106,7.8,7.5,15.106,15.341,16.814,17.159
2024-12-28T20:00:00Z,66.5,50.4,983.38,12.9,12.6,25.436,25.534,28.454,29.034
2024-12-28T21:00:00Z,66.967,49.534,983.555,5.2,4.7,9.53,9.012,10.316,9.778
