time_stamp,humidity,temperature,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-12-28T00:00:00Z,51.267,32.466,1016.201,21.5,18.1,50.918,43.508,56.835,44.6
2024-12-28T01:00:00Z,52.867,31.5,1015.782,19.3,15.7,47.726,38.457,51.041,38.52
2024-12-28T02:00:00Z,52.733,31.834,1015.535,20.1,16.8,48.621,40.81,52.855,41.328
2024-12-28T03:00:00Z,54.5,30.5,1014.793,20.9,17,50.932,42.198,56.005,42.605
2024-12-28T04:00:00Z,54.7,31.467,1014.32,20,16.6,48.721,41.077,52.739,41.376
2024-12-28T05:00:00Z,54.575,31.592,1014.1,20.9,17.4,50.242,42.436,55.44,43.065
2024-12-28T06:00:00Z,55.6,31.333,1013.798,19.7,16.4,48.44,40.158,52.185,40.331
2024-12-28T07:00:00Z,56.467,32.3,1013.724,20.5,16.6,48.978,40.539,53.483,40.822
2024-12-28T08:00:00Z,59.067,31.966,1012.956,21.3,17.2,50.829,42.08,56.227,42.606
2024-12-28T09:00:00Z,59.967,32.767,1012.344,22.4,18.9,51.719,44.378,58.288,45.946
2024-12-28T10:00:00Z,58.834,33.867,1011.887,22.9,19.1,51.796,44.503,58.874,46.491
2024-12-28T11:00:00Z,60.3,33.534,1011.894,24.6,20.3,54.352,45.992,63.646,49.582
2024-12-28T12:00:00Z,60.3,33.966,1011.867,22.6,19,51.271,44.18,58.046,45.961
2024-12-28T13:00:00Z,60.566,34.733,1011.962,23.4,20,52.031,45.468,59.615,48.218
2024-12-28T14:00:00Z,60.233,35.767,1012.271,25.8,21.9,54.818,47.629,65.491,52.16
2024-12-28T15:00:00Z,62.067,36.3,1012.065,28.5,24.1,58.099,51.129,72.257,58.254
2024-12-28T16:00:00Z,61.9,38.4,1011.285,30.6,26.3,58.866,52.769,75.781,62.105
2024-12-28T17:00:00Z,60.933,40.633,1010.252,32.9,28.5,59.657,54.102,79.561,65.896
2024-12-28T18:00:00Z,60.334,42.617,1009.599,33.9,29.7,59.218,53.975,80.154,66.919
2024-12-28T19:00:00Z,62.166,42.7,1009.649,32.7,28.4,57.933,52.718,77.174,64.418
2024-12-28T20:00:00Z,64.933,42.6,1009.999,33.5,29.2,59.03,53.498,79.855,66.022
2024-12-28T21:00:00Z,67.433,42.4,1010.121,27.7,24.1,53.194,47.596,66.002,54.636
2024-12-28T22:00:00Z,68.834,42.1,1010.22,28.8,25.2,54.84,49.469,69.45,57.831
2024-12-28T23:00:00Z,67.3,43.133,1010.427,31.8,28.2,57.599,52.785,76.766,64.7
2024-12-29T00:00:00Z,66.534,43,1010.356,31.3,27.6,56.888,51.937,74.822,62.887
2024-12-29T01:00:00Z,67.233,42.9,1010.332,29,25.3,54.717,49.223,69.475,57.542
2024-12-29T02:00:00Z,68.2,42.766,1010.234,28.8,25,54.498,48.829,68.962,56.828
2024-12-29T03:00:00Z,68.5,42.8,1010.236,27.6,23.8,52.785,47.154,65.255,53.785
2024-12-29T04:00:00Z,68.9,42.267,1010.099,25,21.8,49.791,44.122,58.984,48.636
2024-12-29T05:00:00Z,69.033,42.4,1009.814,23.3,20.3,47.4,41.974,54.754,45.185
2024-12-29T06:00:00Z,68.792,42.883,1009.956,22.4,19.7,45.962,40.861,52.262,43.424
2024-12-29T07:00:00Z,68.466,42.767,1009.962,19.7,17.3,41.97,36.496,45.744,37.651
2024-12-29T08:00:00Z,68.534,42.834,1009.943,16.8,14.7,37.384,30.822,38.498,30.841
2024-12-29T09:00:00Z,68.058,42.933,1009.593,14.4,12.6,32.566,26.416,32.672,26.416
2024-12-29T10:00:00Z,68.7,42.933,1009.375,13.4,11.7,30.151,24.373,30.16,24.373
2024-12-29T11:00:00Z,69.367,42.434,1009.045,13.6,11.8,30.655,24.287,30.679,24.287
2024-12-29T12:00:00Z,71.034,42,1008.262,13,11.3,29.5,23.62,29.538,23.62
2024-12-29T13:00:00Z,71.966,42.167,1008.117,11.2,9.7,25.137,19.631,25.138,19.631
2024-12-29T14:00:00Z,73.867,42.9,1007.785,9.5,8,20.893,15.683,20.893,15.683
2024-12-29T15:00:00Z,72.633,43.834,1006.907,8,6.8,16.869,12.902,16.869,12.902
2024-12-29T16:00:00Z,73.167,43.8,1005.356,7.5,6.3,15.746,11.842,15.762,11.842
2024-12-29T17:00:00Z,73.033,45.267,1003.537,8.1,6.8,16.843,12.583,16.843,12.583
2024-12-29T18:00:00Z,73.834,45.834,1002.383,9.2,7.8,19.559,14.761,19.559,14.761
2024-12-29T19:00:00Z,74.267,47.067,1001.539,8.6,7.1,18.034,13.302,18.034,13.302
2024-12-29T20:00:00Z,75.608,49.433,1000.752,9.3,7.8,18.583,14.201,18.583,14.201
2024-12-29T21:00:00Z,77.467,51.733,999.846,10.8,9.6,20.67,16.775,20.67,16.775
2024-12-29T22:00:00Z,77.7,53.166,998.654,11.3,9.9,21.18,17.401,21.18,17.401
2024-12-29T23:00:00Z,77.7,55,997.718,5.8,5.1,10.048,7.807,10.048,7.807
2024-12-30T00:00:00Z,76.233,55.867,996.607,3,2.5,4.579,3.357,4.579,3.357
2024-12-30T01:00:00Z,75.466,56.1,995.976,2.4,2,3.704,2.543,3.704,2.543
2024-12-30T02:00:00Z,74.4,57,995.117,2.3,1.8,3.557,2.196,3.557,2.196
2024-12-30T03:00:00Z,75.1,57,994.39,2.3,1.9,3.546,2.454,3.546,2.454
2024-12-30T04:00:00Z,77.133,57.067,992.811,1.9,1.5,2.768,1.748,2.768,1.748
