time_stamp,humidity,temperature,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-12-28T00:00:00Z,51.466,33,1031.791,13.9,17.2,37.98,44.895,38.032,46.071
2024-12-28T01:00:00Z,52.4,33.6,1031.264,14.3,17.9,38.928,46.415,39.149,48.338
2024-12-28T02:00:00Z,52.334,33.3,1031.163,13.7,17.6,37.745,45.787,37.806,47.379
2024-12-28T03:00:00Z,53.367,33,1030.303,14,17.8,38.196,45.794,38.295,47.327
2024-12-28T04:00:00Z,53.8,33.167,1029.862,14.4,17.9,39.484,45.883,39.602,47.518
2024-12-28T05:00:00Z,53.867,33.8,1029.668,14.9,18.5,40.448,47.022,40.675,49.25
2024-12-28T06:00:00Z,53.166,34.667,1029.15,17.2,21.2,45.6,51.657,47.151,56.788
2024-12-28T07:00:00Z,54.967,35.067,1029.403,19.1,23.3,48.942,54.751,52.294,61.925
2024-12-28T08:00:00Z,55.966,35.933,1028.412,18.9,23,48.799,54.651,51.953,61.775
2024-12-28T09:00:00Z,56.966,36.7,1027.709,20,24.6,50.559,56.965,54.969,65.71
2024-12-28T10:00:00Z,57.1,36.933,1027.41,20.4,24.9,51.172,57.296,55.965,66.367
2024-12-28T11:00:00Z,57.466,36.867,1027.289,20.2,24.6,50.778,56.889,55.338,65.733
2024-12-28T12:00:00Z,57.567,37.166,1027.3,20.4,25,51.118,57.69,55.934,67.018
2024-12-28T13:00:00Z,56.967,38.166,1027.315,20.8,25.7,52.108,58.228,57.594,68.285
2024-12-28T14:00:00Z,56.433,39.233,1027.554,22.2,26.8,53.241,59.147,59.976,70.749
2024-12-28T15:00:00Z,57.066,40.367,1027.319,23.1,27.6,53.74,59.088,61.322,71.162
2024-12-28T16:00:00Z,57.5,41.567,1026.469,24.2,28.7,54.71,59.819,63.479,73.426
2024-12-28T17:00:00Z,57.067,43,1025.434,25.5,29.5,55.522,59.556,65.683,73.761
2024-12-28T18:00:00Z,55.534,45.266,1024.683,25.6,29.3,54.407,57.881,64.492,71.681
2024-12-28T19:00:00Z,54.3,47.267,1024.411,25.8,29,53.169,56.129,63.104,69.222
2024-12-28T20:00:00Z,55.6,46.233,1024.974,24.3,27.8,51.684,55.123,60.076,66.685
2024-12-28T21:00:00Z,57.334,45.9,1025.046,23.1,26.3,50.04,53.992,56.987,64.139
2024-12-28T22:00:00Z,58.7,45.466,1025.233,21.9,25,48.915,52.383,54.762,60.892
2024-12-28T23:00:00Z,59.3,44.966,1025.425,21.2,24.3,48.014,51.41,53.171,58.984
2024-12-29T00:00:00Z,59.267,44.933,1025.326,20.4,23.6,46.928,50.518,51.397,57.448
2024-12-29T01:00:00Z,60,44.966,1025.379,20.5,23.7,46.989,51.008,51.49,58.198
2024-12-29T02:00:00Z,60.9,44.7,1025.346,22.8,26.4,50.85,54.838,57.894,65.088
2024-12-29T03:00:00Z,63.434,43.867,1025.283,24.3,28.1,53.251,57.588,61.912,70.259
2024-12-29T04:00:00Z,63.9,43.834,1025.11,26.4,30.2,56.113,60.046,67.435,75.683
2024-12-29T05:00:00Z,63.966,44,1024.923,26.5,30.4,56.245,60.05,67.651,75.606
2024-12-29T06:00:00Z,63.966,44,1024.97,26.4,29.7,56.335,59.761,67.849,75.098
2024-12-29T07:00:00Z,63.933,44,1024.993,25.7,28.9,55.489,58.657,66.296,72.666
2024-12-29T08:00:00Z,64.066,43.933,1024.999,24.9,27.9,54.609,57.725,64.573,70.583
2024-12-29T09:00:00Z,63.966,44,1024.716,24.4,26.9,53.769,56.388,62.909,67.885
2024-12-29T10:00:00Z,63.966,44,1024.492,23.4,26.2,52.567,55.217,60.746,65.675
2024-12-29T11:00:00Z,64.166,44,1024.1,22,24.7,50.305,53.275,56.772,61.934
2024-12-29T12:00:00Z,64.034,44,1023.341,21,23.8,48.407,51.888,53.676,59.553
2024-12-29T13:00:00Z,64.934,44.7,1023.161,21.7,23.9,48.996,51.775,54.844,59.626
2024-12-29T14:00:00Z,65.233,45,1022.876,19.7,22.1,45.971,48.892,49.859,54.779
2024-12-29T15:00:00Z,65.666,45.967,1021.954,15.9,17.8,39.095,41.614,40.119,43.518
2024-12-29T16:00:00Z,65.067,46.7,1020.342,12.4,14.2,30.095,33.635,30.164,33.849
2024-12-29T17:00:00Z,65.167,47.8,1018.442,10.5,11.9,24.538,27.49,24.538,27.497
2024-12-29T18:00:00Z,65.966,48.2,1017.26,9.5,10.8,22.349,24.152,22.349,24.152
2024-12-29T19:00:00Z,66.133,48.566,1016.284,7.8,9,17.397,19.457,17.397,19.457
2024-12-29T20:00:00Z,66.434,48.7,1015.512,6.9,7.9,15.063,17.252,15.063,17.252
2024-12-29T21:00:00Z,66.867,48.534,1014.598,6.6,7.7,13.921,16.093,13.921,16.093
2024-12-29T22:00:00Z,66.167,47.6,1013.428,7,8,15.383,17.302,15.383,17.302
2024-12-29T23:00:00Z,67.034,45.966,1012.717,6.8,8.1,14.837,17.2,14.837,17.2
2024-12-30T00:00:00Z,69.5,46.434,1011.361,6.5,7.6,14.747,16.189,14.747,16.189
2024-12-30T01:00:00Z,70.267,59.5,1010.093,1.4,1.4,1.543,1.681,1.543,1.681
2024-12-30T02:00:00Z,64.367,61.7,1009.091,1.3,1.3,1.552,1.683,1.552,1.683
2024-12-30T03:00:00Z,63.733,62.8,1008.311,1.2,1.2,1.341,1.446,1.341,1.446
