time_stamp,humidity,temperature,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-12-28T00:00:00Z,66.1,-225,497.346,15.6,12.9,39.132,35.308,39.427,35.34
2024-12-28T01:00:00Z,68.566,-225,497.493,16.6,13.8,42.072,37.613,42.644,37.715
2024-12-28T02:00:00Z,71.566,-225,497.457,14.7,11.8,36.319,32.199,36.434,32.208
2024-12-28T03:00:00Z,73.3,-225,497.386,15.6,12.8,38.844,34.341,39.064,34.361
2024-12-28T04:00:00Z,74.1,-225,497.43,16.1,13.2,40.18,35.988,40.517,36.031
2024-12-28T05:00:00Z,77.567,-225,497.25,18.7,15.4,46.008,41.446,47.945,41.989
2024-12-28T06:00:00Z,77.967,-225,496.894,21.8,18,50.775,46.983,55.619,49.29
2024-12-28T07:00:00Z,83.3,-225,496.861,24.1,20.2,53.874,50.282,61.329,54.715
2024-12-28T08:00:00Z,87.4,-225,496.671,23.4,19.4,52.829,48.979,59.769,52.743
2024-12-28T09:00:00Z,87,-225,496.494,24,19.8,52.729,48.962,60.051,53.057
2024-12-28T10:00:00Z,87.633,-225,496.443,24.6,20.2,53.362,49.219,61.234,53.707
2024-12-28T11:00:00Z,90.333,-225,496.409,24.6,20.3,53.273,49.379,61.22,54.005
2024-12-28T12:00:00Z,91.9,-225,496.491,25.4,21,54.35,50.085,63.142,55.358
2024-12-28T13:00:00Z,91.567,-225,496.205,26.1,21.7,54.903,50.647,64.657,56.578
2024-12-28T14:00:00Z,91.167,-225,496.032,28,23.3,56.572,52.419,68.431,59.949
2024-12-28T15:00:00Z,91.3,-225,495.686,33.6,27.7,62.65,57.746,79.797,69.713
2024-12-28T16:00:00Z,92.767,-225,495.451,31.1,25.7,57.972,53.597,73.476,63.506
2024-12-28T17:00:00Z,91.666,-225,495.105,34.9,28.5,60.481,55.868,80.291,69.356
2024-12-28T18:00:00Z,90.5,-225,494.814,32.8,26.8,56.883,52.809,73.91,64.058
2024-12-28T19:00:00Z,93.2,-225,494.668,28.5,23.2,51.251,47.153,62.409,54.075
2024-12-28T20:00:00Z,99.233,-225,494.914,32.8,27,55.992,51.985,71.652,63.007
2024-12-28T21:00:00Z,99.3,-225,495.12,29.9,24.5,53.939,49.962,67.063,58.354
2024-12-28T22:00:00Z,99.934,-225,495.278,32.9,27.5,58.285,54.324,74.775,66.049
2024-12-28T23:00:00Z,100,-225,495.312,30.5,25.4,54.92,51.325,68.891,60.734
2024-12-29T00:00:00Z,100,-225,495.428,30.7,25.5,55.083,51.585,69.265,61.248
2024-12-29T01:00:00Z,100,-225,495.441,31,25.7,56.136,52.419,71.102,62.462
2024-12-29T02:00:00Z,100,-225,495.496,29.5,24.8,55.056,51.398,68.275,60.328
2024-12-29T03:00:00Z,100,-225,495.427,27.7,23.2,52.962,49.227,64.109,56.508
2024-12-29T04:00:00Z,100,-225,495.488,24.4,20.6,49.065,45.843,56.544,50.691
2024-12-29T05:00:00Z,100,-225,495.468,18.8,15.7,40.943,37.35,43.253,38.219
2024-12-29T06:00:00Z,100,-225,495.457,17.7,15,39.031,35.627,40.303,35.919
2024-12-29T07:00:00Z,100,-225,495.423,17.2,14.2,38.283,34.03,39.204,34.203
2024-12-29T08:00:00Z,100,-225,495.406,16.9,14,37.309,33.729,37.973,33.851
2024-12-29T09:00:00Z,100,-225,495.412,15.1,12.3,33.357,29.377,33.556,29.402
2024-12-29T10:00:00Z,100,-225,495.426,12,9.5,25.624,22.287,25.624,22.287
2024-12-29T11:00:00Z,100,-225,495.519,11.9,9.7,25.617,22.408,25.623,22.408
2024-12-29T12:00:00Z,100,-225,495.512,10.3,8.3,21.137,18.73,21.137,18.73
2024-12-29T13:00:00Z,100,-225,495.424,10.4,8.4,21.727,19.195,21.727,19.195
2024-12-29T14:00:00Z,100,-225,495.404,9.5,7.5,19.412,16.965,19.412,16.965
2024-12-29T15:00:00Z,100,-225,495.385,7,5.8,13.486,12.233,13.486,12.233
2024-12-29T16:00:00Z,100,-225,495.117,5,4.1,9.048,8.22,9.048,8.22
2024-12-29T17:00:00Z,100,-225,494.754,4.2,3.6,7.373,6.769,7.373,6.769
2024-12-29T18:00:00Z,100,-225,494.377,4,3.5,6.704,6.04,6.704,6.04
2024-12-29T19:00:00Z,100,-225,494.305,5.6,4.9,9.573,9.191,9.573,9.191
2024-12-29T20:00:00Z,100,-225,494.342,7.6,6.6,14.008,13.468,14.008,13.468
2024-12-29T21:00:00Z,100,-225,494.303,10.4,9.1,19.504,18.73,19.504,18.73
2024-12-29T22:00:00Z,100,-225,494.308,11,9.1,20.062,18.425,20.062,18.425
2024-12-29T23:00:00Z,100,-225,494.301,6.4,5.3,10.82,9.962,10.82,9.962
2024-12-30T00:00:00Z,100,-225,494.198,5,4.3,8.165,7.521,8.165,7.521
2024-12-30T01:00:00Z,100,-225,494.079,4.4,3.9,6.848,6.604,6.848,6.604
2024-12-30T02:00:00Z,100,-225,494.165,3.8,3.3,5.841,5.563,5.841,5.563
2024-12-30T03:00:00Z,100,-225,493.96,2.9,2.7,4.179,4.192,4.179,4.192
2024-12-30T04:00:00Z,100,-225,493.839,2.1,2.1,2.872,3.078,2.872,3.078
2024-12-30T05:00:00Z,100,-225,493.712,1.1,1.1,1.052,1.188,1.052,1.188
2024-12-30T06:00:00Z,100,-225,493.674,0.7,0.7,0.355,0.432,0.355,0.432
2024-12-30T07:00:00Z,100,-225,493.618,0.9,0.9,0.621,0.765,0.621,0.765
2024-12-30T08:00:00Z,100,-225,493.63,0.8,0.8,0.516,0.688,0.516,0.688
2024-12-30T09:00:00Z,100,-225,493.673,0.5,0.6,0.244,0.39,0.244,0.39
2024-12-30T10:00:00Z,100,-225,493.615,0.5,0.6,0.185,0.433,0.185,0.433
2024-12-30T11:00:00Z,100,-225,493.701,0.3,0.4,0.034,0.18,0.034,0.18
2024-12-30T12:00:00Z,100,-225,493.692,0.8,0.9,0.563,0.769,0.563,0.769
2024-12-30T13:00:00Z,100,-225,493.428,1.8,1.8,2.268,2.465,2.268,2.465
2024-12-30T14:00:00Z,100,-225,493.269,1.2,1.2,1.199,1.432,1.199,1.432
2024-12-30T15:00:00Z,97.367,-225,492.651,0.8,0.7,0.484,0.426,0.484,0.426
2024-12-30T16:00:00Z,81.4,-225,492.711,11.7,9.7,15.645,13.77,20.324,17.735
2024-12-30T17:00:00Z,64.6,-225,492.362,2.6,2.2,3.485,3.114,3.745,3.374
2024-12-30T18:00:00Z,55.933,-225,492.596,21.8,19.1,29.194,27.456,37.879,35.463
2024-12-30T19:00:00Z,54.666,-225,493.067,9.9,8.4,14.824,13.47,18.107,16.366
2024-12-30T20:00:00Z,60.6,-225,493.317,5.3,4.3,7.502,6.66,9.085,7.907
2024-12-30T21:00:00Z,68.833,-225,493.762,4.5,3.8,6.228,5.705,7.75,7.106
2024-12-30T22:00:00Z,78.966,-225,494.095,1.9,1.5,2.681,2.174,2.861,2.269
2024-12-30T23:00:00Z,82,-225,494.101,0.9,0.8,0.905,0.606,0.905,0.606
2024-12-31T00:00:00Z,85.166,-225,494.185,1.5,1.3,1.825,1.653,1.987,1.78
2024-12-31T01:00:00Z,85.1,-225,494.221,19.9,16.3,31.078,27.648,39.998,35.022
2024-12-31T02:00:00Z,80.9,-225,494.408,8.9,7.5,12.637,11.143,17.543,15.315
2024-12-31T03:00:00Z,82.133,-225,494.325,0.9,0.7,0.696,0.539,0.696,0.539
2024-12-31T04:00:00Z,80.633,-225,494.615,0.5,0.5,0.198,0.225,0.198,0.225
2024-12-31T05:00:00Z,79.333,-225,494.49,0.4,0.5,0.026,0.088,0.026,0.088
2024-12-31T06:00:00Z,80.767,-225,494.609,0.7,0.7,0.309,0.417,0.309,0.417
2024-12-31T07:00:00Z,83.534,-225,495.014,0.9,0.8,0.561,0.581,0.561,0.581
2024-12-31T08:00:00Z,89,-225,495.467,1.1,1,1.03,1.02,1.03,1.02
2024-12-31T09:00:00Z,94.4,-225,495.876,1.1,1.1,1.124,1.127,1.124,1.127
2024-12-31T10:00:00Z,98.066,-225,496.187,1.1,1.1,1.13,1.137,1.13,1.137
2024-12-31T11:00:00Z,95.133,-225,496.354,1.1,1,1.008,0.853,1.008,0.853
2024-12-31T12:00:00Z,96.233,-225,496.361,1.6,1.4,1.951,1.756,1.951,1.756
2024-12-31T13:00:00Z,95.133,-225,495.188,2.3,2,3.526,3.175,3.526,3.175
2024-12-31T14:00:00Z,78.733,-225,493.306,2.6,2.3,3.736,3.322,3.736,3.322
2024-12-31T15:00:00Z,70.934,-225,493.265,2.2,1.9,2.899,2.484,2.899,2.484
2024-12-31T16:00:00Z,67.367,-225,493.204,2.5,2,3.267,2.811,3.267,2.811
2024-12-31T17:00:00Z,61.266,-225,493.122,2.9,2.4,3.883,3.354,3.883,3.354
2024-12-31T18:00:00Z,61.133,-225,493.457,2.7,2.3,3.714,3.346,3.714,3.346
2024-12-31T19:00:00Z,62.6,-225,493.536,2.5,2,3.248,2.792,3.248,2.792
2024-12-31T20:00:00Z,68.867,-225,493.806,2.6,2.3,3.495,3.316,3.495,3.316
2024-12-31T21:00:00Z,71.466,-225,494.102,2.4,2.1,3.324,2.851,3.324,2.851
2024-12-31T22:00:00Z,77.667,-225,494.526,3,2.4,4.415,3.689,4.415,3.689
2024-12-31T23:00:00Z,84.945,-225,494.753,3.8,3.3,6.36,5.695,6.36,5.695
2025-01-01T00:00:00Z,83.35,-225,494.945,4,3.4,6.803,5.951,6.803,5.951
2025-01-01T01:00:00Z,87.567,-225,494.96,5.8,4.7,10.569,9.163,10.569,9.163
2025-01-01T02:00:00Z,90.666,-225,495.166,4.7,3.8,8.219,6.933,8.219,6.933
2025-01-01T03:00:00Z,93.6,-225,495.317,4.1,3.4,7.117,6.435,7.117,6.435
2025-01-01T04:00:00Z,95.433,-225,495.215,3.7,3.1,6.412,5.723,6.412,5.723
2025-01-01T05:00:00Z,100,-225,495.214,5.7,4.7,10.527,9.614,10.527,9.614
2025-01-01T06:00:00Z,100,-225,495.246,4.6,3.9,8.235,7.573,8.235,7.573
2025-01-01T07:00:00Z,100,-225,495.062,4,3.3,6.696,5.892,6.696,5.892
2025-01-01T08:00:00Z,100,-225,495.005,6,4.9,10.524,9.13,10.979,9.502
2025-01-01T09:00:00Z,100,-225,494.983,5.4,4.3,9.395,8.157,9.395,8.157
2025-01-01T10:00:00Z,100,-225,495.093,5.9,4.8,10.189,8.934,10.189,8.934
2025-01-01T11:00:00Z,100,-225,495.055,7.9,6.1,14.791,12.258,14.791,12.258
2025-01-01T12:00:00Z,100,-225,495.099,6.3,4.9,11.11,9.623,11.11,9.623
2025-01-01T13:00:00Z,100,-225,495.097,6.7,5.3,12.02,10.529,12.02,10.529
2025-01-01T14:00:00Z,100,-225,494.937,6.7,5.2,11.628,10.112,11.628,10.112
2025-01-01T15:00:00Z,100,-225,494.813,6.3,5.1,11.093,10.97,11.093,9.73
2025-01-01T16:00:00Z,100,-225,494.72,6.6,5.3,11.383,9.938,11.383,9.938
2025-01-01T17:00:00Z,100,-225,494.798,7.6,6.1,13.759,12.202,13.759,12.202
2025-01-01T18:00:00Z,100,-225,494.933,8.1,6.5,15.117,13.23,15.117,13.23
2025-01-01T19:00:00Z,100,-225,494.871,7.3,5.8,13.238,11.645,13.238,11.645
2025-01-01T20:00:00Z,100,-225,494.875,5.1,4,8.895,7.678,8.895,7.678
2025-01-01T21:00:00Z,100,-225,495.112,0.1,0.2,0,0,0,0
2025-01-01T22:00:00Z,97.667,-225,495.212,0.1,0.1,0,0,0,0
2025-01-01T23:00:00Z,98.233,-225,495.445,0.1,0.1,0,0,0,0
2025-01-02T00:00:00Z,97.6,-225,495.428,0.2,0.2,0.031,0.012,0.031,0.012
2025-01-02T01:00:00Z,89.6,-225,495.523,0.1,0.2,0.006,0,0.006,0
2025-01-02T02:00:00Z,86.667,-225,495.619,0.1,0.2,0,0,0,0
2025-01-02T03:00:00Z,84.533,-225,495.679,0.2,0.2,0,0.003,0,0.003
