time_stamp,humidity,temperature,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-12-28T00:00:00Z,,,,24.9,27.2,53.5,52.331,63.59,62.544
2024-12-28T01:00:00Z,,,,23.1,25.6,51.181,50.897,59.23,59.367
2024-12-28T02:00:00Z,,,,22.9,25.3,51.12,50.392,59.08,58.54
2024-12-28T03:00:00Z,,,,23.2,25.6,51.596,50.892,59.989,59.307
2024-12-28T04:00:00Z,,,,23.4,25.4,51.868,50.623,60.427,58.859
2024-12-28T05:00:00Z,,,,23.7,26.1,52.285,51.347,61.201,60.496
2024-12-28T06:00:00Z,,,,25.2,27.9,54.115,53.479,64.809,64.648
2024-12-28T07:00:00Z,,,,27.3,30,56.606,55.323,70.149,69.009
2024-12-28T08:00:00Z,,,,27.2,29.5,55.528,54.231,68.7,67.214
2024-12-28T09:00:00Z,,,,28.2,30.9,56.656,55.556,71.22,70.201
2024-12-28T10:00:00Z,,,,29.1,31.9,57.605,56.795,73.457,73.043
2024-12-28T11:00:00Z,,,,30,32.9,58.237,57.266,75.327,74.641
2024-12-28T12:00:00Z,,,,30,33,58.104,57.165,75.109,74.469
2024-12-28T13:00:00Z,,,,30.2,33.3,57.64,56.915,74.593,74.37
2024-12-28T14:00:00Z,,,,31.6,34.4,58.541,57.427,77.274,76.267
2024-12-28T15:00:00Z,,,,33,35.8,59.458,58.331,80.019,78.823
2024-12-28T16:00:00Z,,,,35.4,38.3,60.97,59.665,84.804,83.069
2024-12-28T17:00:00Z,,,,37.1,40.4,61.788,60.721,87.447,86.465
2024-12-28T18:00:00Z,,,,38,42.1,61.674,60.944,88.361,88.424
2024-12-28T19:00:00Z,,,,37.8,41.2,59.9,59.114,85.421,84.796
2024-12-28T20:00:00Z,,,,35.2,38.8,56.91,56.557,78.204,78.725
2024-12-28T21:00:00Z,,,,33.6,36.5,55.13,54.228,74.31,73.212
2024-12-28T22:00:00Z,,,,31.1,34,52.855,52.084,68.647,68.2
2024-12-28T23:00:00Z,,,,31.4,34.3,52.95,52.399,68.954,68.864
2024-12-29T00:00:00Z,,,,32,35,53.486,52.963,70.289,70.284
2024-12-29T01:00:00Z,,,,31.2,34.2,52.739,52.334,68.567,68.792
2024-12-29T02:00:00Z,,,,32.2,35.3,53.872,53.483,71.036,71.375
2024-12-29T03:00:00Z,,,,35.4,38.6,57.141,56.552,78.999,78.922
2024-12-29T04:00:00Z,,,,37.8,41.7,59.418,59.061,84.779,85.205
2024-12-29T05:00:00Z,,,,39.8,44.4,61.349,60.686,89.794,89.721
2024-12-29T06:00:00Z,,,,39.8,44.4,61.3,60.662,89.981,89.72
2024-12-29T07:00:00Z,,,,37.8,42.1,59.468,59.094,85.166,85.393
2024-12-29T08:00:00Z,,,,36.7,41.6,58.895,58.501,83.666,83.957
2024-12-29T09:00:00Z,,,,34.7,39,57.188,56.972,79.009,79.53
2024-12-29T10:00:00Z,,,,33,36.8,55.96,55.232,75.73,75.348
2024-12-29T11:00:00Z,,,,31.1,34.8,54.404,53.576,71.707,71.249
2024-12-29T12:00:00Z,,,,29.7,33,53.371,52.32,68.981,67.744
2024-12-29T13:00:00Z,,,,26,29.1,49.147,48.356,60.004,59.218
2024-12-29T14:00:00Z,,,,21.2,23.7,42.502,41.921,47.945,47.397
2024-12-29T15:00:00Z,,,,21.5,23.8,42.273,41.585,47.678,47.026
2024-12-29T16:00:00Z,,,,19.2,21,38.876,38.023,42.09,41.172
2024-12-29T17:00:00Z,,,,16.6,18.5,34.511,34.516,35.788,35.927
2024-12-29T18:00:00Z,,,,10.3,11.5,20.857,21.621,20.857,21.621
2024-12-29T19:00:00Z,,,,9.8,10.7,19.541,20.318,19.541,20.318
2024-12-29T20:00:00Z,,,,9.2,9.9,18.476,18.854,18.476,18.854
2024-12-29T21:00:00Z,,,,8.7,9.3,17.398,17.775,17.398,17.775
2024-12-29T22:00:00Z,,,,10,10.9,20.277,21.003,20.277,21.003
2024-12-29T23:00:00Z,,,,8.9,9.6,18.049,18.681,18.049,18.681
2024-12-30T00:00:00Z,,,,6.2,6.8,12.191,12.876,12.191,12.876
2024-12-30T01:00:00Z,,,,1.2,1.3,1.257,1.286,1.257,1.286
2024-12-30T02:00:00Z,,,,1.1,1.2,1.079,1.203,1.079,1.203
2024-12-30T03:00:00Z,,,,0.9,1.1,0.744,0.899,0.744,0.899
2024-12-30T04:00:00Z,,,,0.7,0.7,0.285,0.419,0.285,0.419
2024-12-30T05:00:00Z,,,,0.4,0.5,0.081,0.116,0.081,0.116
2024-12-30T06:00:00Z,,,,0.3,0.3,0.02,0.014,0.02,0.014
2024-12-30T07:00:00Z,,,,0.3,0.4,0.015,0.025,0.015,0.025
2024-12-30T08:00:00Z,,,,0.2,0.2,0.011,0.003,0.011,0.003
