time_stamp,humidity,temperature,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-12-28T00:00:00Z,52,32.067,1023.384,15.7,16.5,39.113,40.918,39.181,41.113
2024-12-28T01:00:00Z,52.933,31.966,1022.976,15.7,16.3,38.693,40.413,38.747,40.507
2024-12-28T02:00:00Z,53.1,31.8,1022.783,16.4,17,40.7,42.046,40.849,42.302
2024-12-28T03:00:00Z,54.3,32,1022.037,16.7,17.4,41.549,42.904,41.891,43.385
2024-12-28T04:00:00Z,54,31.867,1021.446,17.6,18.2,43.645,44.603,44.364,45.614
2024-12-28T05:00:00Z,54.1,32.267,1021.092,18,18.8,44.563,46.009,45.492,47.421
2024-12-28T06:00:00Z,54.8,33.033,1020.86,18,19.3,44.564,46.531,45.377,48.184
2024-12-28T07:00:00Z,58.967,34.166,1021.07,18.5,19.6,45.593,47.181,46.873,49.337
2024-12-28T08:00:00Z,60.534,35,1020.216,19.1,19.8,46.527,47.445,48.321,49.66
2024-12-28T09:00:00Z,61.3,35.067,1019.492,19.4,20.5,47.15,48.51,49.307,51.517
2024-12-28T10:00:00Z,61.233,35.833,1019.128,19.9,21,47.89,49.293,50.483,52.816
2024-12-28T11:00:00Z,61.834,35.966,1018.987,19.9,20.5,47.836,48.398,50.422,51.328
2024-12-28T12:00:00Z,62,35.833,1018.901,20,20.9,48.094,49.101,50.815,52.498
2024-12-28T13:00:00Z,62.333,36.6,1019.108,20.1,21.2,48.326,49.614,51.209,53.392
2024-12-28T14:00:00Z,62.867,37.233,1019.198,21.3,22.1,50.146,51.112,54.344,55.916
2024-12-28T15:00:00Z,63.1,38.467,1019.121,22.8,23.7,52.39,53.852,57.998,60.383
2024-12-28T16:00:00Z,63.966,39.934,1018.444,24.3,25,54.907,56.133,62.2,64.259
2024-12-28T17:00:00Z,63.666,41.267,1017.287,26.1,26.9,57.627,57.808,66.984,67.968
2024-12-28T18:00:00Z,63.834,43.033,1016.406,25.9,26.9,56.657,56.682,65.722,66.648
2024-12-28T19:00:00Z,64,44.733,1016.619,26.8,28,56.456,56.53,66.566,67.702
2024-12-28T20:00:00Z,63.966,45,1017.108,27.9,28.7,58.125,57.477,69.523,69.253
2024-12-28T21:00:00Z,64.367,44.034,1016.929,27.2,28.1,57.608,57.38,68.102,68.601
2024-12-28T22:00:00Z,64.534,43.933,1017.287,28.4,29.6,59.52,59.513,72.006,72.989
2024-12-28T23:00:00Z,64.1,43.8,1017.384,26.6,27.7,57.48,57.47,67.665,68.364
2024-12-29T00:00:00Z,64.267,43.633,1017.164,29,30,60.42,60.185,73.579,74.134
2024-12-29T01:00:00Z,65.4,43.534,1017.449,30,31.3,62.259,61.799,77.154,77.638
2024-12-29T02:00:00Z,65.433,42.933,1017.308,31.5,32.7,64.025,63.487,80.998,81.345
2024-12-29T03:00:00Z,66,43,1017.304,33,34.3,65.605,65.177,84.642,85.4
2024-12-29T04:00:00Z,66,42.7,1016.799,32.9,34.5,65.593,65.138,84.938,85.453
2024-12-29T05:00:00Z,66.667,43.7,1016.937,25.9,27,56.06,56.317,65.19,66.547
2024-12-29T06:00:00Z,66.566,43.4,1016.966,21.3,22.1,49.32,49.053,53.37,53.66
2024-12-29T07:00:00Z,66.966,44,1017.109,18.3,18.9,43.575,44.069,44.509,45.549
2024-12-29T08:00:00Z,66.267,43.166,1016.697,18.9,19.4,44.95,44.596,46.617,46.545
2024-12-29T09:00:00Z,66.966,43,1016.695,16.9,17.1,41.267,40.725,41.541,41.141
2024-12-29T10:00:00Z,66.334,42.966,1016.476,16.2,16.9,39.386,40.166,39.528,40.501
2024-12-29T11:00:00Z,66.966,42.5,1015.6,16.5,16.9,40.021,40.285,40.209,40.618
2024-12-29T12:00:00Z,67,43,1015.35,16.6,17.1,40.623,40.328,40.894,40.601
2024-12-29T13:00:00Z,67,43.567,1015.221,14.9,15.4,35.641,36.432,35.675,36.466
2024-12-29T14:00:00Z,67.733,44.233,1014.909,14.1,14.4,33.392,33.918,33.392,33.923
2024-12-29T15:00:00Z,67.233,44.733,1013.978,11.6,12.1,27.177,28.084,27.177,28.084
2024-12-29T16:00:00Z,68.7,45.467,1012.379,6.4,6.8,13.913,14.722,13.913,14.722
2024-12-29T17:00:00Z,69.7,47.067,1010.458,5.6,5.9,11.66,12.168,11.66,12.168
2024-12-29T18:00:00Z,71.767,48.767,1009.267,4.8,5.2,9.97,10.44,9.97,10.44
2024-12-29T19:00:00Z,73.433,49.333,1008.315,3.7,4,6.799,7.596,6.799,7.596
2024-12-29T20:00:00Z,74.2,50.5,1007.691,4.9,5.3,9.698,10.335,9.698,10.335
2024-12-29T21:00:00Z,75.534,52.633,1006.72,5.7,6.1,10.963,11.729,10.963,11.729
2024-12-29T22:00:00Z,75.6,53.133,1005.451,7,7.1,13.774,13.938,13.774,13.938
2024-12-29T23:00:00Z,75.566,54,1004.766,5.3,5.7,9.932,10.756,9.932,10.756
2024-12-30T00:00:00Z,74.966,54.667,1003.745,3.4,3.6,5.952,6.056,5.952,6.056
2024-12-30T01:00:00Z,74.666,55.466,1002.811,2.5,2.6,3.796,3.978,3.796,3.978
2024-12-30T02:00:00Z,73.6,56.3,1002.191,2.3,2.5,3.362,3.721,3.362,3.721
2024-12-30T03:00:00Z,73.8,57.1,1001.466,2.4,2.6,3.518,3.746,3.518,3.746
2024-12-30T04:00:00Z,75.767,58.034,999.983,1.1,1.3,1.094,1.348,1.094,1.348
2024-12-30T05:00:00Z,76.233,59,998.545,0.8,0.9,0.588,0.669,0.588,0.669
2024-12-30T06:00:00Z,75.4,59.1,997.505,0.5,0.6,0.134,0.207,0.134,0.207
2024-12-30T07:00:00Z,76,59.8,996.498,0.6,0.7,0.224,0.351,0.224,0.351
2024-12-30T08:00:00Z,75.8,60,995.514,0.6,0.6,0.213,0.218,0.213,0.218
2024-12-30T09:00:00Z,75.667,60,994.87,0.3,0.3,0.003,0.021,0.003,0.021
2024-12-30T10:00:00Z,74.566,60,994.048,6.7,6.4,8.78,8.192,13.158,12.245
2024-12-30T11:00:00Z,74.4,59.7,993.15,0.9,1.3,1.141,1.49,1.295,1.856
2024-12-30T12:00:00Z,74.133,60,993.404,0.5,0.5,0.069,0.106,0.069,0.106
2024-12-30T13:00:00Z,73.7,59.966,993.608,0.8,0.8,0.474,0.566,0.474,0.566
2024-12-30T14:00:00Z,72.966,60.666,994.064,1,1.2,0.905,1.161,0.905,1.161
2024-12-30T15:00:00Z,64.2,61,994.567,0.6,0.8,0.297,0.5,0.297,0.5
2024-12-30T16:00:00Z,52.5,60.067,994.198,0.6,0.7,0.206,0.377,0.206,0.377
2024-12-30T17:00:00Z,46.166,59.1,994.257,0.3,0.4,0.024,0.052,0.024,0.052
2024-12-30T18:00:00Z,42.2,57.867,994.812,0.2,0.2,0.001,0,0.001,0
2024-12-30T19:00:00Z,39.867,57.966,995.022,0.1,0.2,0.003,0.004,0.003,0.004
2024-12-30T20:00:00Z,39.5,57.966,995.845,0.8,0.8,1.032,1.018,1.032,1.018
2024-12-30T21:00:00Z,41.367,56.066,996.94,0.4,0.5,0.301,0.373,0.301,0.373
2024-12-30T22:00:00Z,45.7,54.367,997.892,0.6,0.7,0.521,0.582,0.521,0.582
2024-12-30T23:00:00Z,49.834,52.966,998.71,0.8,0.9,0.745,0.882,0.745,0.882
2024-12-31T00:00:00Z,50.434,53,999.507,0.6,0.7,0.241,0.358,0.241,0.358
2024-12-31T01:00:00Z,54.233,52.133,1000.862,0.3,0.4,0.16,0.212,0.16,0.212
2024-12-31T02:00:00Z,55.3,50.733,1001.564,0.4,0.5,0.114,0.207,0.114,0.207
2024-12-31T03:00:00Z,49.9,51.766,1002.284,0.3,0.4,0.024,0.037,0.024,0.037
2024-12-31T04:00:00Z,49.834,51.867,1002.727,0.3,0.3,0.003,0.007,0.003,0.007
2024-12-31T05:00:00Z,50.267,50.9,1002.794,0.3,0.4,0.003,0.023,0.003,0.023
2024-12-31T06:00:00Z,51,50.8,1003.341,0.5,0.5,0.075,0.038,0.075,0.038
2024-12-31T07:00:00Z,52.7,49.167,1004.029,0.6,0.6,0.137,0.263,0.137,0.263
2024-12-31T08:00:00Z,56.566,45.966,1004.447,0.8,0.9,0.58,0.752,0.58,0.752
2024-12-31T09:00:00Z,59.133,43.6,1005.12,0.8,0.9,0.542,0.656,0.542,0.656
2024-12-31T10:00:00Z,59,42.5,1005.389,1,1.2,1.019,1.321,1.019,1.321
2024-12-31T11:00:00Z,59.166,41.7,1006.363,1.3,1.4,1.778,1.68,1.778,1.68
2024-12-31T12:00:00Z,60.867,40,1006.627,2.5,2.7,4.973,5.435,4.973,5.435
2024-12-31T13:00:00Z,62,40.4,1007.077,1.8,2,3.117,3.542,3.117,3.542
2024-12-31T14:00:00Z,60.7,44.4,1007.613,2,2.3,3.275,3.906,3.275,3.906
2024-12-31T15:00:00Z,55.466,48.067,1007.31,1.9,2,2.977,3.329,2.977,3.329
2024-12-31T16:00:00Z,51.666,50.733,1006.154,2.1,2.1,3.083,2.893,3.083,2.893
2024-12-31T17:00:00Z,47.1,52.4,1005,2.3,2.4,3.46,3.655,3.46,3.655
2024-12-31T18:00:00Z,45.5,54.2,1004.264,2.3,2.6,3.484,3.947,3.484,3.947
2024-12-31T19:00:00Z,43.833,54.9,1003.656,2.1,2.3,3.002,3.128,3.002,3.128
2024-12-31T20:00:00Z,44.6,54.233,1003.524,2,2.1,2.742,2.971,2.742,2.971
2024-12-31T21:00:00Z,46.367,53.133,1003.405,2,2.2,2.696,3.131,2.696,3.131
2024-12-31T22:00:00Z,50.133,51.1,1003.539,2.5,2.7,4.389,4.361,4.389,4.361
2024-12-31T23:00:00Z,52.367,50,1003.26,8,8.4,16.219,16.776,17.118,17.684
2025-01-01T00:00:00Z,52.834,49.867,1002.569,7.5,7.8,15.091,15.857,15.514,16.343
2025-01-01T01:00:00Z,53.8,49,1001.018,8,8.3,16.934,17.581,16.934,17.581
2025-01-01T02:00:00Z,54.233,48.933,999.668,14.1,14.5,30.521,31.013,31.766,32.517
2025-01-01T03:00:00Z,55.834,47.233,998.108,14.2,14.5,31.366,31.991,32.27,33.101
2025-01-01T04:00:00Z,56.766,47.466,997.26,17.4,18.2,38.263,39.138,40.376,41.701
2025-01-01T05:00:00Z,62,47.334,996.707,12.5,12.7,27.686,28.02,28.118,28.488
2025-01-01T06:00:00Z,67.933,45.633,994.889,8.9,9.3,20.131,20.573,20.131,20.573
2025-01-01T07:00:00Z,69.534,45.9,993.684,5.7,6.1,12.075,12.91,12.075,12.91
2025-01-01T08:00:00Z,68.433,46.733,993.858,5.4,5.6,11.11,11.456,11.11,11.456
2025-01-01T09:00:00Z,67.966,46.966,993.581,4.4,4.6,8.839,9.279,8.839,9.279
2025-01-01T10:00:00Z,68,47,993.434,4.5,4.7,9.032,9.616,9.032,9.616
2025-01-01T11:00:00Z,68,47,993.289,4.7,5.1,9.447,10.301,9.447,10.301
2025-01-01T12:00:00Z,68.034,47,992.928,5.4,5.7,10.886,11.708,10.886,11.708
2025-01-01T13:00:00Z,68.1,47,993.072,5.4,5.5,11.03,11.369,11.03,11.369
2025-01-01T14:00:00Z,68.034,47.4,993.456,5,5.5,10.098,10.809,10.098,10.809
2025-01-01T15:00:00Z,68,48.1,993.296,6.1,6.5,12.231,13.108,12.231,13.108
2025-01-01T16:00:00Z,67.666,48.867,992.711,7.5,7.9,15.537,16.519,15.655,16.66
2025-01-01T17:00:00Z,68,48.7,992.402,9.3,9.6,19.526,19.913,19.848,20.291
2025-01-01T18:00:00Z,68.034,48.966,992.457,6.5,6.8,13.366,14.126,13.366,14.126
2025-01-01T19:00:00Z,68.2,48.933,992.775,4.8,5,9.355,9.891,9.355,9.891
2025-01-01T20:00:00Z,64.567,48.067,993.74,0.4,0.5,0.043,0.077,0.043,0.077
2025-01-01T21:00:00Z,60.434,46.834,994.77,0.2,0.2,0,0,0,0
2025-01-01T22:00:00Z,60.334,45.233,995.492,0.2,0.2,0.078,0.065,0.078,0.065
2025-01-01T23:00:00Z,61,44.633,996.013,0.1,0.2,0,0,0,0
2025-01-02T00:00:00Z,59.767,44.6,996.772,0.1,0.2,0,0,0,0
2025-01-02T01:00:00Z,57.867,43.9,997.249,0.1,0.2,0.003,0,0.003,0
2025-01-02T02:00:00Z,56.5,43.9,997.835,0.1,0.2,0,0.004,0,0.004
2025-01-02T03:00:00Z,55.434,43.067,998.338,0.2,0.2,0,0.007,0,0.007
2025-01-02T04:00:00Z,53.7,42.3,998.471,0.2,0.3,0.003,0,0.003,0
2025-01-02T05:00:00Z,50.133,42,998.726,0.2,0.3,0.003,0,0.003,0
2025-01-02T06:00:00Z,47.034,41.633,998.967,0.2,0.2,0,0,0,0
2025-01-02T07:00:00Z,47,42,1000.14,0.3,0.3,0.018,0.003,0.018,0.003
2025-01-02T08:00:00Z,47.666,42,1000.484,0.3,0.3,0,0.001,0,0.001
2025-01-02T09:00:00Z,49.067,41.9,1000.786,0.3,0.3,0,0.009,0,0.009
2025-01-02T10:00:00Z,49.534,41.5,1001.144,0.3,0.4,0.01,0.006,0.01,0.006
2025-01-02T11:00:00Z,48.133,41.167,1002.4,0.3,0.3,0,0.015,0,0.015
2025-01-02T12:00:00Z,48.733,40.9,1002.827,0.3,0.3,0,0.009,0,0.009
2025-01-02T13:00:00Z,47.733,41.1,1003.426,0.3,0.3,0,0.007,0,0.007
2025-01-02T14:00:00Z,46.033,43.1,1004.25,0.3,0.4,0.007,0.021,0.007,0.021
2025-01-02T15:00:00Z,48.6,43.666,1004.397,0.3,0.4,0.015,0.015,0.015,0.015
2025-01-02T16:00:00Z,60.466,42.1,1004.24,0.2,0.3,0,0.007,0,0.007
2025-01-02T17:00:00Z,62.267,43.033,1003.601,0.4,0.5,0.048,0.093,0.048,0.093
2025-01-02T18:00:00Z,56.034,44.733,1003.49,0.7,0.8,0.428,0.485,0.428,0.485
2025-01-02T19:00:00Z,47.867,44.067,1003.539,0.6,0.7,0.137,0.291,0.137,0.291
2025-01-02T20:00:00Z,43.433,43.2,1004.018,0.9,0.9,0.65,0.765,0.65,0.765
2025-01-02T21:00:00Z,46.066,41.834,1004.668,1.3,1.4,1.58,1.565,1.58,1.565
2025-01-02T22:00:00Z,45.733,41.867,1005.17,1.4,1.6,2.237,2.074,2.237,2.074
2025-01-02T23:00:00Z,43.633,40.767,1005.304,1.2,1.4,1.651,1.7,1.651,1.7
2025-01-03T00:00:00Z,41.7,39.9,1005.232,1.1,1.3,1.202,1.544,1.202,1.544
