time_stamp,humidity,temperature,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-12-28T00:00:00Z,52.633,32.167,1027.46,66.2,22.2,108.586,51.372,164.597,57.234
2024-12-28T01:00:00Z,53,32,1027.06,64.4,20.5,105.386,48.851,159.889,52.844
2024-12-28T02:00:00Z,53,32.6,1026.804,64.4,22.6,105.82,52.148,160.462,58.689
2024-12-28T03:00:00Z,53,32.566,1026.088,60.6,19.5,97.242,46.559,147.589,49.302
2024-12-28T04:00:00Z,53.067,32.867,1025.684,61,20.1,99.127,48.236,150.387,52.018
2024-12-28T05:00:00Z,53.7,33.1,1025.274,59.7,20.5,95.29,48.345,144.589,52.469
2024-12-28T06:00:00Z,53.2,33.9,1025.032,66.3,25.3,107.111,55.229,162.305,65.55
2024-12-28T07:00:00Z,58.1,34.533,1025.196,24.9,22.3,42.889,50.794,63.038,56.836
2024-12-28T08:00:00Z,59.533,35.534,1024.258,0,22.6,0,49.992,0,55.969
2024-12-28T09:00:00Z,59.966,36.466,1023.569,0,22.8,0,50.03,0,56.454
2024-12-28T10:00:00Z,60.433,37,1023.123,0,24.6,0,52.213,0,60.422
2024-12-28T11:00:00Z,61.3,36.666,1022.893,0,24.8,0,52.315,0,60.552
2024-12-28T12:00:00Z,62.6,36.166,1023.053,0,25.4,0,53.542,0,62.649
2024-12-28T13:00:00Z,63.633,36.267,1023.136,0,25.4,0,53.822,0,63.031
2024-12-28T14:00:00Z,63.775,37.4,1023.284,0,26.8,0,54.414,0,64.668
2024-12-28T15:00:00Z,63.2,39.033,1023.107,0,27.8,0,55.153,0,67.121
2024-12-28T16:00:00Z,63.233,41,1022.359,8.5,29.3,15.536,55.592,22.482,69.224
2024-12-28T17:00:00Z,62.2,43.1,1021.34,0,31,0,55.404,0,70.356
2024-12-28T18:00:00Z,61.3,45.067,1020.694,16,30.9,22.588,53.913,32.934,68.434
2024-12-28T19:00:00Z,61.566,46.367,1020.487,18.1,31,25.937,52.906,37.523,67.119
2024-12-28T20:00:00Z,63.9,45.233,1020.819,50.7,30.5,74.819,53.243,111.048,67.028
2024-12-28T21:00:00Z,66.667,45,1021.08,83.5,29.5,122.589,52.403,185.44,65.364
2024-12-28T22:00:00Z,67.034,44.567,1021.208,82.2,36.3,118.1,59.389,178.655,81.653
2024-12-28T23:00:00Z,66.525,44.2,1021.533,77.5,29.6,111.612,53.067,168.992,66.098
2024-12-29T00:00:00Z,67.067,43.867,1021.294,86.3,30.1,127.293,53.757,192.454,67.392
2024-12-29T01:00:00Z,68.466,43.466,1021.313,53.6,30.1,80.535,54.135,121.501,67.995
2024-12-29T02:00:00Z,68.933,43.6,1021.44,0,30.6,0,54.728,0,69.255
2024-12-29T03:00:00Z,69.267,43.067,1021.339,0,30.7,0,55.099,0,69.937
2024-12-29T04:00:00Z,68.733,43.7,1021.043,0,28.5,0,52.472,0,64.623
2024-12-29T05:00:00Z,70.233,43.3,1020.779,0,20.7,0,42.831,0,47.105
2024-12-29T06:00:00Z,71.7,42.8,1020.88,0,18.9,0,40.716,0,42.977
2024-12-29T07:00:00Z,70.933,43.067,1021.099,0,18.4,0,39.152,0,41.183
2024-12-29T08:00:00Z,69.566,43.367,1021.043,0,18.1,0,39.122,0,40.781
2024-12-29T09:00:00Z,69.334,43.166,1020.678,0,17.7,0,38.397,0,39.705
2024-12-29T10:00:00Z,69,43.8,1020.479,0,17,0,36.584,0,37.427
2024-12-29T11:00:00Z,69.7,43.9,1019.977,0,13.8,0,30.036,0,30.094
2024-12-29T12:00:00Z,69.633,43.167,1019.272,0,13.6,0,29.596,0,29.613
2024-12-29T13:00:00Z,69.633,43.834,1019.296,0,15.6,0,33.721,0,34.019
2024-12-29T14:00:00Z,70.775,44.308,1018.891,0,9.4,0,19.232,0,19.232
