time_stamp,humidity,temperature,pressure,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2024-12-28T00:00:00Z,52,30.334,1005.689,14.8,15.9,32.88,35.689,32.965,36.067
2024-12-28T01:00:00Z,52.7,30,1005.382,15.3,16.3,33.907,36.596,34.388,37.347
2024-12-28T02:00:00Z,53.334,30.166,1005.061,13.8,15,30.624,33.84,30.624,33.937
2024-12-28T03:00:00Z,54.133,31,1004.348,13.3,14.4,29.075,32.11,29.081,32.124
2024-12-28T04:00:00Z,54.233,31,1003.899,14,15.3,30.94,34.34,30.966,34.59
2024-12-28T05:00:00Z,54.733,32,1003.515,15.2,16.8,33.2,36.386,33.533,37.282
2024-12-28T06:00:00Z,56.233,33.734,1003.248,16.7,17.9,35.21,37.788,35.956,39.318
2024-12-28T07:00:00Z,58.8,35.867,1003.215,20.1,22.1,39.52,42.639,42.744,47.793
2024-12-28T08:00:00Z,59.567,36.9,1002.428,20.7,22.7,39.934,43.064,43.754,48.686
2024-12-28T09:00:00Z,60.433,36.9,1001.829,21.9,24,41.652,44.825,46.478,51.662
2024-12-28T10:00:00Z,61.5,37,1001.419,22.9,25.3,42.755,46.172,48.476,54.401
2024-12-28T11:00:00Z,62,37.166,1001.33,23.1,25.4,42.93,46.115,48.897,54.57
2024-12-28T12:00:00Z,62.034,38.034,1001.451,24.4,26.7,43.6,46.962,51.182,56.95
2024-12-28T13:00:00Z,62.433,39.033,1001.547,22.3,24.6,40.87,43.897,46.207,51.483
2024-12-28T14:00:00Z,63.7,40.466,1001.784,16,17.7,30.54,33.436,31.553,35.434
2024-12-28T15:00:00Z,64.467,41.834,1001.554,10.5,11.5,19.175,21.621,19.175,21.621
2024-12-28T16:00:00Z,64.8,43.367,1000.901,7.1,7.9,12.114,14.072,12.114,14.072
2024-12-28T17:00:00Z,65.367,44.7,999.967,6.6,7.4,10.726,12.383,10.803,12.517
2024-12-28T18:00:00Z,64.9,45.5,999.379,7.4,8.1,11.883,13.764,11.883,13.764
2024-12-28T19:00:00Z,64.867,45,999.487,7.3,8.1,12.333,14.031,12.333,14.031
2024-12-28T20:00:00Z,64.966,44.733,999.793,7.1,8.1,12.128,14.047,12.128,14.047
2024-12-28T21:00:00Z,64.1,43.7,1000.029,7,7.9,12.359,13.966,12.359,13.966
2024-12-28T22:00:00Z,64.367,42.9,1000.159,7,7.8,12.487,13.823,12.487,13.823
2024-12-28T23:00:00Z,65.267,42.267,1000.45,6.5,7.3,11.367,13.146,11.367,13.146
2024-12-29T00:00:00Z,65.334,42.9,1000.257,5.7,6.3,9.872,11.148,9.872,11.148
2024-12-29T01:00:00Z,66.034,43,1000.291,5.5,6,9.162,10.357,9.162,10.357
2024-12-29T02:00:00Z,65.466,43,1000.322,5.9,6.6,9.939,11.709,9.939,11.709
2024-12-29T03:00:00Z,65.333,42.933,1000.212,5.7,6.3,9.681,11.431,9.681,11.431
2024-12-29T04:00:00Z,65.733,42.966,999.991,5.5,6.1,9.036,10.86,9.036,10.86
2024-12-29T05:00:00Z,66.7,43,999.777,5.5,5.9,8.947,10.461,8.947,10.461
2024-12-29T06:00:00Z,65.867,43,999.827,5.6,6,9.157,10.607,9.157,10.607
2024-12-29T07:00:00Z,65.5,43,1000.034,4.8,5.2,7.582,8.831,7.582,8.831
2024-12-29T08:00:00Z,66.733,43,999.987,3.5,3.7,5.126,5.763,5.126,5.763
2024-12-29T09:00:00Z,66.166,43,999.621,3.2,3.2,4.631,5.112,4.631,5.112
2024-12-29T10:00:00Z,66,43,999.404,3,3.1,4.423,4.941,4.423,4.941
2024-12-29T11:00:00Z,66,43,998.949,2.9,3,4.196,4.646,4.196,4.646
2024-12-29T12:00:00Z,65.834,43,998.128,2.9,3,4.197,4.581,4.197,4.581
2024-12-29T13:00:00Z,65.867,43,998.067,2.7,2.7,3.83,4.163,3.83,4.163
2024-12-29T14:00:00Z,66.2,43.233,997.728,3.3,3.5,4.912,5.593,4.912,5.593
2024-12-29T15:00:00Z,66,44,996.935,17.8,18,26.091,27.274,35.519,36.939
2024-12-29T16:00:00Z,66.9,45.033,995.321,4.1,4.3,6.3,7.088,6.3,7.088
2024-12-29T17:00:00Z,70.5,47.5,993.378,5.9,6.3,9.809,10.57,10.372,11.258
2024-12-29T18:00:00Z,74.034,51.267,992.25,5.1,5.6,8.076,9.585,8.296,9.962
2024-12-29T19:00:00Z,74,52.834,991.348,4,4.5,5.694,6.947,5.694,6.947
2024-12-29T20:00:00Z,73.6,54.2,990.863,4.8,5.1,7.025,8.038,7.025,8.038
2024-12-29T21:00:00Z,72.934,55.067,990.404,5.6,6.1,8.259,9.316,8.259,9.316
2024-12-29T22:00:00Z,73.6,56.3,989.149,6.4,7.1,9.625,11.204,9.78,11.462
2024-12-29T23:00:00Z,72.334,56.666,988.514,4.4,4.7,6.55,7.414,6.55,7.414
2024-12-30T00:00:00Z,71.1,56.867,987.634,2.6,2.7,3.393,3.936,3.393,3.936
2024-12-30T01:00:00Z,70.767,57.067,986.839,1.8,1.8,2.215,2.309,2.215,2.309
2024-12-30T02:00:00Z,71.966,57,985.913,1.8,1.7,2.145,2.261,2.145,2.261
2024-12-30T03:00:00Z,72.4,57.534,985.035,1.5,1.5,1.629,1.767,1.629,1.767
2024-12-30T04:00:00Z,73.3,58.1,983.642,0.8,0.7,0.479,0.487,0.479,0.487
2024-12-30T05:00:00Z,72.966,59,982.224,0.7,0.6,0.313,0.253,0.313,0.253
2024-12-30T06:00:00Z,72.566,59.534,981.149,0.6,0.5,0.127,0.13,0.127,0.13
2024-12-30T07:00:00Z,72.7,60,980.28,0.5,0.3,0.068,0.032,0.068,0.032
2024-12-30T08:00:00Z,72.167,60,979.393,0.4,0.3,0.029,0.017,0.029,0.017
2024-12-30T09:00:00Z,72.2,60,978.646,0.4,0.3,0.041,0.004,0.041,0.004
2024-12-30T10:00:00Z,72.034,60,977.99,0.4,0.3,0.031,0.013,0.031,0.013
2024-12-30T11:00:00Z,71.966,60,977.387,0.6,0.5,0.079,0.072,0.079,0.072
2024-12-30T12:00:00Z,72,59.9,977.307,0.8,0.8,0.505,0.502,0.505,0.502
2024-12-30T13:00:00Z,71.267,60,977.598,0.9,0.8,0.561,0.548,0.561,0.548
2024-12-30T14:00:00Z,68.733,60.267,978.12,0.9,0.9,0.657,0.738,0.657,0.738
2024-12-30T15:00:00Z,57.3,60.867,978.301,0.5,0.5,0.083,0.054,0.083,0.054
2024-12-30T16:00:00Z,47.633,60.933,978.101,0.6,0.6,0.143,0.16,0.143,0.16
2024-12-30T17:00:00Z,43.334,59.5,978.228,0.3,0.3,0.014,0.007,0.014,0.007
2024-12-30T18:00:00Z,41.933,57.6,978.683,0.2,0.2,0.008,0,0.008,0
2024-12-30T19:00:00Z,40.3,56.633,978.94,0.2,0.1,0.005,0.004,0.005,0.004
2024-12-30T20:00:00Z,41.7,56.2,979.731,0.2,0.1,0,0.005,0,0.005
2024-12-30T21:00:00Z,45.9,54,980.817,0.2,0.1,0,0,0,0
2024-12-30T22:00:00Z,52.4,51.333,981.706,0.6,0.6,0.55,0.551,0.55,0.552
2024-12-30T23:00:00Z,57.7,50.3,982.384,1.6,1.5,2.176,2.111,2.186,2.116
2024-12-31T00:00:00Z,59.633,49.966,983.168,0.8,0.7,0.778,0.814,0.782,0.827
2024-12-31T01:00:00Z,59.1,49.6,984.421,0.9,0.9,0.882,0.773,0.882,0.773
2024-12-31T02:00:00Z,57.934,49.666,985.078,0.3,0.3,0.044,0.022,0.044,0.022
2024-12-31T03:00:00Z,59.883,48.6,985.783,7.6,7.4,11.544,11.754,13.877,14.133
2024-12-31T04:00:00Z,56.1,48.1,986.132,0.8,0.6,0.588,0.474,0.588,0.474
2024-12-31T05:00:00Z,56.334,47.367,986.385,0.5,0.4,0.059,0.026,0.059,0.026
2024-12-31T06:00:00Z,56.666,46.4,986.817,1.1,1.1,1.111,1.135,1.111,1.135
2024-12-31T07:00:00Z,59.1,43.933,987.457,1.4,1.4,1.639,1.772,1.639,1.772
2024-12-31T08:00:00Z,61.433,42.034,987.92,1.8,1.9,2.37,2.649,2.37,2.649
2024-12-31T09:00:00Z,62.4,41,988.482,2.2,2.2,2.926,3.176,2.926,3.176
2024-12-31T10:00:00Z,62.933,40.334,989.153,2.3,2.4,3.232,3.563,3.232,3.563
2024-12-31T11:00:00Z,63,39.267,989.69,2.6,2.6,3.681,3.968,3.681,3.968
2024-12-31T12:00:00Z,63.034,38.767,990.117,3.5,3.6,5.45,5.996,5.45,5.996
2024-12-31T13:00:00Z,64,39.2,990.418,2.8,2.9,4.09,4.543,4.09,4.543
2024-12-31T14:00:00Z,63.666,42.133,990.774,2.4,2.5,3.324,3.777,3.324,3.777
2024-12-31T15:00:00Z,56.133,47,990.375,2.6,2.7,3.632,4.122,3.632,4.122
2024-12-31T16:00:00Z,48.834,50.5,989.307,2.2,2.3,2.981,3.482,2.981,3.482
2024-12-31T17:00:00Z,46.505,51,988.304,2.3,2.4,3.115,3.516,3.115,3.516
2024-12-31T18:00:00Z,46.15,51.666,987.681,2,2.1,2.656,3.112,2.656,3.112
2024-12-31T19:00:00Z,45.334,51.933,987.137,2.3,2.4,3.088,3.606,3.088,3.606
2024-12-31T20:00:00Z,47.433,52,987.044,2.1,2.2,2.762,3.213,2.762,3.213
2024-12-31T21:00:00Z,51.8,50.734,986.876,2.7,2.8,3.711,4.265,3.711,4.265
2024-12-31T22:00:00Z,55.4,48.466,987.087,2.6,2.8,3.779,4.273,3.779,4.273
2024-12-31T23:00:00Z,57.666,47.034,986.787,3.2,3.5,4.76,5.457,4.76,5.457
2025-01-01T00:00:00Z,57.4,47,986.04,5.4,5.7,8.761,9.629,8.761,9.629
2025-01-01T01:00:00Z,56.334,47.433,984.408,3.9,3.9,5.744,6.209,5.744,6.209
2025-01-01T02:00:00Z,58.433,46.334,983.286,3.3,3.4,4.884,5.319,4.884,5.319
2025-01-01T03:00:00Z,59.334,45.1,981.743,2.9,3.1,4.311,4.744,4.311,4.744
2025-01-01T04:00:00Z,61.267,45.9,980.857,3.3,3.4,4.792,5.269,4.792,5.269
2025-01-01T05:00:00Z,64.466,45.966,980.158,3.5,3.7,5.163,5.742,5.163,5.742
2025-01-01T06:00:00Z,66.934,45.166,977.611,3.5,3.5,5.238,5.572,5.238,5.572
2025-01-01T07:00:00Z,66.933,45.8,977.333,3.5,3.7,5.157,5.705,5.157,5.705
2025-01-01T08:00:00Z,66.966,46.034,977.067,4.2,4.5,6.238,7.121,6.238,7.121
2025-01-01T09:00:00Z,67,46.233,976.83,4.1,4.4,6.277,7.055,6.277,7.055
2025-01-01T10:00:00Z,66.9,47,976.616,3.5,3.9,5.273,6.032,5.273,6.032
2025-01-01T11:00:00Z,66.2,47,976.503,3.9,4.1,5.838,6.398,5.838,6.398
2025-01-01T12:00:00Z,66.1,47,976.149,10.2,10.9,15.13,16.694,17.846,19.748
2025-01-01T13:00:00Z,66,47,976.288,3.8,4.1,5.575,6.399,5.575,6.399
2025-01-01T14:00:00Z,66,47.334,976.674,4.5,5,6.605,7.614,6.605,7.614
2025-01-01T15:00:00Z,65.966,48,976.657,5.6,6.4,8.693,10.055,8.693,10.055
2025-01-01T16:00:00Z,65.934,48.2,976.146,6.3,7.4,9.983,11.715,9.983,11.715
2025-01-01T17:00:00Z,66.934,48.133,975.975,6.2,7.1,9.828,11.397,9.828,11.397
2025-01-01T18:00:00Z,66.867,48.966,975.7,5.8,6.6,9.073,10.689,9.073,10.689
2025-01-01T19:00:00Z,66.166,49,976.195,3.5,3.9,5.143,6.11,5.143,6.11
2025-01-01T20:00:00Z,60.4,48.033,977.368,0.4,0.2,0.032,0.009,0.032,0.009
2025-01-01T21:00:00Z,57.334,46.433,978.188,0.2,0.1,0.008,0,0.008,0
2025-01-01T22:00:00Z,56.233,45.267,978.892,0.2,0.1,0,0,0,0
2025-01-01T23:00:00Z,57.5,44.567,979.591,0.2,0.1,0,0,0,0
2025-01-02T00:00:00Z,56.466,43.666,980.104,0.5,0.4,0.458,0.444,0.458,0.444
2025-01-02T01:00:00Z,53.933,43.1,980.619,0.4,0.3,0.128,0.129,0.128,0.129
2025-01-02T02:00:00Z,53.4,42.666,981.034,0.4,0.3,0.128,0.125,0.128,0.125
2025-01-02T03:00:00Z,51.934,42,981.563,0.4,0.2,0.013,0,0.013,0
2025-01-02T04:00:00Z,49.466,41.867,981.805,0.4,0.3,0.031,0.007,0.031,0.007
2025-01-02T05:00:00Z,46.066,41.1,981.939,0.4,0.3,0.021,0.01,0.021,0.01
2025-01-02T06:00:00Z,44.567,41.133,982.416,0.4,0.3,0.03,0.018,0.03,0.018
2025-01-02T07:00:00Z,44.833,41.933,983.333,0.4,0.4,0.044,0.016,0.044,0.016
2025-01-02T08:00:00Z,44.733,41.966,983.622,0.5,0.4,0.063,0.014,0.063,0.014
2025-01-02T09:00:00Z,49.034,41.633,983.986,0.4,0.3,0.013,0.011,0.013,0.011
2025-01-02T10:00:00Z,58.4,40.767,984.662,0.4,0.3,0.012,0.008,0.012,0.008
2025-01-02T11:00:00Z,56.733,40.034,985.38,0.6,0.5,0.212,0.095,0.212,0.095
2025-01-02T12:00:00Z,49.7,39.966,985.954,1.4,1.4,1.763,1.745,1.763,1.745
2025-01-02T13:00:00Z,46.067,40.2,986.634,4.6,5,6.34,7.095,8.323,9.399
2025-01-02T14:00:00Z,43.8,42.1,987.335,0.6,0.6,0.399,0.459,0.399,0.459
2025-01-02T15:00:00Z,45.8,43.2,987.591,0.6,0.6,0.31,0.352,0.31,0.352
2025-01-02T16:00:00Z,49.4,44.034,987.091,0.6,0.6,0.227,0.28,0.227,0.28
2025-01-02T17:00:00Z,50.034,43.7,986.479,0.8,0.7,0.577,0.461,0.577,0.461
2025-01-02T18:00:00Z,42.066,43.367,986.543,0.6,0.5,0.184,0.134,0.184,0.134
2025-01-02T19:00:00Z,39.566,43.667,986.78,0.6,0.6,0.282,0.273,0.282,0.273
2025-01-02T20:00:00Z,37.9,42.466,987.224,1,1.1,1.008,1.143,1.008,1.143
2025-01-02T21:00:00Z,38.934,41.633,987.791,1.4,1.4,1.595,1.701,1.595,1.701
2025-01-02T22:00:00Z,38.066,40.534,988.192,1.4,1.4,1.544,1.688,1.544,1.688
2025-01-02T23:00:00Z,38.4,40.267,988.473,1.4,1.4,1.735,1.717,1.735,1.717
2025-01-03T00:00:00Z,38.534,39.133,988.352,1.4,1.5,1.659,1.877,1.659,1.877
2025-01-03T01:00:00Z,39.966,38.133,988.261,6.4,6.7,9.854,10.466,13.018,13.786
