sensor_index,time_stamp,pm2.5_alt_a,pm2.5_alt_b,temperature,humidity,pressure
166371,1691767800,4.10,4.10,80.2,42.4,1007.764
166371,1691778600,2.80,2.80,85.6,33,1008.568
166371,1691764800,7.30,7.20,79.6,51.4,1007.726
166371,1691758200,12.70,12.40,75,65.8,1007.58
166371,1691781600,2.30,2.30,86,33,1008.39
166371,1691757000,12.60,12.50,74,68,1007.526
166371,1691767200,5.40,5.30,80,44.8,1007.82
166371,1691761800,9.60,9.50,77.2,58.6,1007.764
166371,1691770800,3.40,3.80,83.2,37.2,1008.036
166371,1691784000,2.30,1.90,86,32.2,1008.492
166371,1691775000,3.70,3.70,84.4,36.4,1008.394
166371,1691791800,1.70,1.60,87.2,29,1009.348
166371,1691766000,5.90,6.10,80.2,47.2,1007.75
166371,1691803800,2.20,2.30,77.4,44.8,1011.436
166371,1691851800,2.40,2.40,82,45.2,1012.28
166371,1691833200,3.40,3.40,66,63,1013.288
166371,1691810400,2.50,2.60,73,52,1012.388
166371,1691871000,7.50,8.40,86,45,1009.19
166371,1691859000,2.90,3.20,84.4,42.8,1011.314
166371,1691861400,4.30,4.50,85.6,43.2,1010.832
166371,1691828400,4.00,4.20,67,63,1013.082
166371,1691855400,2.10,2.50,82,43,1011.932
166371,1691841600,3.10,2.90,69.4,61.8,1013.982
166371,1691863200,4.80,5.50,87.8,41.6,1010.222
166371,1691852400,2.40,2.60,82.4,43.6,1012.176
166371,1691823000,4.70,4.80,68,61,1013.052
166371,1691811600,3.00,3.40,72,53,1012.55
166371,1691800800,2.00,2.20,79.4,42.6,1010.784
166371,1691842800,3.60,3.70,70.6,59.8,1014.038
166371,1691848200,3.00,3.10,76.4,52.8,1012.972
166371,1691886000,12.20,13.60,86,50.4,1008.784
166371,1691964000,1.30,1.40,89.4,34,1011.928
166371,1691958000,1.70,1.60,88,37.8,1011.172
166371,1691925000,4.70,4.80,78,65,1010.596
166371,1691961000,1.20,1.40,88.2,35,1011.62
166371,1691920200,5.10,5.00,77,64,1009.656
166371,1691957400,2.10,2.30,87.6,38.4,1011.12
166371,1691909400,3.60,3.60,78.2,57.2,1009.74
166371,1691960400,1.30,1.30,88,35.6,1011.48
166371,1691893800,6.00,6.60,82,52.2,1009.826
166371,1691931600,4.90,4.80,79.2,61.8,1010.906
166371,1691953800,3.40,3.60,87,43.8,1011.208
166371,1691968200,1.60,1.70,86,38.8,1012.44
166371,1691942400,5.20,5.80,87.6,48,1010.36
166371,1691962800,1.30,1.20,89,34,1011.966
166371,1691947800,4.40,4.60,83.2,60.6,1011.452
166371,1691940000,5.30,5.80,87,49.4,1010.528
166371,1691915400,4.50,4.60,78,61,1009.45
166371,1691905200,3.60,3.40,79,56,1009.99
166371,1691970000,1.70,1.80,85,40.8,1012.454
166371,1691892000,6.70,6.90,82.8,52,1009.554
166371,1691917200,4.70,5.10,78,62,1009.352
166371,1691938800,4.80,5.20,86.8,51,1010.736
166371,1691890200,10.80,12.10,84,54,1009.512
166371,1691907600,3.50,3.40,79,56.6,1009.806
166371,1691958600,1.60,1.40,88,37,1011.248
166371,1691898600,4.30,4.70,80.4,53,1009.816
166371,1691976600,2.20,2.40,80,50.8,1013.864
166371,1691974200,1.90,2.10,81,49.2,1013.252
166371,1691998200,2.80,3.00,73,64,1014.522
166371,1692011400,3.30,3.50,73.6,64.4,1014.97
166371,1692007800,3.10,3.30,73,65,1014.626
166371,1691971800,1.70,1.90,83.2,45.6,1012.564
166371,1691994000,2.60,3.00,73,63,1014.452
166371,1691775600,3.70,3.60,85,36.4,1008.47
166371,1691764200,7.50,7.50,79,52.8,1007.698
166371,1691763600,8.30,8.10,78.6,53.4,1007.65
166371,1691791200,1.80,1.80,88.2,28.8,1009.296
166371,1691769600,3.80,3.90,82.6,38.8,1007.844
166371,1691779800,2.60,2.60,85.6,33.6,1008.494
166371,1691769000,4.10,3.80,81.6,40,1007.692
166371,1691774400,3.40,3.70,84.6,35.2,1008.354
166371,1691790600,1.90,2.00,88.2,29,1009.196
166371,1691788800,2.10,2.00,87.8,30.4,1008.978
166371,1691785200,2.30,2.30,86.2,31.6,1008.686
166371,1691832600,3.10,3.40,66,63,1013.282
166371,1691868600,6.40,7.30,87,44,1009.748
166371,1691826000,4.40,4.80,67.4,62.2,1013.046
166371,1691803200,2.10,2.20,78,44.8,1011.234
166371,1691862000,4.70,5.20,86,42.6,1010.562
166371,1691881800,11.50,13.50,87.8,46,1008.798
166371,1691880600,11.30,13.20,89,44.4,1008.856
166371,1691844000,3.20,3.50,72,58.4,1013.684
166371,1691856000,2.50,2.50,82.2,43,1011.916
166371,1691875800,9.10,9.50,88.4,45,1008.59
166371,1691850600,2.70,3.00,80.6,47.8,1012.62
166371,1691846400,3.10,3.20,74.2,54.6,1013.222
166371,1691805000,1.70,2.00,77,45,1011.64
166371,1691822400,4.30,4.60,68,60.6,1013.07
166371,1691864400,5.50,5.60,87.8,40,1010.128
166371,1691813400,4.00,4.50,71.6,54,1012.496
166371,1691802000,2.20,2.40,78,45.8,1010.962
166371,1691799000,1.70,1.90,81.4,38.6,1010.204
166371,1691856600,2.30,2.40,82.8,43,1011.854
166371,1691807400,2.10,2.00,75.6,47.2,1012.072
166371,1691844600,3.20,3.10,72,58,1013.446
166371,1691839200,3.50,3.60,68,64,1014.272
166371,1691863800,5.30,5.60,88.2,40.2,1010.146
166371,1691882400,11.50,12.90,87.8,47,1009.044
166371,1691853000,2.40,2.50,82,43,1012.09
166371,1691812200,3.30,3.60,72,53,1012.574
166371,1691811000,2.70,2.80,72.6,52.8,1012.466
166371,1691829600,3.70,3.90,67,63,1012.994
166371,1691841000,3.30,3.10,69,63,1013.962
166371,1691950800,3.90,4.00,86,50,1011.114
166371,1691937000,5.40,5.70,84.2,56,1010.826
166371,1691920800,5.10,5.50,77,64,1009.804
166371,1691934000,4.80,4.80,81,60,1010.954
166371,1691956200,2.20,2.10,87.4,40,1011.154
166371,1691889600,12.50,13.10,84,55,1009.316
166371,1691946600,4.10,4.50,81.6,65.8,1011.492
166371,1691916600,4.80,4.60,78,61.4,1009.338
166371,1691918400,5.10,5.10,77,63,1009.46
166371,1691959800,1.30,1.50,87.8,36,1011.554
166371,1691908200,3.50,3.80,78.6,57,1009.758
