sensor_index,time_stamp,pm2.5_alt,pm2.5_atm,pm2.5_cf_1,temperature,humidity,pressure
166371,1695667800,19.1,31.22,32.592,71,65,1023.274
166371,1695649200,17.8,30.14,31.049,65.8,66.8,1021.468
166371,1695733800,14.3,25.89,25.908,62,65.4,1031.654
166371,1695720600,16.3,30.81,31.049,59,67,1029.324
166371,1695852000,5.5,8.56,8.562,74,42,1026.306
166371,1695801600,10,18.82,18.817999999999998,58.2,68,1030.366
166371,1695797400,10.2,19.37,19.368000000000002,58.6,68,1030.384
166371,1695609000,12.7,21.82,21.822000000000003,66,66,1019.338
166371,1695621600,9.1,15.37,15.365,65,65.6,1018.88
166371,1695639000,16.8,29.95,30.345,64.8,69,1019.68
166371,1695657600,18.2,30.51,31.597,69.2,64.2,1022.472
166371,1695609600,11.8,19.97,19.971,65.6,65.2,1019.252
166371,1695716400,17.7,32.83,33.565,59,67.2,1029.056
166371,1695706800,21.4,37.05,40.308,60,66,1028.592
166371,1695769200,8.7,14.49,14.486,68.8,54.6,1029.088
166371,1695855000,5,8.16,8.162,70.8,49.6,1026.376
166371,1695856200,5.1,8.08,8.076,69.6,52.8,1026.554
166371,1695822600,6.3,11.14,11.137,60,63.6,1030.552
166371,1695622800,8.4,13.79,13.791,65,64.4,1018.716
166371,1695637800,15.8,28.36,28.584000000000003,65,69,1019.52
166371,1695702000,21.5,36.97,40.434,61,65.4,1028.004
166371,1695721800,16.5,31.18,31.488999999999997,59,67,1029.624
166371,1695717000,17.4,32.25,32.839,59,67,1029.098
166371,1695697200,18.1,32.09,32.797,63,65,1028.074
166371,1695765600,9.2,15.13,15.128,71.4,45,1028.462
166371,1695853200,5.6,8.95,8.949000000000002,73,44.6,1026.334
166371,1695850200,4.1,6.31,6.3100000000000005,75,40.6,1026.328
166371,1695803400,10.7,20.64,20.642,58,68.8,1030.186
166371,1695676200,9.9,16.30,16.296,74,49.2,1024.176
166371,1695624600,9.3,15.95,15.945,65,66.4,1018.448
166371,1695732000,16.4,30.17,30.53,61,67,1031.372
166371,1695733200,14.6,26.43,26.453,62,66,1031.578
166371,1695726600,15,28.70,28.762999999999998,59,68,1030.676
166371,1695814800,5.8,10.37,10.368,55,68,1030.736
166371,1695792600,11.2,21.57,21.567,59,66,1030.828
166371,1695790200,11.3,21.59,21.592,59,66,1030.768
166371,1695779400,10.9,19.25,19.255,62.6,63,1030.244
166371,1695616200,10,16.98,16.982999999999997,65,66.8,1018.816
166371,1695651600,18,30.19,31.116,67,68,1021.83
166371,1695620400,9.1,15.25,15.247,65.2,66.2,1019.036
166371,1695652200,18.1,30.34,31.325000000000003,67.2,67.8,1021.944
166371,1695658800,18.9,30.89,32.145,70,63.8,1022.72
166371,1695627000,10.8,18.64,18.645,64.6,68,1018.52
166371,1695670800,9.7,15.53,15.525,73,58.6,1023.338
166371,1695678600,10.1,16.84,16.835,73,49.4,1024.5
166371,1695672000,8.8,14.54,14.543,73,53.6,1023.438
166371,1695643200,16.8,29.41,29.693,65,69,1020.464
166371,1695769800,9.4,15.78,15.782,68,56.2,1029.05
166371,1695731400,15.2,27.88,27.898,60.6,67,1031.218
166371,1695855600,4.7,7.35,7.347,70.2,51.4,1026.48
166371,1695792000,11.2,20.92,20.921999999999997,59,66.6,1030.78
166371,1695784200,10.2,18.05,18.045,60.8,64,1030.442
166371,1695617400,9.2,16.15,16.152,65,67,1018.7
166371,1695630600,12.2,21.46,21.464,65,69,1018.804
166371,1695711600,19.3,35.01,36.916,59,66,1028.906
166371,1695691800,15.9,28.21,28.302,64.4,63.8,1027.15
166371,1695775200,9,15.51,15.509,64.2,61.2,1029.724
166371,1695612000,10.9,18.35,18.349,66,65.6,1019.344
166371,1695664200,18.3,30.26,31.148000000000003,70,65,1023.028
166371,1695665400,18.7,30.73,31.714,70,66.2,1023.092
166371,1695673200,9.5,15.42,15.419,73,53.8,1023.574
166371,1695712200,18.8,34.85,36.688,59,66,1028.92
166371,1695730800,14.9,27.48,27.485,60,67,1031.086
166371,1695761400,9.4,15.07,15.072,73,42,1028.824
166371,1695834600,4,5.71,5.71,74,40,1028.436
166371,1695831000,5.5,8.51,8.514,70.2,49.2,1029.54
166371,1695832200,5.2,8.04,8.042,71.6,46,1029.21
166371,1695823200,8.2,14.73,14.725000000000001,61,63,1030.574
166371,1695811800,5.2,9.40,9.401,56,67,1030.514
166371,1695798000,10.6,20.05,20.05,58.6,68,1030.352
166371,1695787200,9.3,16.91,16.908,59,64,1030.56
166371,1695773400,9.3,15.48,15.483999999999998,65.4,60,1029.536
166371,1695627600,10.9,18.88,18.877000000000002,64.6,68.4,1018.544
166371,1695605400,14.4,25.29,25.317,66,66.6,1019.704
166371,1695658200,18.5,30.44,31.412,70,63,1022.598
166371,1695648000,17.3,29.72,30.481,66.4,68.6,1021.576
166371,1695668400,18.3,30.35,31.318,71,64.6,1023.336
166371,1695655200,18.5,30.52,31.417,69,67.4,1022.308
166371,1695624000,8.8,14.74,14.743,65,67,1018.508
166371,1695644400,16.5,29.32,29.612000000000002,65,69,1020.742
166371,1695606000,14.3,24.99,25.018,66,66.8,1019.506
166371,1695727800,15.8,29.81,29.954,59,68,1030.894
166371,1695730200,15,27.75,27.779,60,67.4,1031.022
166371,1695718200,17.1,32.24,32.715,59,67,1029.13
166371,1695697800,18.4,32.46,33.45,62,65.4,1028.002
166371,1695860400,5.2,8.42,8.416,66,59,1027.056
166371,1695843600,4.2,6.18,6.175000000000001,76,37.4,1026.38
166371,1695829800,5.8,9.08,9.079,69,50.6,1029.76
166371,1695784800,9.8,17.41,17.411,60,64,1030.42
166371,1695777000,10.4,18.22,18.223,64,63,1029.89
166371,1695772800,9.5,15.79,15.791,66,60,1029.488
166371,1695619200,8.6,14.57,14.574,65,65.6,1019.01
166371,1695628200,11.3,19.88,19.878,64.4,69,1018.574
166371,1695756000,9.2,15.07,15.073,74,39.2,1029.074
166371,1695754800,9.4,15.07,15.068999999999999,74,38,1029.138
166371,1695832800,5,7.59,7.593,72.2,44.4,1029.062
166371,1695774000,10.1,17.07,17.074,65,61,1029.552
166371,1695858600,4.9,7.60,7.601000000000001,67,56.6,1026.79
166371,1695684000,13.6,23.63,23.633000000000003,69,61.6,1025.626
166371,1695680400,10.7,17.77,17.772,72,54.4,1024.992
166371,1695700800,20.2,35.04,37.548,61,65.2,1027.73
166371,1695766200,9.1,15.19,15.187000000000001,71.6,46.6,1028.936
166371,1695767400,10.2,17.35,17.349,70.8,50.4,1029.1
166371,1695764400,9,14.93,14.934000000000001,72,44,1028.726
166371,1695741600,10,16.78,16.783,68.2,53,1031.268
166371,1695747600,9.9,15.63,15.625,73,42.6,1030.626
166371,1695846600,4.1,6.12,6.123,75.4,38.2,1026.122
166371,1695809400,5.5,9.86,9.856,57,66,1030.352
166371,1695777600,10.2,18.38,18.378999999999998,63,63,1029.944
166371,1695618600,9,15.01,15.012,65,66,1018.86
166371,1695632400,13.1,23.60,23.599,65,69,1018.872
166371,1695685200,14.7,25.55,25.579,68,61.6,1025.954
166371,1695679200,10.6,17.17,17.166,72.8,50.4,1024.6
166371,1695760200,9.2,15.12,15.124,73,40.6,1028.784
166371,1695703800,20.3,35.75,38.318,61,65.6,1028.218
166371,1695841200,4.3,6.53,6.526999999999999,74.6,38.2,1026.46
166371,1695835200,4,5.68,5.677,74.4,39.4,1028.252
166371,1695820800,9.5,18.05,18.076,58.2,65.4,1030.666
166371,1695819600,6.6,11.71,11.708,57.8,66,1030.754
166371,1695795000,9.5,17.53,17.531,58,66.8,1030.672
166371,1695653400,18.2,30.47,31.472,68,67,1022.134
166371,1695685800,15.4,25.91,25.97,68,59.6,1026.152
166371,1695723000,16.4,30.63,30.924,58.8,67,1029.796
166371,1695725400,15.5,29.25,29.344,58.2,67.4,1030.322
166371,1695757800,9.2,14.97,14.968,73,40,1028.882
166371,1695720000,16.7,31.43,31.68,59,67,1029.176
166371,1695845400,4,6.07,6.066000000000001,76,38.8,1026.254
166371,1695838200,4.5,6.80,6.803,74.6,39,1027.59
166371,1695825000,6.1,9.71,9.713999999999999,63.4,60.2,1030.528
166371,1695775800,9.4,16.05,16.05,64,62,1029.78
166371,1695669600,16.9,28.23,28.78,72,62.4,1023.302
166371,1695640200,16.5,29.32,29.65,65,69.2,1019.862
166371,1695663600,17.9,30.01,30.810000000000002,70,65,1022.99
166371,1695759600,9,14.20,14.202,73,40.6,1028.76
166371,1695721200,16.8,32.05,32.54,58.4,67,1028.986
166371,1695711000,19.5,35.19,37.083,59,66,1028.79
166371,1695714600,18.9,34.60,36.207,59,67,1028.964
166371,1695788400,10.2,19.44,19.439999999999998,59,65.4,1030.528
166371,1695808800,5.4,9.73,9.727,57,66.2,1030.272
166371,1695805800,6.7,11.90,11.901,58,68,1030.214
166371,1695805200,6.9,12.18,12.176,58,68,1030.192
166371,1695802800,10.7,20.41,20.407,58,68,1030.246
166371,1695794400,9.9,18.70,18.704,57.6,66.2,1030.212
166371,1695606600,14.4,24.37,24.384999999999998,66,67,1019.484
166371,1695651000,18.2,30.80,31.841,67,67.8,1021.766
166371,1695654000,18.1,30.51,31.381,68,67,1022.262
166371,1695666600,18.6,30.88,32.007999999999996,70,66,1023.15
166371,1695642000,16.7,29.57,29.9,65,69,1020.19
166371,1695718800,16.9,31.51,31.893,59,67.2,1029.162
166371,1695702600,22.1,37.87,41.701,61,66,1028.072
166371,1695694200,17,29.97,30.554,63.2,65,1027.61
166371,1695766800,8.9,14.89,14.886,71,48.8,1029.028
166371,1695747000,9.9,16.39,16.391,72.4,43.8,1030.79
166371,1695742200,10.1,16.71,16.708,69,51,1031.23
166371,1695727200,15.6,29.09,29.205,59,68,1030.768
166371,1695694800,17.3,30.63,31.222,63,65,1027.606
166371,1695843000,4.4,6.26,6.260999999999999,76,38,1026.55
166371,1695834000,4.5,6.90,6.904999999999999,73.8,42,1028.58
166371,1695828000,6.7,10.53,10.528,67,54.6,1030.112
166371,1695825600,6.4,10.23,10.232,64,58.4,1030.568
166371,1695824400,6.8,10.98,10.982,62.4,61.4,1030.56
166371,1695808200,6,10.45,10.452000000000002,57.8,66.4,1030.252
166371,1695802200,10.6,20.09,20.095,58,68,1030.338
166371,1695783000,10.4,18.53,18.527,61,64,1030.446
166371,1695647400,16.8,29.30,29.762,66,69,1021.438
166371,1695625200,9.6,16.70,16.695,64.8,67,1018.384
166371,1695631200,12.3,21.93,21.934,65,69,1018.86
166371,1695613200,11.2,19.13,19.127,66,65,1019.138
166371,1695612600,10.8,18.03,18.027,66,65,1019.206
166371,1695622200,8.4,14.31,14.312000000000001,65,64.8,1018.82
166371,1695684600,14.6,24.81,24.847,67.8,61.8,1025.344
166371,1695634200,14.5,25.80,25.832,64,68,1018.908
166371,1695704400,20,35.63,37.861000000000004,61,66,1028.292
166371,1695743400,12.5,20.73,21.084,70.2,48.6,1031.168
166371,1695708600,20.5,36.32,39.087,60,66,1028.684
166371,1695862200,5.4,8.88,8.881,65,61,1027.138
166371,1695849600,3.8,5.61,5.609,75,40.4,1026.256
166371,1695839400,4.7,6.97,6.9719999999999995,75,39.2,1027.298
166371,1695814200,5.7,10.25,10.246,55,68,1030.684
166371,1695786600,9.3,16.70,16.701999999999998,59.6,64,1030.504
166371,1695633000,13.8,24.39,24.388,64.2,69,1018.922
166371,1695631800,12.9,22.97,22.966,65,69,1018.894
166371,1695657000,17.8,30.24,31.218,69,64.8,1022.436
166371,1695660600,17.5,29.64,30.213,70,61.2,1022.85
166371,1695642600,16.4,28.93,29.18,65,69.2,1020.332
166371,1695689400,16.1,27.89,28.006,66,62.4,1026.918
166371,1695728400,15.1,28.60,28.655,59,67.8,1030.82
166371,1695837600,4.4,6.54,6.543,74.8,39,1027.682
166371,1695820200,6.6,11.55,11.55,58,66,1030.756
166371,1695782400,10.7,18.75,18.750999999999998,61,63.4,1030.524
166371,1695780600,10.7,18.88,18.875,62,63.6,1030.392
166371,1695625800,9.9,17.29,17.287,64.8,67.2,1018.378
166371,1695663000,18.1,30.11,30.919999999999998,70,65,1023.018
166371,1695690000,15.8,27.55,27.625999999999998,65.4,63,1026.996
166371,1695726000,15.1,28.95,29.012,58.6,67.8,1030.462
166371,1695756600,9.6,15.88,15.882,74,40.2,1028.948
166371,1695856800,5,8.22,8.22,69,54,1026.516
166371,1695822000,6.9,12.05,12.046,59.2,64.2,1030.578
166371,1695817200,6.4,11.59,11.586,56.8,67,1030.736
166371,1695786000,9.9,17.86,17.86,60,64,1030.452
166371,1695636000,14.7,26.54,26.607,65,69,1019.248
166371,1695677400,9.9,16.06,16.056,73.4,49.8,1024.374
166371,1695618000,9.3,15.88,15.878,65,67,1018.778
166371,1695746400,10.9,17.86,18.001,71.6,45.4,1030.966
166371,1695709800,20.1,35.77,38.327,59.6,66,1028.708
166371,1695771600,9.2,15.14,15.145,67,59,1029.318
166371,1695696000,17,30.46,30.892000000000003,63,65,1027.888
166371,1695724200,15.7,29.13,29.21,58.6,67,1029.93
166371,1695734400,12.9,22.86,22.856,62,64.6,1031.658
166371,1695713400,19.2,34.84,36.572,59,66.2,1028.878
166371,1695754200,9.4,15.14,15.136,73.6,38.8,1028.964
166371,1695861600,4.9,7.54,7.541,65,60.6,1027.116
166371,1695853800,5.9,9.48,9.48,72.6,46.2,1026.356
166371,1695639600,16.2,29.15,29.432000000000002,65,69,1019.744
166371,1695673800,9.7,15.86,15.858,73,53.2,1023.636
166371,1695650400,17.7,30.56,31.518,66.8,67,1021.782
166371,1695723600,16.3,29.94,30.053,59,67,1029.812
166371,1695735600,11.2,19.79,19.791,63.4,63,1031.702
166371,1695695400,17.1,30.59,31.043,63,65,1027.742
166371,1695729600,14.6,27.45,27.466,59.2,67.4,1030.982
166371,1695847200,4.2,6.24,6.237,75.8,39,1026.126
166371,1695838800,4.4,6.48,6.484999999999999,74.8,39,1027.37
166371,1695835800,4.1,6.20,6.199,75,39,1028.166
166371,1695830400,5.7,9.17,9.169,69.8,49.8,1029.624
166371,1695675600,9.7,16.06,16.060000000000002,74,50.4,1024.052
166371,1695641400,17.1,30.10,30.634999999999998,65,69.6,1020.052
166371,1695604200,14.5,25.09,25.1,66,65,1019.64
166371,1695619800,8.9,14.74,14.739999999999998,65,66.4,1019.104
166371,1695607800,13.8,24.11,24.107999999999997,66,66,1019.528
166371,1695664800,18.7,31.13,32.428,70,66,1023.142
166371,1695659400,18.1,30.37,31.259999999999998,70,63.4,1022.798
